id,casualties,people_rescued,est_people_displaced
ci1709537,0,0,0
ci1709538,2,4,50
ci1709539,0,0,2
ci1709540,0,0,1
ci1709541,0,0,0
ci1709542,0,0,2
ci1709543,0,0,0
ci1709544,0,0,0
ci1709545,0,0,0
ci1709546,0,0,3
ci1709547,0,0,3
ci1709548,0,0,3
ci1709549,1,0,3
ci1709550,0,0,0
ci1709551,0,0,0
ci1709552,1,0,4
ci1709553,0,0,4
ci1709554,0,0,0
ci1709555,0,0,0
ci1709556,0,0,0
ci1709557,0,0,4
ci1709558,0,0,0
ci1709559,0,0,0
ci1709560,0,0,20
ci1709561,1,0,6
ci1709562,0,0,2
ci1709563,0,0,0
ci1709564,0,0,0
ci1709565,0,0,0
ci1709566,0,0,2
ci1709567,0,0,20
ci1709568,0,0,0
ci1709569,1,1,1
ci1709570,0,0,0
ci1709571,0,0,0
ci1709572,0,0,0
ci1709573,0,0,0
ci1709574,0,0,0
ci1709575,0,0,0
ci1709576,0,0,500
ci1709577,0,0,0
ci1709578,0,0,0
ci1709579,0,0,0
ci1709580,0,0,0
ci1709581,0,0,0
ci1709582,0,3,1
ci1709583,0,0,20
ci1709584,0,0,99
ci1709585,0,0,1
ci1709586,0,0,0
ci1709587,0,0,4
ci1709588,1,0,2
ci1709589,2,2,3
ci1709590,0,0,3
ci1709591,0,0,4
ci1709592,0,0,0
ci1709593,0,0,5
ci1709594,0,0,0
ci1709595,0,0,0
ci1709596,0,0,0
ci1709597,0,0,15
ci1709598,0,0,0
ci1709599,0,0,1
ci1709600,0,0,0
ci1709601,1,0,9
ci1709602,0,0,4
ci1709603,0,0,4
ci1709604,0,0,997
ci1709605,0,0,4
ci1709606,0,0,1
ci1709607,1,1,0
ci1709608,0,0,0
ci1709609,0,0,5
ci1709610,0,0,0
ci1709611,0,0,0
ci1709612,0,0,4
ci1709613,1,1,1
ci1709614,0,0,2
ci1709615,0,1,4
ci1709616,0,0,0
ci1709617,0,0,4
ci1709618,0,0,0
ci1709619,0,0,0
ci1709620,0,0,0
ci1709621,0,0,0
ci1709622,0,0,1
ci1709623,0,0,0
ci1709624,1,0,2
ci1709625,0,0,1
ci1709626,0,0,0
ci1709627,1,0,2
ci1709628,0,0,997
ci1709629,0,0,2
ci1709630,0,0,0
ci1709631,0,0,4
ci1709632,0,0,0
ci1709633,0,0,0
ci1709634,0,0,9
ci1709635,0,0,0
ci1709636,0,0,0
ci1709637,1,0,4
ci1709638,0,0,10
ci1709639,0,0,0
ci1709640,0,0,100
ci1709641,0,0,3
ci1709642,0,0,3
ci1709643,0,0,8
ci1709644,0,0,0
ci1709645,0,0,0
ci1709646,0,0,0
ci1709647,0,0,0
ci1709648,1,0,1
ci1709649,0,0,0
ci1709650,0,0,0
ci1709651,1,1,7
ci1709652,0,0,1
ci1709653,0,0,2
ci1709654,0,0,0
ci1709655,0,0,0
ci1709656,0,0,0
ci1709657,0,0,997
ci1709658,0,0,0
ci1709659,0,0,0
ci1709660,0,0,0
ci1709661,0,0,0
ci1709662,0,0,0
ci1709663,0,0,0
ci1709664,0,0,0
ci1709665,0,0,0
ci1709666,0,0,5
ci1709667,0,0,4
ci1709668,0,0,2
ci1709669,0,0,6
ci1709670,0,0,0
ci1709671,0,0,997
ci1709672,0,0,1
ci1709673,0,0,0
ci1709674,0,0,0
ci1709675,0,0,3
ci1709676,0,0,3
ci1709677,0,0,4
ci1709678,0,0,2
ci1709679,0,0,2
ci1709680,0,0,50
ci1709681,0,0,0
ci1709682,0,0,4
ci1709683,0,0,7
ci1709684,0,0,0
ci1709685,0,2,2
ci1709686,0,0,0
ci1709687,1,1,1
ci1709688,0,0,0
ci1709689,1,0,5
ci1709690,0,0,0
ci1709691,1,1,1
ci1709692,0,0,0
ci1709693,0,0,0
ci1709694,0,0,1
ci1709695,0,0,0
ci1709696,0,0,6
ci1709697,0,0,0
ci1709698,0,0,1
ci1709699,0,0,0
ci1709700,0,0,3
ci1709701,0,1,0
ci1709702,0,0,0
ci1709703,0,0,0
ci1709704,0,0,0
ci1709705,0,0,0
ci1709706,0,0,0
ci1709707,0,0,0
ci1709708,0,0,0
ci1709709,0,0,5
ci1709710,0,0,0
ci1709711,0,0,0
ci1709712,0,0,0
ci1709713,0,0,0
ci1709714,0,0,0
ci1709715,0,0,0
ci1709716,0,0,0
ci1709717,0,0,70
ci1709718,0,0,1
ci1709719,0,0,3
ci1709720,0,0,3
ci1709721,0,0,2
ci1709722,0,0,1
ci1709723,1,0,0
ci1709724,0,0,4
ci1709725,1,1,5
ci1709726,0,0,0
ci1709727,0,0,0
ci1709728,0,0,0
ci1709729,0,0,6
ci1709730,0,0,0
ci1709731,0,0,0
ci1709732,1,1,5
ci1709733,1,0,0
ci1709734,0,0,0
ci1709735,0,0,2
ci1709736,0,0,0
ci1709737,0,0,2
ci1709738,0,0,6
ci1709739,0,0,4
ci1709740,0,0,0
ci1709741,0,1,1
ci1709742,0,0,0
ci1709743,0,0,0
ci1709744,1,0,30
ci1709745,0,0,0
ci1709746,1,0,0
ci1709747,0,0,0
ci1709748,0,0,0
ci1709749,0,1,1
ci1709750,1,2,0
ci1709751,0,0,0
ci1709752,0,0,0
ci1709753,0,0,0
ci1709754,0,0,0
ci1709755,0,0,0
ci1709756,0,0,1
ci1709757,0,0,2
ci1709758,0,0,3
ci1709759,0,0,0
ci1709760,0,0,12
ci1709761,2,2,10
ci1709762,1,0,6
ci1709763,0,0,0
ci1709764,0,0,20
ci1709765,1,1,4
ci1709766,0,0,997
ci1709767,1,2,0
ci1709768,0,0,997
ci1709769,0,0,30
ci1709770,0,0,3
ci1709771,0,0,0
ci1709772,0,0,0
ci1709773,0,0,0
ci1709774,0,0,0
ci1709775,0,0,1
ci1709776,0,0,0
ci1709777,0,0,200
ci1709778,0,0,0
ci1709779,0,0,0
ci1709780,0,0,1
ci1709781,0,0,1
ci1709782,0,0,0
ci1709783,0,0,1
ci1709784,0,0,0
ci1709785,0,0,2
ci1709786,0,0,100
ci1709787,0,0,200
ci1709788,0,0,0
ci1709789,0,0,450
ci1709790,0,0,6
ci1709791,0,0,0
ci1709792,0,0,5
ci1709793,1,0,6
ci1709794,0,0,0
ci1709795,0,0,10
ci1709796,1,0,2
ci1709797,0,0,3
ci1709798,0,0,4
ci1709799,1,0,4
ci1709800,0,0,1
ci1709801,0,0,0
ci1709802,1,0,2
ci1709803,0,0,6
ci1709804,0,1,6
ci1709805,0,0,0
ci1709806,0,0,3
ci1709807,0,0,10
ci1709808,0,0,8
ci1709809,0,0,2
ci1709810,0,0,0
ci1709811,0,0,0
ci1709812,1,1,5
ci1709813,0,0,4
ci1709814,4,2,0
ci1709815,0,0,12
ci1709816,0,0,0
ci1709817,0,0,0
ci1709818,0,3,0
ci1709819,0,0,0
ci1709820,0,0,0
ci1709821,0,0,0
ci1709822,0,0,4
ci1709823,0,0,0
ci1709824,0,0,0
ci1709825,0,0,0
ci1709826,0,0,0
ci1709827,0,0,0
ci1709828,0,0,0
ci1709829,1,1,1
ci1709830,0,0,0
ci1709831,0,0,10
ci1709832,0,0,2
ci1709833,0,0,4
ci1709834,0,0,0
ci1709835,0,0,2
ci1709836,0,0,0
ci1709837,0,0,0
ci1709838,0,0,0
ci1709839,0,0,0
ci1709840,0,0,2
ci1709841,0,0,997
ci1709842,0,0,4
ci1709843,0,0,0
ci1709844,0,1,5
ci1709845,1,0,6
ci1709846,0,0,0
ci1709847,0,0,0
ci1709848,0,0,4
ci1709849,0,0,2
ci1709850,0,0,4
ci1709851,0,0,0
ci1709852,2,0,997
ci1709853,0,0,1
ci1709854,0,0,6
ci1709855,0,0,0
ci1709856,2,0,2
ci1709857,0,0,50
ci1709858,0,0,12
ci1709859,0,0,0
ci1709860,0,0,0
ci1709861,0,0,3
ci1709862,0,0,18
ci1709863,0,0,0
ci1709864,0,0,1
ci1709865,0,0,0
ci1709866,0,0,6
ci1709867,0,0,1
ci1709868,0,0,997
ci1709869,0,3,0
ci1709870,0,0,0
ci1709871,1,0,6
ci1709872,0,0,0
ci1709873,2,0,2
ci1709874,0,0,0
ci1709875,0,0,0
ci1709876,0,0,7
ci1709877,6,5,6
ci1709878,0,0,0
ci1709879,1,1,1
ci1709880,0,0,4
ci1709881,0,0,2
ci1709882,0,0,5
ci1709883,0,0,3
ci1709884,0,0,0
ci1709885,0,0,5
ci1709886,0,0,0
ci1709887,6,1,6
ci1709888,0,0,0
ci1709889,0,0,2
ci1709890,0,0,10
ci1709891,0,0,50
ci1709892,6,6,30
ci1709893,0,0,3
ci1709894,0,0,0
ci1709895,0,0,3
ci1709896,0,0,4
ci1709897,0,0,200
ci1709898,0,0,0
ci1709899,0,0,0
ci1709900,0,0,1
ci1709901,0,0,0
ci1709902,0,0,997
ci1709903,0,0,0
ci1709904,0,0,70
ci1709905,0,0,0
ci1709906,0,0,4
ci1709907,0,0,0
ci1709908,0,0,0
ci1709909,0,0,0
ci1709910,0,0,0
ci1709911,0,0,12
ci1709912,0,0,1
ci1709913,0,0,1
ci1709914,0,0,0
ci1709915,0,0,3
ci1709916,0,0,2
ci1709917,0,0,0
ci1709918,0,0,3
ci1709919,0,0,1
ci1709920,0,0,0
ci1709921,0,0,0
ci1709922,0,0,0
ci1709923,0,0,5
ci1709924,0,0,0
ci1709925,0,0,1
ci1709926,0,0,1
ci1709927,2,2,2
ci1709928,0,0,8
ci1709929,0,0,2
ci1709930,0,0,6
ci1709931,0,0,0
ci1709932,0,0,3
ci1709933,0,0,1
ci1709934,0,0,0
ci1709935,0,0,50
ci1709936,0,0,0
ci1709937,0,0,0
ci1709938,0,0,2
ci1709939,0,0,4
ci1709940,0,0,0
ci1709941,1,0,2
ci1709942,0,0,0
ci1709943,0,0,0
ci1709944,0,0,0
ci1709945,0,0,0
ci1709946,0,0,0
ci1709947,0,2,0
ci1709948,0,0,2
ci1709949,0,0,2
ci1709950,0,0,0
ci1709951,0,0,1
ci1709952,0,0,0
ci1709953,0,0,0
ci1709954,0,0,0
ci1709955,0,0,1
ci1709956,0,0,0
ci1709957,0,0,4
ci1709958,1,0,0
ci1709959,0,0,1
ci1709960,0,0,2
ci1709961,0,0,0
ci1709962,0,0,0
ci1709963,0,0,0
ci1709964,0,0,0
ci1709965,0,0,0
ci1709966,0,0,0
ci1709967,0,0,0
ci1709968,0,0,1
ci1709969,0,0,0
ci1709970,0,0,0
ci1709971,0,0,10
ci1709972,0,0,3
ci1709973,0,0,1
ci1709974,0,0,2
ci1709975,0,0,5
ci1709976,1,0,4
ci1709977,0,0,0
ci1709978,0,0,4
ci1709979,0,0,3
ci1709980,0,0,6
ci1709981,1,1,6
ci1709982,0,0,3
ci1709983,0,0,0
ci1709984,0,0,0
ci1709985,0,0,0
ci1709986,0,0,3
ci1709987,0,0,1
ci1709988,0,0,10
ci1709989,0,0,0
ci1709990,0,0,2
ci1709991,0,0,0
ci1709992,0,0,8
ci1709993,0,0,2
ci1709994,0,0,13
ci1709995,0,0,0
ci1709996,0,0,5
ci1709997,0,0,0
ci1709998,0,0,5
ci1709999,0,0,2
ci1710000,2,0,5
ci1710001,0,0,0
ci1710002,1,0,0
ci1710003,0,0,0
ci1710004,0,0,0
ci1710005,0,0,2
ci1710006,0,0,0
ci1710007,2,4,10
ci1710008,0,0,0
ci1710009,0,0,1
ci1710010,0,0,0
ci1710011,0,0,1
ci1710012,0,0,0
ci1710013,0,0,0
ci1710014,0,0,0
ci1710015,0,0,0
ci1710016,0,0,0
ci1710017,0,0,0
ci1710018,0,0,0
ci1710019,0,0,5
ci1710020,0,0,997
ci1710021,0,0,0
ci1710022,1,0,0
ci1710023,0,0,5
ci1710024,0,0,4
ci1710025,0,0,0
ci1710026,1,0,0
ci1710027,0,0,0
ci1710028,0,0,2
ci1710029,0,0,0
ci1710030,1,0,0
ci1710031,0,0,0
ci1710032,0,0,0
ci1710033,0,0,5
ci1710034,0,0,4
ci1710035,1,0,2
ci1710036,0,0,0
ci1710037,1,1,1
ci1710038,0,0,8
ci1710039,0,0,4
ci1710040,0,0,0
ci1710041,0,0,1
ci1710042,2,0,400
ci1710043,1,0,0
ci1710044,1,1,0
ci1710045,0,0,0
ci1710046,0,0,6
ci1710047,0,0,10
ci1710048,0,0,2
ci1710049,0,0,2
ci1710050,0,0,3
ci1710051,0,0,0
ci1710052,0,0,0
ci1710053,0,0,0
ci1710054,3,0,0
ci1710055,0,0,0
ci1710056,0,0,0
ci1710057,0,0,0
ci1710058,0,0,2
ci1710059,0,0,0
ci1710060,0,0,0
ci1710061,1,0,2
ci1710062,0,0,2
ci1710063,0,0,7
ci1710064,0,0,0
ci1710065,0,3,2
ci1710066,0,0,3
ci1710067,0,0,3
ci1710068,0,0,0
ci1710069,0,0,997
ci1710070,0,0,0
ci1710071,0,0,0
ci1710072,0,0,0
ci1710073,1,0,0
ci1710074,0,0,2
ci1710075,0,0,0
ci1710076,1,0,0
ci1710077,1,0,2
ci1710078,0,0,3
ci1710079,0,0,0
ci1710080,1,0,4
ci1710081,0,0,7
ci1710082,0,0,5
ci1710083,1,0,997
ci1710084,0,0,0
ci1710085,0,0,0
ci1710086,0,0,0
ci1710087,0,0,0
ci1710088,0,0,0
ci1710089,0,0,0
ci1710090,0,0,0
ci1710091,0,0,0
ci1710092,1,0,4
ci1710093,0,0,2
ci1710094,0,0,0
ci1710095,0,0,0
ci1710096,0,0,997
ci1710097,0,0,0
ci1710098,0,0,997
ci1710099,1,0,0
ci1710100,0,0,0
ci1710101,0,0,0
ci1710102,0,0,4
ci1710103,0,0,4
ci1710104,0,0,2
ci1710105,1,1,5
ci1710106,0,0,0
ci1710107,0,0,2
ci1710108,0,0,0
ci1710109,0,0,0
ci1710110,0,0,0
ci1710111,0,0,3
ci1710112,1,0,3
ci1710113,0,0,4
ci1710114,0,0,0
ci1710115,0,0,0
ci1710116,0,0,0
ci1710117,0,0,10
ci1710118,0,0,30
ci1710119,1,1,0
ci1710120,0,0,0
ci1710121,0,0,0
ci1710122,0,0,0
ci1710123,0,0,0
ci1710124,1,0,5
ci1710125,0,0,997
ci1710126,0,0,0
ci1710127,0,0,0
ci1710128,0,0,997
ci1710129,0,0,997
ci1710130,0,0,0
ci1710131,0,0,0
ci1710132,0,0,0
ci1710133,0,0,3
ci1710134,1,0,4
ci1710135,0,0,0
ci1710136,0,0,0
ci1710137,0,0,100
ci1710138,0,0,0
ci1710139,0,0,997
ci1710140,0,0,2
ci1710141,0,0,0
ci1710142,0,0,5
ci1710143,0,0,4
ci1710144,0,0,3
ci1710145,0,0,5
ci1710146,0,0,250
ci1710147,0,0,0
ci1710148,0,0,1
ci1710149,0,0,0
ci1710150,0,0,0
ci1710151,0,1,2
ci1710152,0,0,1
ci1710153,1,2,8
ci1710154,0,0,2
ci1710155,1,0,3
ci1710156,0,0,0
ci1710157,0,0,4
ci1710158,0,0,997
ci1710159,0,0,4
ci1710160,0,0,997
ci1710161,0,0,4
ci1710162,0,0,0
ci1710163,0,0,1
ci1710164,0,0,0
ci1710165,0,0,0
ci1710166,1,0,0
ci1710167,0,0,0
ci1710168,0,0,0
ci1710169,0,0,4
ci1710170,0,0,2
ci1710171,0,0,3
ci1710172,0,0,1
ci1710173,0,0,0
ci1710174,0,0,0
ci1710175,0,0,0
ci1710176,0,0,0
ci1710177,0,0,0
ci1710178,1,0,0
ci1710179,0,0,0
ci1710180,0,0,0
ci1710181,0,0,0
ci1710182,1,1,0
ci1710183,0,0,4
ci1710184,0,0,1
ci1710185,0,0,0
ci1710186,0,0,2
ci1710187,0,0,8
ci1710188,0,0,2
ci1710189,0,0,4
ci1710190,0,0,0
ci1710191,0,0,2
ci1710192,0,0,0
ci1710193,0,0,0
ci1710194,0,0,3
ci1710195,0,0,11
ci1710196,0,0,1
ci1710197,0,0,2
ci1710198,0,0,20
ci1710199,0,0,4
ci1710200,0,0,2
ci1710201,0,0,0
ci1710202,0,0,0
ci1710203,1,1,8
ci1710204,0,0,0
ci1710205,0,0,6
ci1710206,0,3,3
ci1710207,0,0,2
ci1710208,0,0,0
ci1710209,0,0,0
ci1710210,0,0,3
ci1710211,0,0,0
ci1710212,0,0,0
ci1710213,0,0,0
ci1710214,1,0,6
ci1710215,0,0,2
ci1710216,0,0,1
ci1710217,0,0,0
ci1710218,0,0,6
ci1710219,1,0,1
ci1710220,0,0,0
ci1710221,0,0,2
ci1710222,0,0,2
ci1710223,1,0,6
ci1710224,0,0,0
ci1710225,0,0,0
ci1710226,0,0,0
ci1710227,0,0,0
ci1710228,0,0,0
ci1710229,0,0,0
ci1710230,0,0,4
ci1710231,0,0,4
ci1710232,0,0,1
ci1710233,0,0,4
ci1710234,0,0,2
ci1710235,0,0,0
ci1710236,0,0,0
ci1710237,0,0,2
ci1710238,0,0,4
ci1710239,0,0,4
ci1710240,1,0,2
ci1710241,0,0,0
ci1710242,0,0,3
ci1710243,0,0,0
ci1710244,0,0,0
ci1710245,0,0,0
ci1710246,0,0,4
ci1710247,0,0,3
ci1710248,0,0,0
ci1710249,0,0,4
ci1710250,0,0,0
ci1710251,0,0,10
ci1710252,0,0,2
ci1710253,0,0,997
ci1710254,0,0,3
ci1710255,0,0,0
ci1710256,0,0,0
ci1710257,0,0,0
ci1710258,0,0,0
ci1710259,1,0,0
ci1710260,2,0,15
ci1710261,1,0,12
ci1710262,0,0,7
ci1710263,0,0,2
ci1710264,0,0,0
ci1710265,0,0,0
ci1710266,0,0,4
ci1710267,1,0,0
ci1710268,1,0,5
ci1710269,0,0,1
ci1710270,0,0,0
ci1710271,0,0,3
ci1710272,0,0,3
ci1710273,0,0,0
ci1710274,0,0,0
ci1710275,0,0,5
ci1710276,1,1,6
ci1710277,0,0,0
ci1710278,1,0,2
ci1710279,0,0,0
ci1710280,0,0,0
ci1710281,1,0,2
ci1710282,0,0,997
ci1710283,0,0,4
ci1710284,0,0,4
ci1710285,0,0,2
ci1710286,0,0,0
ci1710287,0,0,0
ci1710288,0,0,0
ci1710289,0,0,0
ci1710290,0,0,1
ci1710291,0,0,0
ci1710292,0,0,7
ci1710293,0,0,1
ci1710294,0,0,3
ci1710295,0,0,0
ci1710296,0,1,1
ci1710297,0,3,2
ci1710298,0,0,5
ci1710299,1,0,1
ci1710300,0,0,0
ci1710301,0,0,0
ci1710302,0,0,0
ci1710303,0,0,0
ci1710304,1,0,4
ci1710305,1,1,2
ci1710306,0,0,3
ci1710307,1,1,3
ci1710308,0,0,0
ci1710309,0,0,2
ci1710310,0,0,0
ci1710311,0,0,2
ci1710312,1,1,3
ci1710313,0,0,0
ci1710314,0,0,0
ci1710315,0,0,0
ci1710316,0,0,4
ci1710317,0,0,0
ci1710318,0,0,0
ci1710319,0,0,2
ci1710320,0,0,100
ci1710321,0,0,5
ci1710322,0,0,4
ci1710323,0,0,0
ci1710324,0,0,0
ci1710325,0,0,3
ci1710326,0,0,0
ci1710327,0,1,1
ci1710328,0,0,0
ci1710329,0,0,3
ci1710330,0,0,3
ci1710331,0,0,4
ci1710332,0,0,997
ci1710333,0,0,2
ci1710334,0,0,0
ci1710335,0,0,40
ci1710336,0,0,2
ci1710337,0,0,1
ci1710338,0,0,0
ci1710339,0,0,2
ci1710340,0,0,6
ci1710341,0,0,0
ci1710342,0,0,0
ci1710343,0,0,0
ci1710344,0,0,0
ci1710345,0,0,0
ci1710346,0,0,0
ci1710347,0,0,0
ci1710348,0,0,0
ci1710349,0,0,2
ci1710350,0,0,0
ci1710351,0,0,3
ci1710352,0,0,1
ci1710353,0,0,1
ci1710354,0,0,0
ci1710355,0,0,12
ci1710356,0,0,0
ci1710357,0,0,4
ci1710358,0,0,0
ci1710359,0,0,0
ci1710360,0,0,0
ci1710361,0,0,0
ci1710362,0,0,0
ci1710363,0,0,6
ci1710364,2,0,4
ci1710365,0,0,2
ci1710366,0,0,16
ci1710367,0,0,7
ci1710368,0,0,5
ci1710369,0,0,4
ci1710370,0,0,13
ci1710371,0,0,0
ci1710372,0,0,10
ci1710373,0,0,50
ci1710374,1,0,997
ci1710375,0,0,0
ci1710376,0,0,5
ci1710377,0,0,5
ci1710378,0,0,0
ci1710379,0,1,1
ci1710380,0,0,1
ci1710381,0,0,0
ci1710382,0,0,0
ci1710383,0,0,1
ci1710384,1,0,1
ci1710385,0,0,5
ci1710386,0,0,0
ci1710387,0,0,0
ci1710388,0,0,2
ci1710389,0,0,1
ci1710390,0,0,100
ci1710391,0,0,0
ci1710392,0,0,0
ci1710393,0,0,0
ci1710394,0,0,4
ci1710395,3,0,997
ci1710396,0,0,7
ci1710397,1,0,0
ci1710398,1,0,5
ci1710399,0,0,0
ci1710400,0,0,2
ci1710401,0,0,997
ci1710402,1,0,0
ci1710403,0,0,0
ci1710404,0,0,7
ci1710405,0,0,6
ci1710406,0,0,3
ci1710407,0,0,4
ci1710408,0,0,0
ci1710409,0,0,2
ci1710410,0,0,0
ci1710411,0,0,0
ci1710412,0,0,0
ci1710413,0,0,0
ci1710414,0,0,11
ci1710415,0,0,5
ci1710416,0,0,997
ci1710417,0,0,3
ci1710418,0,0,2
ci1710419,0,0,12
ci1710420,0,0,12
ci1710421,0,0,0
ci1710422,0,0,2
ci1710423,0,1,3
ci1710424,0,0,0
ci1710425,1,0,0
ci1710426,0,0,2
ci1710427,0,1,0
ci1710428,1,0,5
ci1710429,0,0,10
ci1710430,0,0,0
ci1710431,0,0,0
ci1710432,0,0,1
ci1710433,0,0,0
ci1710434,0,0,0
ci1710435,0,0,1
ci1710436,0,0,997
ci1710437,0,0,0
ci1710438,0,0,0
ci1710439,0,0,0
ci1710440,0,0,3
ci1710441,0,0,0
ci1710442,0,0,0
ci1710443,0,0,0
ci1710444,0,0,0
ci1710445,0,0,0
ci1710446,0,0,0
ci1710447,1,0,0
ci1710448,0,0,0
ci1710449,0,0,0
ci1710450,0,0,0
ci1710451,0,0,0
ci1710452,0,0,0
ci1710453,0,0,0
ci1710454,0,0,0
ci1710455,0,0,4
ci1710456,0,0,0
ci1710457,0,0,3
ci1710458,0,0,0
ci1710459,1,1,1
ci1710460,0,0,0
ci1710461,0,0,0
ci1710462,0,0,0
ci1710463,0,0,0
ci1710464,1,1,1
ci1710465,0,0,0
ci1710466,0,0,2
ci1710467,0,0,2
ci1710468,1,0,0
ci1710469,0,0,1
ci1710470,0,0,1
ci1710471,0,0,0
ci1710472,0,0,0
ci1710473,0,0,997
ci1710474,0,0,0
ci1710475,0,0,4
ci1710476,0,0,0
ci1710477,1,0,4
ci1710478,0,0,0
ci1710479,0,0,4
ci1710480,0,0,3
ci1710481,0,0,997
ci1710482,0,0,0
ci1710483,0,0,4
ci1710484,0,0,0
ci1710485,0,0,4
ci1710486,0,0,0
ci1710487,0,0,250
ci1710488,0,0,1
ci1710489,0,0,1
ci1710490,0,0,2
ci1710491,0,0,0
ci1710492,0,0,0
ci1710493,0,0,0
ci1710494,0,0,4
ci1710495,0,0,3
ci1710496,0,0,4
ci1710497,0,0,5
ci1710498,0,0,0
ci1710499,0,0,0
ci1710500,1,0,2
ci1710501,4,1,997
ci1710502,0,0,0
ci1710503,0,1,0
ci1710504,0,0,2
ci1710505,0,0,0
ci1710506,0,0,0
ci1710507,0,0,2
ci1710508,0,0,0
ci1710509,0,0,0
ci1710510,0,0,0
ci1710511,0,0,4
ci1710512,0,0,0
ci1710513,0,0,0
ci1710514,0,0,0
ci1710515,1,0,0
ci1710516,0,0,2
ci1710517,0,0,3
ci1710518,0,0,0
ci1710519,0,0,0
ci1710520,0,0,0
ci1710521,0,0,0
ci1710522,0,0,4
ci1710523,0,0,0
ci1710524,0,0,0
ci1710525,1,0,1
ci1710526,0,0,0
ci1710527,0,0,5
ci1710528,0,0,1
ci1710529,0,0,0
ci1710530,0,0,0
ci1710531,0,0,0
ci1710532,0,0,0
ci1710533,0,0,3
ci1710534,0,0,0
ci1710535,0,0,4
ci1710536,2,1,4
ci1710537,0,0,0
ci1710538,0,0,4
ci1710539,0,0,3
ci1710540,0,0,0
ci1710541,0,0,0
ci1710542,0,0,1
ci1710543,0,0,0
ci1710544,0,0,0
ci1710545,0,0,0
ci1710546,0,0,2
ci1710547,0,0,0
ci1710548,0,0,0
ci1710549,0,0,0
ci1710550,0,0,0
ci1710551,2,0,4
ci1710552,0,1,1
ci1710553,0,0,0
ci1710554,0,0,0
ci1710555,0,0,2
ci1710556,1,0,3
ci1710557,2,1,100
ci1710558,0,0,5
ci1710559,1,1,1
ci1710560,0,0,2
ci1710561,0,0,3
ci1710562,0,0,0
ci1710563,0,0,0
ci1710564,0,0,0
ci1710565,0,0,4
ci1710566,0,0,0
ci1710567,7,0,9
ci1710568,0,0,2
ci1710569,0,0,0
ci1710570,0,0,0
ci1710571,0,0,0
ci1710572,0,0,0
ci1710573,0,0,0
ci1710574,0,0,0
ci1710575,1,0,0
ci1710576,0,0,4
ci1710577,0,0,0
ci1710578,0,0,0
ci1710579,0,0,0
ci1710580,0,0,0
ci1710581,0,0,2
ci1710582,0,0,0
ci1710583,0,0,1
ci1710584,0,0,0
ci1710585,0,0,0
ci1710586,1,0,45
ci1710587,0,0,0
ci1710588,0,0,0
ci1710589,0,0,0
ci1710590,0,0,0
ci1710591,0,0,1
ci1710592,0,0,0
ci1710593,0,0,0
ci1710594,0,0,50
ci1710595,1,1,2
ci1710596,0,0,0
ci1710597,0,0,0
ci1710598,0,0,0
ci1710599,0,0,10
ci1710600,0,0,1
ci1710601,0,0,0
ci1710602,0,0,0
ci1710603,1,0,0
ci1710604,0,0,0
ci1710605,0,0,0
ci1710606,0,0,0
ci1710607,0,0,0
ci1710608,1,0,2
ci1710609,2,0,3
ci1710610,0,0,0
ci1710611,0,0,10
ci1710612,0,0,0
ci1710613,0,0,0
ci1710614,0,0,0
ci1710615,0,0,30
ci1710616,0,0,0
ci1710617,0,0,0
ci1710618,0,0,0
ci1710619,0,0,0
ci1710620,0,0,0
ci1710621,0,0,0
ci1710622,0,0,0
ci1710623,0,0,4
ci1710624,0,0,0
ci1710625,0,0,2
ci1710626,0,0,6
ci1710627,3,0,50
ci1710628,0,0,0
ci1710629,0,0,70
ci1710630,0,0,0
ci1710631,1,0,2
ci1710632,0,0,2
ci1710633,0,0,0
ci1710634,0,0,0
ci1710635,0,0,4
ci1710636,0,0,0
ci1710637,0,0,0
ci1710638,2,0,5
ci1710639,0,0,0
ci1710640,3,0,1
ci1710641,0,0,0
ci1710642,0,0,8
ci1710643,0,0,1
ci1710644,0,0,0
ci1710645,0,0,0
ci1710646,0,0,0
ci1710647,1,1,1
ci1710648,2,0,1
ci1710649,2,2,20
ci1710650,0,0,4
ci1710651,0,0,10
ci1710652,0,0,2
ci1710653,0,0,0
ci1710654,0,0,0
ci1710655,1,0,4
ci1710656,0,0,2
ci1710657,0,0,0
ci1710658,1,1,0
ci1710659,0,0,0
ci1710660,1,1,1
ci1710661,1,0,2
ci1710662,0,0,0
ci1710663,0,0,0
ci1710664,0,0,0
ci1710665,0,0,2
ci1710666,0,0,0
ci1710667,0,0,4
ci1710668,0,0,2
ci1710669,0,0,0
ci1710670,0,0,0
ci1710671,0,0,8
ci1710672,0,0,3
ci1710673,1,0,4
ci1710674,0,0,2
ci1710675,0,0,5
ci1710676,0,0,0
ci1710677,0,0,0
ci1710678,0,0,6
ci1710679,0,0,0
ci1710680,0,1,0
ci1710681,0,0,40
ci1710682,0,0,1
ci1710683,0,0,10
ci1710684,0,0,0
ci1710685,0,0,6
ci1710686,0,0,3
ci1710687,0,0,0
ci1710688,0,0,150
ci1710689,0,0,0
ci1710690,0,0,0
ci1710691,0,0,997
ci1710692,0,0,2
ci1710693,0,0,0
ci1710694,0,0,6
ci1710695,0,0,4
ci1710696,0,0,0
ci1710697,0,0,50
ci1710698,1,0,0
ci1710699,0,0,3
ci1710700,0,0,2
ci1710701,0,0,0
