id,casualties,people_rescued,est_people_displaced
ci1700000,1,0,0
ci1700001,0,0,0
ci1700002,0,0,0
ci1700003,0,0,0
ci1700004,0,0,0
ci1700005,0,0,0
ci1700006,3,1,2
ci1700007,0,0,0
ci1700008,0,0,0
ci1700009,0,0,1
ci1700010,0,0,0
ci1700011,0,0,0
ci1700012,0,0,0
ci1700013,0,0,0
ci1700014,0,0,0
ci1700015,0,0,0
ci1700016,0,0,0
ci1700017,0,0,0
ci1700018,0,0,97
ci1700019,0,0,6
ci1700020,0,0,0
ci1700021,0,0,0
ci1700022,0,0,0
ci1700023,0,0,0
ci1700024,0,1,0
ci1700025,0,0,0
ci1700026,1,1,1
ci1700027,0,0,0
ci1700028,0,0,0
ci1700029,0,0,0
ci1700030,0,0,4
ci1700031,0,0,0
ci1700032,0,0,3
ci1700033,0,0,0
ci1700034,0,0,3
ci1700035,0,0,0
ci1700036,0,0,0
ci1700037,0,0,0
ci1700038,0,0,0
ci1700039,0,0,0
ci1700040,0,0,4
ci1700041,0,0,0
ci1700042,0,0,0
ci1700043,0,0,4
ci1700044,0,0,0
ci1700045,1,1,2
ci1700046,0,0,0
ci1700047,0,0,1
ci1700048,0,0,0
ci1700049,0,0,0
ci1700050,0,0,0
ci1700051,0,0,0
ci1700052,0,0,0
ci1700053,0,0,0
ci1700054,0,0,0
ci1700055,0,0,0
ci1700056,0,0,0
ci1700057,0,0,0
ci1700058,0,0,0
ci1700059,1,0,25
ci1700060,0,0,0
ci1700061,0,0,0
ci1700062,2,0,0
ci1700063,0,0,0
ci1700064,0,0,0
ci1700065,0,0,0
ci1700066,0,0,0
ci1700067,0,0,10
ci1700068,0,0,997
ci1700069,0,0,0
ci1700070,0,0,2
ci1700071,0,0,0
ci1700072,1,1,1
ci1700073,0,0,0
ci1700074,0,0,12
ci1700075,0,0,0
ci1700076,0,0,0
ci1700077,0,0,0
ci1700078,0,0,0
ci1700079,0,0,0
ci1700080,0,0,0
ci1700081,0,0,0
ci1700082,0,0,997
ci1700083,0,0,0
ci1700084,0,0,0
ci1700085,0,0,0
ci1700086,0,0,0
ci1700087,0,0,0
ci1700088,0,0,0
ci1700089,0,0,0
ci1700090,0,0,6
ci1700091,0,0,0
ci1700092,0,0,0
ci1700093,0,0,0
ci1700094,0,0,2
ci1700095,0,0,0
ci1700096,0,0,0
ci1700097,0,0,9
ci1700098,0,0,0
ci1700099,0,0,5
ci1700100,0,0,0
ci1700101,0,0,0
ci1700102,0,0,0
ci1700103,0,0,49
ci1700104,0,0,0
ci1700105,0,0,0
ci1700106,0,0,0
ci1700107,1,0,9
ci1700108,0,0,0
ci1700109,0,0,0
ci1700110,0,0,4
ci1700111,0,0,0
ci1700112,0,0,0
ci1700113,0,0,0
ci1700114,0,0,0
ci1700115,0,0,0
ci1700116,0,0,0
ci1700117,0,0,0
ci1700118,0,0,0
ci1700119,0,0,0
ci1700120,0,0,0
ci1700121,0,0,0
ci1700122,0,0,0
ci1700123,0,0,0
ci1700124,0,0,0
ci1700125,0,0,0
ci1700126,0,0,0
ci1700127,0,0,0
ci1700128,0,0,0
ci1700129,0,0,0
ci1700130,0,0,2
ci1700131,0,0,0
ci1700132,0,0,0
ci1700133,0,0,0
ci1700134,0,0,0
ci1700135,1,1,5
ci1700136,0,0,0
ci1700137,0,0,0
ci1700138,0,0,0
ci1700139,0,0,0
ci1700140,0,0,0
ci1700141,0,0,0
ci1700142,0,0,0
ci1700143,0,0,0
ci1700144,1,0,0
ci1700145,0,0,5
ci1700146,0,0,0
ci1700147,0,0,0
ci1700148,0,0,0
ci1700149,0,0,0
ci1700150,0,0,0
ci1700151,0,0,0
ci1700152,0,0,0
ci1700153,0,0,1
ci1700154,0,0,0
ci1700155,0,0,0
ci1700156,0,0,0
ci1700157,1,0,7
ci1700158,0,0,0
ci1700159,0,0,3
ci1700160,0,0,1
ci1700161,1,0,2
ci1700162,1,0,4
ci1700163,0,0,0
ci1700164,0,0,0
ci1700165,0,0,0
ci1700166,0,0,0
ci1700167,0,0,0
ci1700168,0,0,0
ci1700169,0,0,4
ci1700170,0,0,0
ci1700171,0,0,0
ci1700172,0,0,0
ci1700173,0,0,0
ci1700174,0,0,0
ci1700175,1,1,1
ci1700176,0,0,0
ci1700177,0,0,0
ci1700178,0,0,2
ci1700179,0,0,4
ci1700180,0,0,0
ci1700181,0,0,0
ci1700182,0,0,0
ci1700183,0,0,3
ci1700184,0,0,2
ci1700185,0,0,0
ci1700186,0,0,0
ci1700187,0,0,0
ci1700188,0,0,0
ci1700189,0,0,0
ci1700190,0,0,0
ci1700191,0,0,0
ci1700192,0,0,0
ci1700193,0,0,0
ci1700194,0,0,0
ci1700195,0,0,0
ci1700196,0,0,90
ci1700197,0,0,0
ci1700198,0,0,0
ci1700199,0,0,5
ci1700200,0,0,0
ci1700201,0,0,0
ci1700202,0,0,5
ci1700203,0,0,0
ci1700204,0,0,0
ci1700205,0,0,0
ci1700206,0,0,0
ci1700207,0,0,0
ci1700208,0,0,0
ci1700209,0,0,4
ci1700210,0,0,0
ci1700211,0,0,0
ci1700212,2,2,6
ci1700213,0,0,0
ci1700214,0,0,0
ci1700215,0,0,0
ci1700216,0,0,0
ci1700217,0,0,0
ci1700218,0,0,0
ci1700219,0,0,0
ci1700220,0,0,0
ci1700221,1,2,3
ci1700222,0,0,0
ci1700223,0,0,0
ci1700224,0,0,0
ci1700225,0,0,0
ci1700226,0,0,0
ci1700227,1,0,1
ci1700228,0,0,1
ci1700229,0,0,0
ci1700230,0,0,0
ci1700231,0,0,0
ci1700232,0,0,0
ci1700233,0,0,0
ci1700234,0,0,0
ci1700235,0,0,0
ci1700236,0,0,0
ci1700237,0,0,0
ci1700238,0,0,0
ci1700239,0,0,0
ci1700240,0,0,0
ci1700241,0,0,0
ci1700242,0,0,0
ci1700243,0,0,0
ci1700244,0,0,0
ci1700245,0,0,0
ci1700246,0,0,997
ci1700247,0,0,0
ci1700248,0,0,0
ci1700249,0,0,0
ci1700250,0,0,0
ci1700251,0,0,0
ci1700252,0,0,0
ci1700253,0,0,0
ci1700254,0,0,0
ci1700255,0,0,0
ci1700256,0,0,0
ci1700257,0,0,0
ci1700258,0,0,0
ci1700259,0,0,0
ci1700260,0,0,0
ci1700261,0,0,0
ci1700262,1,0,0
ci1700263,0,0,35
ci1700264,0,0,0
ci1700265,0,0,6
ci1700266,0,0,0
ci1700267,0,0,0
ci1700268,0,0,30
ci1700269,0,0,0
ci1700270,0,0,0
ci1700271,0,0,3
ci1700272,0,0,0
ci1700273,0,0,0
ci1700274,0,0,0
ci1700275,0,0,0
ci1700276,1,1,1
ci1700277,0,0,0
ci1700278,0,0,0
ci1700279,0,0,2
ci1700280,0,0,0
ci1700281,0,0,0
ci1700282,0,0,0
ci1700283,1,0,6
ci1700284,0,0,0
ci1700285,0,0,0
ci1700286,0,0,0
ci1700287,0,0,0
ci1700288,0,0,0
ci1700289,0,0,0
ci1700290,0,0,0
ci1700291,0,0,0
ci1700292,0,0,0
ci1700293,0,1,0
ci1700294,0,0,0
ci1700295,0,0,0
ci1700296,0,0,0
ci1700297,0,0,0
ci1700298,0,0,0
ci1700299,0,0,0
ci1700300,0,0,0
ci1700301,0,0,0
ci1700302,0,0,0
ci1700303,0,0,0
ci1700304,0,0,0
ci1700305,0,0,35
ci1700306,0,0,0
ci1700307,0,0,0
ci1700308,1,0,0
ci1700309,0,0,0
ci1700310,0,0,0
ci1700311,0,0,0
ci1700312,0,0,0
ci1700313,0,0,0
ci1700314,0,0,3
ci1700315,0,0,0
ci1700316,0,0,0
ci1700317,0,0,0
ci1700318,0,0,0
ci1700319,0,0,0
ci1700320,0,0,0
ci1700321,0,0,0
ci1700322,0,0,0
ci1700323,0,0,0
ci1700324,0,0,0
ci1700325,0,0,0
ci1700326,0,0,0
ci1700327,0,0,1
ci1700328,0,0,0
ci1700329,0,0,0
ci1700330,0,0,0
ci1700331,0,0,0
ci1700332,0,0,0
ci1700333,0,0,0
ci1700334,0,0,0
ci1700335,0,0,0
ci1700336,0,0,0
ci1700337,0,0,0
ci1700338,0,0,0
ci1700339,0,0,0
ci1700340,0,0,0
ci1700341,0,0,0
ci1700342,0,0,0
ci1700343,0,0,0
ci1700344,0,0,1
ci1700345,0,0,0
ci1700346,0,0,0
ci1700347,0,0,0
ci1700348,0,0,0
ci1700349,0,0,0
ci1700350,0,0,0
ci1700351,0,0,0
ci1700352,0,0,0
ci1700353,0,0,0
ci1700354,0,0,0
ci1700355,0,0,0
ci1700356,0,0,4
ci1700357,0,0,0
ci1700358,0,0,0
ci1700359,0,0,0
ci1700360,0,0,0
ci1700361,0,0,2
ci1700362,0,0,0
ci1700363,0,0,0
ci1700364,0,0,0
ci1700365,0,0,0
ci1700366,0,0,0
ci1700367,0,0,0
ci1700368,0,0,0
ci1700369,0,0,0
ci1700370,0,0,0
ci1700371,0,0,0
ci1700372,0,0,0
ci1700373,0,0,0
ci1700374,0,0,0
ci1700375,0,0,0
ci1700376,0,0,0
ci1700377,0,0,0
ci1700378,0,0,0
ci1700379,0,0,0
ci1700380,0,0,0
ci1700381,0,0,0
ci1700382,0,0,0
ci1700383,0,0,0
ci1700384,0,0,0
ci1700385,0,0,0
ci1700386,1,0,1
ci1700387,0,0,0
ci1700388,0,0,1
ci1700389,0,0,0
ci1700390,0,0,0
ci1700391,0,0,0
ci1700392,0,0,0
ci1700393,0,0,0
ci1700394,0,0,0
ci1700395,0,0,0
ci1700396,0,0,0
ci1700397,0,0,1
ci1700398,1,1,0
ci1700399,0,0,0
ci1700400,0,0,0
ci1700401,0,0,0
ci1700402,0,0,0
ci1700403,0,0,0
ci1700404,0,0,0
ci1700405,0,0,4
ci1700406,0,0,3
ci1700407,0,0,0
ci1700408,0,0,0
ci1700409,0,0,0
ci1700410,0,0,0
ci1700411,0,0,0
ci1700412,0,0,0
ci1700413,0,0,0
ci1700414,0,0,0
ci1700415,0,0,0
ci1700416,0,0,0
ci1700417,0,0,0
ci1700418,0,0,1
ci1700419,0,0,0
ci1700420,0,0,0
ci1700421,0,0,0
ci1700422,0,0,0
ci1700423,0,0,0
ci1700424,0,0,0
ci1700425,0,0,0
ci1700426,0,0,0
ci1700427,0,0,0
ci1700428,0,0,0
ci1700429,0,0,0
ci1700430,2,0,0
ci1700431,0,0,0
ci1700432,0,0,20
ci1700433,0,0,0
ci1700434,0,0,0
ci1700435,1,0,0
ci1700436,0,0,2
ci1700437,0,0,0
ci1700438,0,0,0
ci1700439,0,0,30
ci1700440,0,0,0
ci1700441,0,0,0
ci1700442,0,0,0
ci1700443,0,0,0
ci1700444,0,0,0
ci1700445,0,0,0
ci1700446,0,0,0
ci1700447,0,0,0
ci1700448,0,0,0
ci1700449,0,0,0
ci1700450,0,0,0
ci1700451,0,0,0
ci1700452,0,0,1
ci1700453,2,0,4
ci1700454,0,0,0
ci1700455,0,0,0
ci1700456,0,0,0
ci1700457,0,0,0
ci1700458,0,0,0
ci1700459,0,0,0
ci1700460,0,0,0
ci1700461,0,0,0
ci1700462,0,0,0
ci1700463,0,0,0
ci1700464,0,0,0
ci1700465,0,0,0
ci1700466,0,0,0
ci1700467,0,0,0
ci1700468,0,0,0
ci1700469,0,0,0
ci1700470,0,0,0
ci1700471,0,0,3
ci1700472,0,0,0
ci1700473,0,0,0
ci1700474,0,0,100
ci1700475,0,0,2
ci1700476,0,0,0
ci1700477,0,0,0
ci1700478,0,0,0
ci1700479,0,0,3
ci1700480,0,0,0
ci1700481,0,0,1
ci1700482,0,0,0
ci1700483,0,0,0
ci1700484,0,0,5
ci1700485,0,0,4
ci1700486,0,0,0
ci1700487,0,0,0
ci1700488,3,0,40
ci1700489,0,0,2
ci1700490,0,0,0
ci1700491,0,0,0
ci1700492,0,0,0
ci1700493,0,0,0
ci1700494,0,0,0
ci1700495,0,0,0
ci1700496,0,0,2
ci1700497,0,0,0
ci1700498,0,0,3
ci1700499,1,0,0
ci1700500,0,0,0
ci1700501,0,0,0
ci1700502,0,0,0
ci1700503,0,0,0
ci1700504,0,0,0
ci1700505,0,0,0
ci1700506,0,0,0
ci1700507,0,0,0
ci1700508,0,0,0
ci1700509,0,0,0
ci1700510,0,0,0
ci1700511,0,0,0
ci1700512,0,0,0
ci1700513,0,0,0
ci1700514,0,0,0
ci1700515,0,0,0
ci1700516,0,0,0
ci1700517,0,0,4
ci1700518,2,0,12
ci1700519,0,0,0
ci1700520,0,0,2
ci1700521,0,0,50
ci1700522,0,0,2
ci1700523,0,0,0
ci1700524,0,0,1
ci1700525,0,0,0
ci1700526,1,0,1
ci1700527,0,0,0
ci1700528,0,0,7
ci1700529,0,0,1
ci1700530,1,0,0
ci1700531,0,0,0
ci1700532,0,1,0
ci1700533,0,0,0
ci1700534,0,0,0
ci1700535,0,0,0
ci1700536,0,0,0
ci1700537,0,0,0
ci1700538,0,0,0
ci1700539,0,0,0
ci1700540,0,0,0
ci1700541,0,0,0
ci1700542,0,0,4
ci1700543,0,0,0
ci1700544,2,0,0
ci1700545,0,0,1
ci1700546,0,0,0
ci1700547,1,1,0
ci1700548,0,0,0
ci1700549,0,0,3
ci1700550,1,0,1
ci1700551,0,0,0
ci1700552,0,0,0
ci1700553,0,0,0
ci1700554,0,0,0
ci1700555,0,0,0
ci1700556,0,0,0
ci1700557,0,0,0
ci1700558,0,0,0
ci1700559,0,0,0
ci1700560,0,0,0
ci1700561,0,0,0
ci1700562,0,0,0
ci1700563,0,0,0
ci1700564,0,0,0
ci1700565,0,0,0
ci1700566,0,0,0
ci1700567,0,0,0
ci1700568,0,0,0
ci1700569,0,0,0
ci1700570,0,0,0
ci1700571,0,0,0
ci1700572,0,0,0
ci1700573,0,0,0
ci1700574,0,0,0
ci1700575,0,0,5
ci1700576,0,0,0
ci1700577,0,0,0
ci1700578,0,0,0
ci1700579,0,0,0
ci1700580,0,0,0
ci1700581,0,0,0
ci1700582,0,0,0
ci1700583,0,0,0
ci1700584,0,0,0
ci1700585,0,0,0
ci1700586,0,0,0
ci1700587,0,0,2
ci1700588,0,0,1
ci1700589,0,0,0
ci1700590,0,0,5
ci1700591,1,0,0
ci1700592,0,0,5
ci1700593,1,0,5
ci1700594,0,0,2
ci1700595,1,0,4
ci1700596,0,0,1
ci1700597,0,0,0
ci1700598,0,0,2
ci1700599,0,0,0
ci1700600,0,0,0
ci1700601,1,0,0
ci1700602,0,0,0
ci1700603,0,0,1
ci1700604,0,0,0
ci1700605,0,4,4
ci1700606,0,0,2
ci1700607,1,0,0
ci1700608,0,0,2
ci1700609,0,0,2
ci1700610,0,0,1
ci1700611,0,0,4
ci1700612,0,0,0
ci1700613,0,0,4
ci1700614,0,0,0
ci1700615,0,0,0
ci1700616,0,0,0
ci1700617,0,0,0
ci1700618,0,0,0
ci1700619,0,0,1
ci1700620,0,0,0
ci1700621,0,0,0
ci1700622,1,1,0
ci1700623,0,0,2
ci1700624,0,0,4
ci1700625,0,0,0
ci1700626,0,0,0
ci1700627,0,0,0
ci1700628,0,0,0
ci1700629,0,0,0
ci1700630,0,0,0
ci1700631,0,0,0
ci1700632,0,0,0
ci1700633,0,0,0
ci1700634,0,0,0
ci1700635,0,0,0
ci1700636,0,0,0
ci1700637,0,0,0
ci1700638,0,0,0
ci1700639,0,0,0
ci1700640,0,0,0
ci1700641,0,0,0
ci1700642,0,0,0
ci1700643,0,0,0
ci1700644,0,0,0
ci1700645,0,0,0
ci1700646,0,0,1
ci1700647,0,0,2
ci1700648,0,0,0
ci1700649,0,0,3
ci1700650,0,0,0
ci1700651,0,0,0
ci1700652,0,0,0
ci1700653,0,0,3
ci1700654,0,0,0
ci1700655,0,0,0
ci1700656,0,0,0
ci1700657,0,0,0
ci1700658,0,0,0
ci1700659,0,0,0
ci1700660,0,0,0
ci1700661,0,1,0
ci1700662,0,0,0
ci1700663,0,0,3
ci1700664,1,0,0
ci1700665,0,0,0
ci1700666,0,0,0
ci1700667,0,0,0
ci1700668,0,0,0
ci1700669,0,0,0
ci1700670,0,0,99
ci1700671,0,0,40
ci1700672,0,0,3
ci1700673,0,0,2
ci1700674,0,0,0
ci1700675,0,0,2
ci1700676,0,0,0
ci1700677,0,0,0
ci1700678,0,0,0
ci1700679,0,0,0
ci1700680,0,0,0
ci1700681,0,0,0
ci1700682,0,0,0
ci1700683,0,0,0
ci1700684,0,0,0
ci1700685,0,0,0
ci1700686,0,0,4
ci1700687,0,0,0
ci1700688,0,0,0
ci1700689,0,0,0
ci1700690,0,0,0
ci1700691,0,0,0
ci1700692,0,0,0
ci1700693,0,0,0
ci1700694,0,0,0
ci1700695,0,0,0
ci1700696,0,0,0
ci1700697,0,0,0
ci1700698,0,0,0
ci1700699,0,0,0
ci1700700,0,0,0
ci1700701,0,0,0
ci1700702,0,0,0
ci1700703,0,0,0
ci1700704,0,0,0
ci1700705,0,0,0
ci1700706,0,0,4
ci1700707,0,0,0
ci1700708,0,0,0
ci1700709,0,0,0
ci1700710,0,0,4
ci1700711,0,0,0
ci1700712,0,0,0
ci1700713,0,0,0
ci1700714,0,0,0
ci1700715,0,0,0
ci1700716,0,0,0
ci1700717,0,0,0
ci1700718,0,0,0
ci1700719,0,0,0
ci1700720,0,0,0
ci1700721,0,0,0
ci1700722,0,0,0
ci1700723,0,0,0
ci1700724,0,0,0
ci1700725,0,0,0
ci1700726,0,0,0
ci1700727,0,0,0
ci1700728,0,0,0
ci1700729,0,0,0
ci1700730,0,0,0
ci1700731,0,0,0
ci1700732,0,0,0
ci1700733,0,0,0
ci1700734,0,0,0
ci1700735,0,0,0
ci1700736,0,0,0
ci1700737,0,0,0
ci1700738,0,0,0
ci1700739,0,0,0
ci1700740,0,0,0
ci1700741,2,0,0
ci1700742,0,0,0
ci1700743,0,0,0
ci1700744,0,0,4
ci1700745,0,0,0
ci1700746,0,0,0
ci1700747,0,0,0
ci1700748,0,0,0
ci1700749,0,0,0
ci1700750,1,0,1
ci1700751,0,0,100
ci1700752,0,0,0
ci1700753,0,0,0
ci1700754,0,0,0
ci1700755,0,0,0
ci1700756,0,0,0
ci1700757,1,0,0
ci1700758,0,0,0
ci1700759,0,0,2
ci1700760,0,0,0
ci1700761,0,0,0
ci1700762,1,0,1
ci1700763,0,0,0
ci1700764,0,0,3
ci1700765,0,0,5
ci1700766,0,0,1
ci1700767,0,0,0
ci1700768,0,0,0
ci1700769,0,0,0
ci1700770,0,0,4
ci1700771,0,0,3
ci1700772,1,0,0
ci1700773,0,0,0
ci1700774,0,0,0
ci1700775,0,0,2
ci1700776,0,0,0
ci1700777,0,0,0
ci1700778,0,0,0
ci1700779,0,0,0
ci1700780,0,0,0
ci1700781,0,0,0
ci1700782,0,0,0
ci1700783,0,0,0
ci1700784,0,0,0
ci1700785,0,0,0
ci1700786,0,0,0
ci1700787,0,0,0
ci1700788,0,0,0
ci1700789,0,0,0
ci1700790,0,0,0
ci1700791,0,0,0
ci1700792,0,0,0
ci1700793,0,0,0
ci1700794,0,0,0
ci1700795,0,0,0
ci1700796,0,0,0
ci1700797,0,0,0
ci1700798,0,0,0
ci1700799,0,0,0
ci1700800,0,0,0
ci1700801,0,0,0
ci1700802,0,0,0
ci1700803,0,0,0
ci1700804,0,0,0
ci1700805,0,0,0
ci1700806,0,0,0
ci1700807,0,0,0
ci1700808,0,0,0
ci1700809,0,0,0
ci1700810,0,0,0
ci1700811,0,0,0
ci1700812,0,0,0
ci1700813,0,0,0
ci1700814,0,0,0
ci1700815,0,0,0
ci1700816,0,0,0
ci1700817,0,0,0
ci1700818,0,0,0
ci1700819,0,0,0
ci1700820,0,0,0
ci1700821,0,0,0
ci1700822,0,0,0
ci1700823,0,0,0
ci1700824,0,0,0
ci1700825,0,0,0
ci1700826,0,0,0
ci1700827,0,0,0
ci1700828,0,0,0
ci1700829,0,0,0
ci1700830,0,0,0
ci1700831,0,0,0
ci1700832,0,0,4
ci1700833,0,0,3
ci1700834,0,0,6
ci1700835,0,0,0
ci1700836,0,0,0
ci1700837,0,0,0
ci1700838,0,0,0
ci1700839,0,0,0
ci1700840,0,0,0
ci1700841,0,0,0
ci1700842,0,0,0
ci1700843,0,0,0
ci1700844,0,0,0
ci1700845,0,0,0
ci1700846,0,0,0
ci1700847,0,0,0
ci1700848,0,0,0
ci1700849,0,0,0
ci1700850,0,0,0
ci1700851,0,0,0
ci1700852,0,0,0
ci1700853,0,0,0
ci1700854,0,0,0
ci1700855,0,0,0
ci1700856,0,0,0
ci1700857,0,0,0
ci1700858,0,0,0
ci1700859,0,0,0
ci1700860,0,0,0
ci1700861,0,0,0
ci1700862,0,0,0
ci1700863,0,0,0
ci1700864,0,0,0
ci1700865,0,0,0
ci1700866,0,0,0
ci1700867,0,0,0
ci1700868,0,0,0
ci1700869,0,0,0
ci1700870,1,0,0
ci1700871,0,0,5
ci1700872,0,0,3
ci1700873,0,0,50
ci1700874,0,0,1
ci1700875,0,0,0
ci1700876,0,0,0
ci1700877,2,2,0
ci1700878,0,0,0
ci1700879,0,0,0
ci1700880,0,0,0
ci1700881,0,0,0
ci1700882,0,0,0
ci1700883,0,0,0
ci1700884,0,0,0
ci1700885,0,0,0
ci1700886,0,0,1
ci1700887,1,1,1
ci1700888,0,0,0
ci1700889,0,0,0
ci1700890,0,0,35
ci1700891,0,0,0
ci1700892,0,0,6
ci1700893,0,0,0
ci1700894,0,0,0
ci1700895,0,0,0
ci1700896,0,0,0
ci1700897,1,0,2
ci1700898,0,0,1
ci1700899,0,0,0
ci1700900,0,0,0
ci1700901,0,0,0
ci1700902,0,0,0
ci1700903,0,0,0
ci1700904,0,0,0
ci1700905,0,0,0
ci1700906,1,0,1
ci1700907,0,0,0
ci1700908,0,0,0
ci1700909,0,0,0
ci1700910,0,0,0
ci1700911,0,0,0
ci1700912,0,0,0
ci1700913,0,0,0
ci1700914,0,0,0
ci1700915,0,0,0
ci1700916,0,0,0
ci1700917,0,0,0
ci1700918,0,0,0
ci1700919,0,0,0
ci1700920,2,0,0
ci1700921,0,0,0
ci1700922,0,0,0
ci1700923,0,0,10
ci1700924,0,0,4
ci1700925,0,0,0
ci1700926,0,0,0
ci1700927,0,0,0
ci1700928,0,0,0
ci1700929,0,0,0
ci1700930,0,0,0
ci1700931,0,0,0
ci1700932,0,0,0
ci1700933,0,0,0
ci1700934,0,0,0
ci1700935,0,0,0
ci1700936,0,0,0
ci1700937,0,0,0
ci1700938,0,0,0
ci1700939,0,0,0
ci1700940,0,0,0
ci1700941,0,0,0
ci1700942,0,0,0
ci1700943,0,0,0
ci1700944,1,0,0
ci1700945,0,0,2
ci1700946,0,0,0
ci1700947,0,0,3
ci1700948,0,0,0
ci1700949,0,0,0
ci1700950,0,0,0
ci1700951,0,0,0
ci1700952,0,0,4
ci1700953,0,0,0
ci1700954,0,0,0
ci1700955,0,0,0
ci1700956,0,0,0
ci1700957,0,0,0
ci1700958,0,0,0
ci1700959,0,0,0
ci1700960,0,0,0
ci1700961,0,0,0
ci1700962,0,0,0
ci1700963,0,0,2
ci1700964,0,0,0
ci1700965,0,0,0
ci1700966,0,0,0
ci1700967,0,0,0
ci1700968,0,0,3
ci1700969,0,0,0
ci1700970,0,0,0
ci1700971,0,0,0
ci1700972,0,0,0
ci1700973,0,0,0
ci1700974,0,0,0
ci1700975,0,0,0
ci1700976,0,0,0
ci1700977,0,0,0
ci1700978,0,0,0
ci1700979,0,0,0
ci1700980,0,0,0
ci1700981,0,0,0
ci1700982,0,0,0
ci1700983,0,0,0
ci1700984,0,0,0
ci1700985,1,0,0
ci1700986,0,0,0
ci1700987,0,0,0
ci1700988,0,0,0
ci1700989,0,0,0
ci1700990,0,0,0
ci1700991,0,0,0
ci1700992,0,0,0
ci1700993,0,0,0
ci1700994,0,0,1
ci1700995,0,0,0
ci1700996,0,0,0
ci1700997,0,0,0
ci1700998,0,0,0
ci1700999,0,0,0
ci1701000,0,0,0
ci1701001,2,0,2
ci1701002,0,0,2
ci1701003,0,0,0
ci1701004,0,0,0
ci1701005,0,0,0
ci1701006,0,0,3
ci1701007,0,0,0
ci1701008,0,0,0
ci1701009,0,0,0
ci1701010,0,0,2
ci1701011,0,0,3
ci1701012,0,0,0
ci1701013,0,0,0
ci1701014,0,0,0
ci1701015,0,0,0
ci1701016,0,0,0
ci1701017,0,0,0
ci1701018,0,0,0
ci1701019,0,0,0
ci1701020,0,0,0
ci1701021,0,0,0
ci1701022,0,0,0
ci1701023,0,0,0
ci1701024,0,0,0
ci1701025,0,0,0
ci1701026,0,0,0
ci1701027,0,0,0
ci1701028,0,0,0
ci1701029,0,0,0
ci1701030,0,0,0
ci1701031,0,0,0
ci1701032,0,0,0
ci1701033,0,0,0
ci1701034,0,0,6
ci1701035,0,0,0
ci1701036,0,0,0
ci1701037,0,0,0
ci1701038,0,0,0
ci1701039,0,0,0
ci1701040,0,0,0
ci1701041,0,0,0
ci1701042,0,0,0
ci1701043,0,0,0
ci1701044,0,0,0
ci1701045,0,0,0
ci1701046,0,0,0
ci1701047,0,0,0
ci1701048,0,0,0
ci1701049,0,0,0
ci1701050,0,0,0
ci1701051,1,0,0
ci1701052,0,0,0
ci1701053,0,0,0
ci1701054,0,0,0
ci1701055,0,0,0
ci1701056,0,0,0
ci1701057,0,0,0
ci1701058,0,0,6
ci1701059,0,0,0
ci1701060,0,0,0
ci1701061,0,0,0
ci1701062,0,0,2
ci1701063,1,0,5
ci1701064,0,0,0
ci1701065,0,0,0
ci1701066,0,0,0
ci1701067,1,0,0
ci1701068,0,0,0
ci1701069,1,0,3
ci1701070,0,0,0
ci1701071,0,0,0
ci1701072,0,0,0
ci1701073,0,0,0
ci1701074,0,0,4
ci1701075,0,0,0
ci1701076,0,0,0
ci1701077,0,0,0
ci1701078,0,0,0
ci1701079,0,0,0
ci1701080,0,0,0
ci1701081,0,0,0
ci1701082,0,0,0
ci1701083,0,0,0
ci1701084,0,0,0
ci1701085,0,0,0
ci1701086,0,0,15
ci1701087,0,0,0
ci1701088,0,0,0
ci1701089,0,0,0
ci1701090,0,0,0
ci1701091,0,0,1
ci1701092,0,0,2
ci1701093,0,0,0
ci1701094,0,0,0
ci1701095,0,0,0
ci1701096,0,0,1
ci1701097,0,0,0
ci1701098,0,0,0
ci1701099,0,0,0
ci1701100,0,0,0
ci1701101,0,0,0
ci1701102,0,0,0
ci1701103,0,0,0
ci1701104,0,0,0
ci1701105,0,0,0
ci1701106,0,0,0
ci1701107,0,0,0
ci1701108,0,0,0
ci1701109,0,0,0
ci1701110,0,0,0
ci1701111,0,0,0
ci1701112,0,0,0
ci1701113,0,0,0
ci1701114,0,0,2
ci1701115,0,0,0
ci1701116,0,0,0
ci1701117,0,0,3
ci1701118,0,0,0
ci1701119,0,0,0
ci1701120,0,0,0
ci1701121,0,0,0
ci1701122,0,0,0
ci1701123,0,0,0
ci1701124,0,0,0
ci1701125,0,0,0
ci1701126,0,0,0
ci1701127,0,0,0
ci1701128,0,0,3
ci1701129,0,0,0
ci1701130,0,0,0
ci1701131,0,0,0
ci1701132,0,0,0
ci1701133,0,0,0
ci1701134,0,0,0
ci1701135,0,0,0
ci1701136,0,0,2
ci1701137,0,0,0
ci1701138,0,0,0
ci1701139,0,0,0
ci1701140,0,0,0
ci1701141,0,0,0
ci1701142,0,0,0
ci1701143,0,0,0
ci1701144,0,0,0
ci1701145,0,0,0
ci1701146,0,0,0
ci1701147,0,0,0
ci1701148,0,0,0
ci1701149,0,0,0
ci1701150,0,0,0
ci1701151,0,0,0
ci1701152,0,0,0
ci1701153,0,0,0
ci1701154,0,0,0
ci1701155,0,0,0
ci1701156,0,0,0
ci1701157,0,0,0
ci1701158,0,0,0
ci1701159,0,0,0
ci1701160,0,0,1
ci1701161,0,0,0
ci1701162,0,0,0
ci1701163,0,0,0
ci1701164,0,0,0
