id,Date,Fire Details,TFS,Location,Civilian Impact,Sprinkler Systems,Smoke Alarms,Fire Alarms,Damages
1719396,2021-07-05,fr1719396,F21066575,loc1719396,ci1719396,sp1719396,sa1719396,fa1719396,d1719396
1719397,2021-07-05,fr1719397,F21066576,loc1719397,ci1719397,sp1719397,sa1719397,fa1719397,d1719397
1719398,2021-07-06,fr1719398,F21066652,loc1719398,ci1719398,sp1719398,sa1719398,fa1719398,d1719398
1719399,2021-07-27,fr1719399,F21075093,loc1719399,ci1719399,sp1719399,sa1719399,fa1719399,d1719399
1719400,2021-07-27,fr1719400,F21075139,loc1719400,ci1719400,sp1719400,sa1719400,fa1719400,d1719400
1719401,2021-07-27,fr1719401,F21075144,loc1719401,ci1719401,sp1719401,sa1719401,fa1719401,d1719401
1719402,2021-07-27,fr1719402,F21075226,loc1719402,ci1719402,sp1719402,sa1719402,fa1719402,d1719402
1719403,2021-07-27,fr1719403,F21075243,loc1719403,ci1719403,sp1719403,sa1719403,fa1719403,d1719403
1719404,2021-07-27,fr1719404,F21075256,loc1719404,ci1719404,sp1719404,sa1719404,fa1719404,d1719404
1719405,2021-07-27,fr1719405,F21075271,loc1719405,ci1719405,sp1719405,sa1719405,fa1719405,d1719405
1719406,2021-07-19,fr1719406,F21071938,loc1719406,ci1719406,sp1719406,sa1719406,fa1719406,d1719406
1719407,2021-07-27,fr1719407,F21075300,loc1719407,ci1719407,sp1719407,sa1719407,fa1719407,d1719407
1719408,2021-08-23,fr1719408,F21086509,loc1719408,ci1719408,sp1719408,sa1719408,fa1719408,d1719408
1719409,2021-08-23,fr1719409,F21086521,loc1719409,ci1719409,sp1719409,sa1719409,fa1719409,d1719409
1719410,2021-07-19,fr1719410,F21071976,loc1719410,ci1719410,sp1719410,sa1719410,fa1719410,d1719410
1719411,2021-07-19,fr1719411,F21071985,loc1719411,ci1719411,sp1719411,sa1719411,fa1719411,d1719411
1719412,2021-07-19,fr1719412,F21072023,loc1719412,ci1719412,sp1719412,sa1719412,fa1719412,d1719412
1719413,2021-07-06,fr1719413,F21066740,loc1719413,ci1719413,sp1719413,sa1719413,fa1719413,d1719413
1719414,2021-07-06,fr1719414,F21066768,loc1719414,ci1719414,sp1719414,sa1719414,fa1719414,d1719414
1719415,2021-07-06,fr1719415,F21066814,loc1719415,ci1719415,sp1719415,sa1719415,fa1719415,d1719415
1719416,2021-07-06,fr1719416,F21066907,loc1719416,ci1719416,sp1719416,sa1719416,fa1719416,d1719416
1719417,2021-07-06,fr1719417,F21066866,loc1719417,ci1719417,sp1719417,sa1719417,fa1719417,d1719417
1719418,2021-07-06,fr1719418,F21066890,loc1719418,ci1719418,sp1719418,sa1719418,fa1719418,d1719418
1719419,2021-07-07,fr1719419,F21067094,loc1719419,ci1719419,sp1719419,sa1719419,fa1719419,d1719419
1719420,2021-07-07,fr1719420,F21067105,loc1719420,ci1719420,sp1719420,sa1719420,fa1719420,d1719420
1719421,2021-04-08,fr1719421,F21031691,loc1719421,ci1719421,sp1719421,sa1719421,fa1719421,d1719421
1719422,2021-07-07,fr1719422,F21067252,loc1719422,ci1719422,sp1719422,sa1719422,fa1719422,d1719422
1719423,2021-07-07,fr1719423,F21067355,loc1719423,ci1719423,sp1719423,sa1719423,fa1719423,d1719423
1719424,2021-01-20,fr1719424,F21005944,loc1719424,ci1719424,sp1719424,sa1719424,fa1719424,d1719424
1719425,2021-01-20,fr1719425,F21005975,loc1719425,ci1719425,sp1719425,sa1719425,fa1719425,d1719425
1719426,2021-03-04,fr1719426,F21019590,loc1719426,ci1719426,sp1719426,sa1719426,fa1719426,d1719426
1719427,2021-03-04,fr1719427,F21019600,loc1719427,ci1719427,sp1719427,sa1719427,fa1719427,d1719427
1719428,2021-03-04,fr1719428,F21019618,loc1719428,ci1719428,sp1719428,sa1719428,fa1719428,d1719428
1719429,2021-01-21,fr1719429,F21006144,loc1719429,ci1719429,sp1719429,sa1719429,fa1719429,d1719429
1719430,2021-01-21,fr1719430,F21006180,loc1719430,ci1719430,sp1719430,sa1719430,fa1719430,d1719430
1719431,2021-01-21,fr1719431,F21006185,loc1719431,ci1719431,sp1719431,sa1719431,fa1719431,d1719431
1719432,2021-01-21,fr1719432,F21006227,loc1719432,ci1719432,sp1719432,sa1719432,fa1719432,d1719432
1719433,2021-01-21,fr1719433,F21006231,loc1719433,ci1719433,sp1719433,sa1719433,fa1719433,d1719433
1719434,2021-11-06,fr1719434,F21117907,loc1719434,ci1719434,sp1719434,sa1719434,fa1719434,d1719434
1719435,2021-04-20,fr1719435,F21036486,loc1719435,ci1719435,sp1719435,sa1719435,fa1719435,d1719435
1719436,2021-01-21,fr1719436,F21006233,loc1719436,ci1719436,sp1719436,sa1719436,fa1719436,d1719436
1719437,2021-01-21,fr1719437,F21006246,loc1719437,ci1719437,sp1719437,sa1719437,fa1719437,d1719437
1719438,2021-01-22,fr1719438,F21006349,loc1719438,ci1719438,sp1719438,sa1719438,fa1719438,d1719438
1719439,2021-03-04,fr1719439,F21019690,loc1719439,ci1719439,sp1719439,sa1719439,fa1719439,d1719439
1719440,2021-03-04,fr1719440,F21019760,loc1719440,ci1719440,sp1719440,sa1719440,fa1719440,d1719440
1719441,2021-03-04,fr1719441,F21019762,loc1719441,ci1719441,sp1719441,sa1719441,fa1719441,d1719441
1719442,2021-03-04,fr1719442,F21019769,loc1719442,ci1719442,sp1719442,sa1719442,fa1719442,d1719442
1719443,2021-03-04,fr1719443,F21019806,loc1719443,ci1719443,sp1719443,sa1719443,fa1719443,d1719443
1719444,2021-03-04,fr1719444,F21019525,loc1719444,ci1719444,sp1719444,sa1719444,fa1719444,d1719444
1719445,2021-02-05,fr1719445,F21010999,loc1719445,ci1719445,sp1719445,sa1719445,fa1719445,d1719445
1719446,2021-01-22,fr1719446,F21006399,loc1719446,ci1719446,sp1719446,sa1719446,fa1719446,d1719446
1719447,2021-01-22,fr1719447,F21006488,loc1719447,ci1719447,sp1719447,sa1719447,fa1719447,d1719447
1719448,2021-01-22,fr1719448,F21006509,loc1719448,ci1719448,sp1719448,sa1719448,fa1719448,d1719448
1719449,2021-01-22,fr1719449,F21006548,loc1719449,ci1719449,sp1719449,sa1719449,fa1719449,d1719449
1719450,2021-01-22,fr1719450,F21006560,loc1719450,ci1719450,sp1719450,sa1719450,fa1719450,d1719450
1719451,2021-01-22,fr1719451,F21006578,loc1719451,ci1719451,sp1719451,sa1719451,fa1719451,d1719451
1719452,2021-01-22,fr1719452,F21006579,loc1719452,ci1719452,sp1719452,sa1719452,fa1719452,d1719452
1719453,2021-01-22,fr1719453,F21006587,loc1719453,ci1719453,sp1719453,sa1719453,fa1719453,d1719453
1719454,2021-01-22,fr1719454,F21006596,loc1719454,ci1719454,sp1719454,sa1719454,fa1719454,d1719454
1719455,2021-02-05,fr1719455,F21011018,loc1719455,ci1719455,sp1719455,sa1719455,fa1719455,d1719455
1719456,2021-01-22,fr1719456,F21006636,loc1719456,ci1719456,sp1719456,sa1719456,fa1719456,d1719456
1719457,2021-01-23,fr1719457,F21006709,loc1719457,ci1719457,sp1719457,sa1719457,fa1719457,d1719457
1719458,2021-01-23,fr1719458,F21006756,loc1719458,ci1719458,sp1719458,sa1719458,fa1719458,d1719458
1719459,2021-01-23,fr1719459,F21006765,loc1719459,ci1719459,sp1719459,sa1719459,fa1719459,d1719459
1719460,2021-01-23,fr1719460,F21006801,loc1719460,ci1719460,sp1719460,sa1719460,fa1719460,d1719460
1719461,2021-01-23,fr1719461,F21006806,loc1719461,ci1719461,sp1719461,sa1719461,fa1719461,d1719461
1719462,2021-01-23,fr1719462,F21006826,loc1719462,ci1719462,sp1719462,sa1719462,fa1719462,d1719462
1719463,2021-01-23,fr1719463,F21006841,loc1719463,ci1719463,sp1719463,sa1719463,fa1719463,d1719463
1719464,2021-01-23,fr1719464,F21006847,loc1719464,ci1719464,sp1719464,sa1719464,fa1719464,d1719464
1719465,2021-01-23,fr1719465,F21006876,loc1719465,ci1719465,sp1719465,sa1719465,fa1719465,d1719465
1719466,2021-01-23,fr1719466,F21006911,loc1719466,ci1719466,sp1719466,sa1719466,fa1719466,d1719466
1719467,2021-01-23,fr1719467,F21006915,loc1719467,ci1719467,sp1719467,sa1719467,fa1719467,d1719467
1719468,2021-01-24,fr1719468,F21006993,loc1719468,ci1719468,sp1719468,sa1719468,fa1719468,d1719468
1719469,2021-01-24,fr1719469,F21007070,loc1719469,ci1719469,sp1719469,sa1719469,fa1719469,d1719469
1719470,2021-01-24,fr1719470,F21007110,loc1719470,ci1719470,sp1719470,sa1719470,fa1719470,d1719470
1719471,2021-01-24,fr1719471,F21007149,loc1719471,ci1719471,sp1719471,sa1719471,fa1719471,d1719471
1719472,2021-01-24,fr1719472,F21007171,loc1719472,ci1719472,sp1719472,sa1719472,fa1719472,d1719472
1719473,2021-01-24,fr1719473,F21007193,loc1719473,ci1719473,sp1719473,sa1719473,fa1719473,d1719473
1719474,2021-01-25,fr1719474,F21007224,loc1719474,ci1719474,sp1719474,sa1719474,fa1719474,d1719474
1719475,2021-01-25,fr1719475,F21007235,loc1719475,ci1719475,sp1719475,sa1719475,fa1719475,d1719475
1719476,2021-01-28,fr1719476,F21008299,loc1719476,ci1719476,sp1719476,sa1719476,fa1719476,d1719476
1719477,2021-02-01,fr1719477,F21009643,loc1719477,ci1719477,sp1719477,sa1719477,fa1719477,d1719477
1719478,2021-02-06,fr1719478,F21011421,loc1719478,ci1719478,sp1719478,sa1719478,fa1719478,d1719478
1719479,2021-02-06,fr1719479,F21011254,loc1719479,ci1719479,sp1719479,sa1719479,fa1719479,d1719479
1719480,2021-02-06,fr1719480,F21011262,loc1719480,ci1719480,sp1719480,sa1719480,fa1719480,d1719480
1719481,2021-02-06,fr1719481,F21011263,loc1719481,ci1719481,sp1719481,sa1719481,fa1719481,d1719481
1719482,2021-02-06,fr1719482,F21011312,loc1719482,ci1719482,sp1719482,sa1719482,fa1719482,d1719482
1719483,2021-02-06,fr1719483,F21011338,loc1719483,ci1719483,sp1719483,sa1719483,fa1719483,d1719483
1719484,2021-02-06,fr1719484,F21011355,loc1719484,ci1719484,sp1719484,sa1719484,fa1719484,d1719484
1719485,2021-02-06,fr1719485,F21011386,loc1719485,ci1719485,sp1719485,sa1719485,fa1719485,d1719485
1719486,2021-02-07,fr1719486,F21011423,loc1719486,ci1719486,sp1719486,sa1719486,fa1719486,d1719486
1719487,2021-02-07,fr1719487,F21011428,loc1719487,ci1719487,sp1719487,sa1719487,fa1719487,d1719487
1719488,2021-02-07,fr1719488,F21011430,loc1719488,ci1719488,sp1719488,sa1719488,fa1719488,d1719488
1719489,2021-02-07,fr1719489,F21011437,loc1719489,ci1719489,sp1719489,sa1719489,fa1719489,d1719489
1719490,2021-02-07,fr1719490,F21011447,loc1719490,ci1719490,sp1719490,sa1719490,fa1719490,d1719490
1719491,2021-02-07,fr1719491,F21011496,loc1719491,ci1719491,sp1719491,sa1719491,fa1719491,d1719491
1719492,2021-02-07,fr1719492,F21011526,loc1719492,ci1719492,sp1719492,sa1719492,fa1719492,d1719492
1719493,2021-02-07,fr1719493,F21011561,loc1719493,ci1719493,sp1719493,sa1719493,fa1719493,d1719493
1719494,2021-02-07,fr1719494,F21011687,loc1719494,ci1719494,sp1719494,sa1719494,fa1719494,d1719494
1719495,2021-02-07,fr1719495,F21011723,loc1719495,ci1719495,sp1719495,sa1719495,fa1719495,d1719495
1719496,2021-02-07,fr1719496,F21011732,loc1719496,ci1719496,sp1719496,sa1719496,fa1719496,d1719496
1719497,2021-11-06,fr1719497,F21117869,loc1719497,ci1719497,sp1719497,sa1719497,fa1719497,d1719497
1719498,2021-02-08,fr1719498,F21011744,loc1719498,ci1719498,sp1719498,sa1719498,fa1719498,d1719498
1719499,2021-01-26,fr1719499,F21007752,loc1719499,ci1719499,sp1719499,sa1719499,fa1719499,d1719499
1719500,2021-01-26,fr1719500,F21007594,loc1719500,ci1719500,sp1719500,sa1719500,fa1719500,d1719500
1719501,2021-01-25,fr1719501,F21007396,loc1719501,ci1719501,sp1719501,sa1719501,fa1719501,d1719501
1719502,2021-01-25,fr1719502,F21007466,loc1719502,ci1719502,sp1719502,sa1719502,fa1719502,d1719502
1719503,2021-01-25,fr1719503,F21007494,loc1719503,ci1719503,sp1719503,sa1719503,fa1719503,d1719503
1719504,2021-01-26,fr1719504,F21007678,loc1719504,ci1719504,sp1719504,sa1719504,fa1719504,d1719504
1719505,2021-01-26,fr1719505,F21007725,loc1719505,ci1719505,sp1719505,sa1719505,fa1719505,d1719505
1719506,2021-01-26,fr1719506,F21007765,loc1719506,ci1719506,sp1719506,sa1719506,fa1719506,d1719506
1719507,2021-11-02,fr1719507,F21116474,loc1719507,ci1719507,sp1719507,sa1719507,fa1719507,d1719507
1719508,2021-01-27,fr1719508,F21007862,loc1719508,ci1719508,sp1719508,sa1719508,fa1719508,d1719508
1719509,2021-01-30,fr1719509,F21009095,loc1719509,ci1719509,sp1719509,sa1719509,fa1719509,d1719509
1719510,2021-02-08,fr1719510,F21011803,loc1719510,ci1719510,sp1719510,sa1719510,fa1719510,d1719510
1719511,2021-11-02,fr1719511,F21116301,loc1719511,ci1719511,sp1719511,sa1719511,fa1719511,d1719511
1719512,2021-11-02,fr1719512,F21116343,loc1719512,ci1719512,sp1719512,sa1719512,fa1719512,d1719512
1719513,2021-11-02,fr1719513,F21116363,loc1719513,ci1719513,sp1719513,sa1719513,fa1719513,d1719513
1719514,2021-11-02,fr1719514,F21116455,loc1719514,ci1719514,sp1719514,sa1719514,fa1719514,d1719514
1719515,2021-11-02,fr1719515,F21116472,loc1719515,ci1719515,sp1719515,sa1719515,fa1719515,d1719515
1719516,2021-11-02,fr1719516,F21116491,loc1719516,ci1719516,sp1719516,sa1719516,fa1719516,d1719516
1719517,2021-11-02,fr1719517,F21116537,loc1719517,ci1719517,sp1719517,sa1719517,fa1719517,d1719517
1719518,2021-11-03,fr1719518,F21116637,loc1719518,ci1719518,sp1719518,sa1719518,fa1719518,d1719518
1719519,2021-07-23,fr1719519,F21073334,loc1719519,ci1719519,sp1719519,sa1719519,fa1719519,d1719519
1719520,2021-07-23,fr1719520,F21073348,loc1719520,ci1719520,sp1719520,sa1719520,fa1719520,d1719520
1719521,2021-07-24,fr1719521,F21073837,loc1719521,ci1719521,sp1719521,sa1719521,fa1719521,d1719521
1719522,2021-07-24,fr1719522,F21074090,loc1719522,ci1719522,sp1719522,sa1719522,fa1719522,d1719522
1719523,2021-07-24,fr1719523,F21074141,loc1719523,ci1719523,sp1719523,sa1719523,fa1719523,d1719523
1719524,2021-07-24,fr1719524,F21073970,loc1719524,ci1719524,sp1719524,sa1719524,fa1719524,d1719524
1719525,2021-07-24,fr1719525,F21073974,loc1719525,ci1719525,sp1719525,sa1719525,fa1719525,d1719525
1719526,2021-07-24,fr1719526,F21074011,loc1719526,ci1719526,sp1719526,sa1719526,fa1719526,d1719526
1719527,2021-07-24,fr1719527,F21074022,loc1719527,ci1719527,sp1719527,sa1719527,fa1719527,d1719527
1719528,2021-07-24,fr1719528,F21074052,loc1719528,ci1719528,sp1719528,sa1719528,fa1719528,d1719528
1719529,2021-07-24,fr1719529,F21074053,loc1719529,ci1719529,sp1719529,sa1719529,fa1719529,d1719529
1719530,2021-11-05,fr1719530,F21117547,loc1719530,ci1719530,sp1719530,sa1719530,fa1719530,d1719530
1719531,2021-11-05,fr1719531,F21117756,loc1719531,ci1719531,sp1719531,sa1719531,fa1719531,d1719531
1719532,2021-06-05,fr1719532,F21054364,loc1719532,ci1719532,sp1719532,sa1719532,fa1719532,d1719532
1719533,2021-04-20,fr1719533,F21036577,loc1719533,ci1719533,sp1719533,sa1719533,fa1719533,d1719533
1719534,2021-04-20,fr1719534,F21036665,loc1719534,ci1719534,sp1719534,sa1719534,fa1719534,d1719534
1719535,2021-04-20,fr1719535,F21036676,loc1719535,ci1719535,sp1719535,sa1719535,fa1719535,d1719535
1719536,2021-11-05,fr1719536,F21117600,loc1719536,ci1719536,sp1719536,sa1719536,fa1719536,d1719536
1719537,2021-11-05,fr1719537,F21117686,loc1719537,ci1719537,sp1719537,sa1719537,fa1719537,d1719537
1719538,2021-11-05,fr1719538,F21117688,loc1719538,ci1719538,sp1719538,sa1719538,fa1719538,d1719538
1719539,2021-11-05,fr1719539,F21117702,loc1719539,ci1719539,sp1719539,sa1719539,fa1719539,d1719539
1719540,2021-11-05,fr1719540,F21117706,loc1719540,ci1719540,sp1719540,sa1719540,fa1719540,d1719540
1719541,2021-11-05,fr1719541,F21117738,loc1719541,ci1719541,sp1719541,sa1719541,fa1719541,d1719541
1719542,2021-11-05,fr1719542,F21117758,loc1719542,ci1719542,sp1719542,sa1719542,fa1719542,d1719542
1719543,2021-11-05,fr1719543,F21117773,loc1719543,ci1719543,sp1719543,sa1719543,fa1719543,d1719543
1719544,2021-11-05,fr1719544,F21117780,loc1719544,ci1719544,sp1719544,sa1719544,fa1719544,d1719544
1719545,2021-11-05,fr1719545,F21117800,loc1719545,ci1719545,sp1719545,sa1719545,fa1719545,d1719545
1719546,2021-11-06,fr1719546,F21117835,loc1719546,ci1719546,sp1719546,sa1719546,fa1719546,d1719546
1719547,2021-11-06,fr1719547,F21117851,loc1719547,ci1719547,sp1719547,sa1719547,fa1719547,d1719547
1719548,2021-11-06,fr1719548,F21117862,loc1719548,ci1719548,sp1719548,sa1719548,fa1719548,d1719548
1719549,2021-04-20,fr1719549,F21036675,loc1719549,ci1719549,sp1719549,sa1719549,fa1719549,d1719549
1719550,2021-04-20,fr1719550,F21036680,loc1719550,ci1719550,sp1719550,sa1719550,fa1719550,d1719550
1719551,2021-04-20,fr1719551,F21036743,loc1719551,ci1719551,sp1719551,sa1719551,fa1719551,d1719551
1719552,2021-08-21,fr1719552,F21085472,loc1719552,ci1719552,sp1719552,sa1719552,fa1719552,d1719552
1719553,2021-08-21,fr1719553,F21085587,loc1719553,ci1719553,sp1719553,sa1719553,fa1719553,d1719553
1719554,2021-08-21,fr1719554,F21085667,loc1719554,ci1719554,sp1719554,sa1719554,fa1719554,d1719554
1719555,2021-06-01,fr1719555,F21052473,loc1719555,ci1719555,sp1719555,sa1719555,fa1719555,d1719555
1719556,2021-04-21,fr1719556,F21036791,loc1719556,ci1719556,sp1719556,sa1719556,fa1719556,d1719556
1719557,2021-08-21,fr1719557,F21085476,loc1719557,ci1719557,sp1719557,sa1719557,fa1719557,d1719557
1719558,2021-08-21,fr1719558,F21085535,loc1719558,ci1719558,sp1719558,sa1719558,fa1719558,d1719558
1719559,2021-08-21,fr1719559,F21085600,loc1719559,ci1719559,sp1719559,sa1719559,fa1719559,d1719559
1719560,2021-08-21,fr1719560,F21085634,loc1719560,ci1719560,sp1719560,sa1719560,fa1719560,d1719560
1719561,2021-08-21,fr1719561,F21085673,loc1719561,ci1719561,sp1719561,sa1719561,fa1719561,d1719561
1719562,2021-05-08,fr1719562,F21043327,loc1719562,ci1719562,sp1719562,sa1719562,fa1719562,d1719562
1719563,2021-05-09,fr1719563,F21043338,loc1719563,ci1719563,sp1719563,sa1719563,fa1719563,d1719563
1719564,2021-06-01,fr1719564,F21052453,loc1719564,ci1719564,sp1719564,sa1719564,fa1719564,d1719564
1719565,2021-06-01,fr1719565,F21052459,loc1719565,ci1719565,sp1719565,sa1719565,fa1719565,d1719565
1719566,2021-06-01,fr1719566,F21052463,loc1719566,ci1719566,sp1719566,sa1719566,fa1719566,d1719566
1719567,2021-05-07,fr1719567,F21042712,loc1719567,ci1719567,sp1719567,sa1719567,fa1719567,d1719567
1719568,2021-11-28,fr1719568,F21126622,loc1719568,ci1719568,sp1719568,sa1719568,fa1719568,d1719568
1719569,2021-11-29,fr1719569,F21126768,loc1719569,ci1719569,sp1719569,sa1719569,fa1719569,d1719569
1719570,2021-08-22,fr1719570,F21085861,loc1719570,ci1719570,sp1719570,sa1719570,fa1719570,d1719570
1719571,2021-08-22,fr1719571,F21085912,loc1719571,ci1719571,sp1719571,sa1719571,fa1719571,d1719571
1719572,2021-08-22,fr1719572,F21085964,loc1719572,ci1719572,sp1719572,sa1719572,fa1719572,d1719572
1719573,2021-08-22,fr1719573,F21086034,loc1719573,ci1719573,sp1719573,sa1719573,fa1719573,d1719573
1719574,2021-05-07,fr1719574,F21042703,loc1719574,ci1719574,sp1719574,sa1719574,fa1719574,d1719574
1719575,2021-05-07,fr1719575,F21042715,loc1719575,ci1719575,sp1719575,sa1719575,fa1719575,d1719575
1719576,2021-05-08,fr1719576,F21043084,loc1719576,ci1719576,sp1719576,sa1719576,fa1719576,d1719576
1719577,2021-05-09,fr1719577,F21043332,loc1719577,ci1719577,sp1719577,sa1719577,fa1719577,d1719577
1719578,2021-05-07,fr1719578,F21042785,loc1719578,ci1719578,sp1719578,sa1719578,fa1719578,d1719578
1719579,2021-05-07,fr1719579,F21042811,loc1719579,ci1719579,sp1719579,sa1719579,fa1719579,d1719579
1719580,2021-05-07,fr1719580,F21042872,loc1719580,ci1719580,sp1719580,sa1719580,fa1719580,d1719580
1719581,2021-05-08,fr1719581,F21042980,loc1719581,ci1719581,sp1719581,sa1719581,fa1719581,d1719581
1719582,2021-05-08,fr1719582,F21043000,loc1719582,ci1719582,sp1719582,sa1719582,fa1719582,d1719582
1719583,2021-05-08,fr1719583,F21043015,loc1719583,ci1719583,sp1719583,sa1719583,fa1719583,d1719583
1719584,2021-05-08,fr1719584,F21043016,loc1719584,ci1719584,sp1719584,sa1719584,fa1719584,d1719584
1719585,2021-05-08,fr1719585,F21043057,loc1719585,ci1719585,sp1719585,sa1719585,fa1719585,d1719585
1719586,2021-05-08,fr1719586,F21043081,loc1719586,ci1719586,sp1719586,sa1719586,fa1719586,d1719586
1719587,2021-05-08,fr1719587,F21043178,loc1719587,ci1719587,sp1719587,sa1719587,fa1719587,d1719587
1719588,2021-05-08,fr1719588,F21043195,loc1719588,ci1719588,sp1719588,sa1719588,fa1719588,d1719588
1719589,2021-05-08,fr1719589,F21043204,loc1719589,ci1719589,sp1719589,sa1719589,fa1719589,d1719589
1719590,2021-05-08,fr1719590,F21043220,loc1719590,ci1719590,sp1719590,sa1719590,fa1719590,d1719590
1719591,2021-05-08,fr1719591,F21043278,loc1719591,ci1719591,sp1719591,sa1719591,fa1719591,d1719591
1719592,2021-05-08,fr1719592,F21043302,loc1719592,ci1719592,sp1719592,sa1719592,fa1719592,d1719592
1719593,2021-05-08,fr1719593,F21043314,loc1719593,ci1719593,sp1719593,sa1719593,fa1719593,d1719593
1719594,2021-05-08,fr1719594,F21043320,loc1719594,ci1719594,sp1719594,sa1719594,fa1719594,d1719594
1719595,2021-05-10,fr1719595,F21043722,loc1719595,ci1719595,sp1719595,sa1719595,fa1719595,d1719595
1719596,2021-08-22,fr1719596,F21086060,loc1719596,ci1719596,sp1719596,sa1719596,fa1719596,d1719596
1719597,2021-08-22,fr1719597,F21086092,loc1719597,ci1719597,sp1719597,sa1719597,fa1719597,d1719597
1719598,2021-08-22,fr1719598,F21086149,loc1719598,ci1719598,sp1719598,sa1719598,fa1719598,d1719598
1719599,2021-06-01,fr1719599,F21052577,loc1719599,ci1719599,sp1719599,sa1719599,fa1719599,d1719599
1719600,2021-08-22,fr1719600,F21086228,loc1719600,ci1719600,sp1719600,sa1719600,fa1719600,d1719600
1719601,2021-08-22,fr1719601,F21086231,loc1719601,ci1719601,sp1719601,sa1719601,fa1719601,d1719601
1719602,2021-08-23,fr1719602,F21086253,loc1719602,ci1719602,sp1719602,sa1719602,fa1719602,d1719602
1719603,2021-08-21,fr1719603,F21085732,loc1719603,ci1719603,sp1719603,sa1719603,fa1719603,d1719603
1719604,2021-06-01,fr1719604,F21052591,loc1719604,ci1719604,sp1719604,sa1719604,fa1719604,d1719604
1719605,2021-06-01,fr1719605,F21052658,loc1719605,ci1719605,sp1719605,sa1719605,fa1719605,d1719605
1719606,2021-06-01,fr1719606,F21052684,loc1719606,ci1719606,sp1719606,sa1719606,fa1719606,d1719606
1719607,2021-06-01,fr1719607,F21052704,loc1719607,ci1719607,sp1719607,sa1719607,fa1719607,d1719607
1719608,2021-06-01,fr1719608,F21052775,loc1719608,ci1719608,sp1719608,sa1719608,fa1719608,d1719608
1719609,2021-06-24,fr1719609,F21061606,loc1719609,ci1719609,sp1719609,sa1719609,fa1719609,d1719609
1719610,2021-06-24,fr1719610,F21061613,loc1719610,ci1719610,sp1719610,sa1719610,fa1719610,d1719610
1719611,2021-08-28,fr1719611,F21088590,loc1719611,ci1719611,sp1719611,sa1719611,fa1719611,d1719611
1719612,2021-08-17,fr1719612,F21083843,loc1719612,ci1719612,sp1719612,sa1719612,fa1719612,d1719612
1719613,2021-06-24,fr1719613,F21061703,loc1719613,ci1719613,sp1719613,sa1719613,fa1719613,d1719613
1719614,2021-06-24,fr1719614,F21061719,loc1719614,ci1719614,sp1719614,sa1719614,fa1719614,d1719614
1719615,2021-06-24,fr1719615,F21061720,loc1719615,ci1719615,sp1719615,sa1719615,fa1719615,d1719615
1719616,2021-06-24,fr1719616,F21061726,loc1719616,ci1719616,sp1719616,sa1719616,fa1719616,d1719616
1719617,2021-06-24,fr1719617,F21061728,loc1719617,ci1719617,sp1719617,sa1719617,fa1719617,d1719617
1719618,2021-06-24,fr1719618,F21061751,loc1719618,ci1719618,sp1719618,sa1719618,fa1719618,d1719618
1719619,2021-06-25,fr1719619,F21061769,loc1719619,ci1719619,sp1719619,sa1719619,fa1719619,d1719619
1719620,2021-06-25,fr1719620,F21061781,loc1719620,ci1719620,sp1719620,sa1719620,fa1719620,d1719620
1719621,2021-06-24,fr1719621,F21061393,loc1719621,ci1719621,sp1719621,sa1719621,fa1719621,d1719621
1719622,2021-06-24,fr1719622,F21061407,loc1719622,ci1719622,sp1719622,sa1719622,fa1719622,d1719622
1719623,2021-08-27,fr1719623,F21088427,loc1719623,ci1719623,sp1719623,sa1719623,fa1719623,d1719623
1719624,2021-08-27,fr1719624,F21088430,loc1719624,ci1719624,sp1719624,sa1719624,fa1719624,d1719624
1719625,2021-08-27,fr1719625,F21088435,loc1719625,ci1719625,sp1719625,sa1719625,fa1719625,d1719625
1719626,2021-06-21,fr1719626,F21060314,loc1719626,ci1719626,sp1719626,sa1719626,fa1719626,d1719626
1719627,2021-08-27,fr1719627,F21088440,loc1719627,ci1719627,sp1719627,sa1719627,fa1719627,d1719627
1719628,2021-08-27,fr1719628,F21088456,loc1719628,ci1719628,sp1719628,sa1719628,fa1719628,d1719628
1719629,2021-08-27,fr1719629,F21088507,loc1719629,ci1719629,sp1719629,sa1719629,fa1719629,d1719629
1719630,2021-08-17,fr1719630,F21083789,loc1719630,ci1719630,sp1719630,sa1719630,fa1719630,d1719630
1719631,2021-08-17,fr1719631,F21083929,loc1719631,ci1719631,sp1719631,sa1719631,fa1719631,d1719631
1719632,2021-08-17,fr1719632,F21083969,loc1719632,ci1719632,sp1719632,sa1719632,fa1719632,d1719632
1719633,2021-08-17,fr1719633,F21084028,loc1719633,ci1719633,sp1719633,sa1719633,fa1719633,d1719633
1719634,2021-08-17,fr1719634,F21084047,loc1719634,ci1719634,sp1719634,sa1719634,fa1719634,d1719634
1719635,2021-08-18,fr1719635,F21084069,loc1719635,ci1719635,sp1719635,sa1719635,fa1719635,d1719635
1719636,2021-06-29,fr1719636,F21063580,loc1719636,ci1719636,sp1719636,sa1719636,fa1719636,d1719636
1719637,2021-06-29,fr1719637,F21063692,loc1719637,ci1719637,sp1719637,sa1719637,fa1719637,d1719637
1719638,2021-06-29,fr1719638,F21063715,loc1719638,ci1719638,sp1719638,sa1719638,fa1719638,d1719638
1719639,2021-06-29,fr1719639,F21063834,loc1719639,ci1719639,sp1719639,sa1719639,fa1719639,d1719639
