id,Date,Fire Details,TFS,Location,Civilian Impact,Sprinkler Systems,Smoke Alarms,Fire Alarms,Damages
1694221,2018-02-24,fr1694221,F18020956,loc1694221,ci1694221,sp1694221,sa1694221,fa1694221,d1694221
1694222,2018-02-24,fr1694222,F18020969,loc1694222,ci1694222,sp1694222,sa1694222,fa1694222,d1694222
1694223,2018-02-25,fr1694223,F18021182,loc1694223,ci1694223,sp1694223,sa1694223,fa1694223,d1694223
1694224,2018-02-25,fr1694224,F18021192,loc1694224,ci1694224,sp1694224,sa1694224,fa1694224,d1694224
1694225,2018-02-25,fr1694225,F18021271,loc1694225,ci1694225,sp1694225,sa1694225,fa1694225,d1694225
1694226,2018-02-25,fr1694226,F18021274,loc1694226,ci1694226,sp1694226,sa1694226,fa1694226,d1694226
1694227,2018-02-26,fr1694227,F18021633,loc1694227,ci1694227,sp1694227,sa1694227,fa1694227,d1694227
1694228,2018-02-27,fr1694228,F18021837,loc1694228,ci1694228,sp1694228,sa1694228,fa1694228,d1694228
1694229,2018-02-25,fr1694229,F18021221,loc1694229,ci1694229,sp1694229,sa1694229,fa1694229,d1694229
1694230,2018-02-26,fr1694230,F18021565,loc1694230,ci1694230,sp1694230,sa1694230,fa1694230,d1694230
1694231,2018-02-26,fr1694231,F18021628,loc1694231,ci1694231,sp1694231,sa1694231,fa1694231,d1694231
1694232,2018-02-26,fr1694232,F18021629,loc1694232,ci1694232,sp1694232,sa1694232,fa1694232,d1694232
1694233,2018-02-26,fr1694233,F18021639,loc1694233,ci1694233,sp1694233,sa1694233,fa1694233,d1694233
1694234,2018-03-03,fr1694234,F18023219,loc1694234,ci1694234,sp1694234,sa1694234,fa1694234,d1694234
1694235,2018-03-03,fr1694235,F18023270,loc1694235,ci1694235,sp1694235,sa1694235,fa1694235,d1694235
1694236,2018-03-03,fr1694236,F18023312,loc1694236,ci1694236,sp1694236,sa1694236,fa1694236,d1694236
1694237,2018-03-03,fr1694237,F18023350,loc1694237,ci1694237,sp1694237,sa1694237,fa1694237,d1694237
1694238,2018-03-03,fr1694238,F18023361,loc1694238,ci1694238,sp1694238,sa1694238,fa1694238,d1694238
1694239,2018-03-03,fr1694239,F18023371,loc1694239,ci1694239,sp1694239,sa1694239,fa1694239,d1694239
1694240,2018-03-03,fr1694240,F18023381,loc1694240,ci1694240,sp1694240,sa1694240,fa1694240,d1694240
1694241,2018-03-03,fr1694241,F18023390,loc1694241,ci1694241,sp1694241,sa1694241,fa1694241,d1694241
1694242,2018-03-03,fr1694242,F18023394,loc1694242,ci1694242,sp1694242,sa1694242,fa1694242,d1694242
1694243,2018-03-03,fr1694243,F18023435,loc1694243,ci1694243,sp1694243,sa1694243,fa1694243,d1694243
1694244,2018-03-04,fr1694244,F18023440,loc1694244,ci1694244,sp1694244,sa1694244,fa1694244,d1694244
1694245,2018-01-04,fr1694245,F18001589,loc1694245,ci1694245,sp1694245,sa1694245,fa1694245,d1694245
1694246,2018-01-05,fr1694246,F18002055,loc1694246,ci1694246,sp1694246,sa1694246,fa1694246,d1694246
1694247,2018-01-06,fr1694247,F18002491,loc1694247,ci1694247,sp1694247,sa1694247,fa1694247,d1694247
1694248,2018-01-08,fr1694248,F18003786,loc1694248,ci1694248,sp1694248,sa1694248,fa1694248,d1694248
1694249,2018-01-08,fr1694249,F18003803,loc1694249,ci1694249,sp1694249,sa1694249,fa1694249,d1694249
1694250,2018-01-08,fr1694250,F18003864,loc1694250,ci1694250,sp1694250,sa1694250,fa1694250,d1694250
1694251,2018-01-09,fr1694251,F18004096,loc1694251,ci1694251,sp1694251,sa1694251,fa1694251,d1694251
1694252,2018-01-10,fr1694252,F18004527,loc1694252,ci1694252,sp1694252,sa1694252,fa1694252,d1694252
1694253,2018-01-10,fr1694253,F18004704,loc1694253,ci1694253,sp1694253,sa1694253,fa1694253,d1694253
1694254,2018-01-10,fr1694254,F18004745,loc1694254,ci1694254,sp1694254,sa1694254,fa1694254,d1694254
1694255,2018-01-11,fr1694255,F18004816,loc1694255,ci1694255,sp1694255,sa1694255,fa1694255,d1694255
1694256,2018-01-11,fr1694256,F18005091,loc1694256,ci1694256,sp1694256,sa1694256,fa1694256,d1694256
1694257,2018-01-11,fr1694257,F18005176,loc1694257,ci1694257,sp1694257,sa1694257,fa1694257,d1694257
1694258,2018-01-12,fr1694258,F18005660,loc1694258,ci1694258,sp1694258,sa1694258,fa1694258,d1694258
1694259,2018-01-14,fr1694259,F18006158,loc1694259,ci1694259,sp1694259,sa1694259,fa1694259,d1694259
1694260,2018-01-14,fr1694260,F18006306,loc1694260,ci1694260,sp1694260,sa1694260,fa1694260,d1694260
1694261,2018-01-14,fr1694261,F18006309,loc1694261,ci1694261,sp1694261,sa1694261,fa1694261,d1694261
1694262,2018-01-15,fr1694262,F18006802,loc1694262,ci1694262,sp1694262,sa1694262,fa1694262,d1694262
1694263,2018-03-17,fr1694263,F18027883,loc1694263,ci1694263,sp1694263,sa1694263,fa1694263,d1694263
1694264,2018-03-17,fr1694264,F18027890,loc1694264,ci1694264,sp1694264,sa1694264,fa1694264,d1694264
1694265,2018-03-17,fr1694265,F18027895,loc1694265,ci1694265,sp1694265,sa1694265,fa1694265,d1694265
1694266,2018-03-17,fr1694266,F18027914,loc1694266,ci1694266,sp1694266,sa1694266,fa1694266,d1694266
1694267,2018-03-17,fr1694267,F18027935,loc1694267,ci1694267,sp1694267,sa1694267,fa1694267,d1694267
1694268,2018-03-18,fr1694268,F18027940,loc1694268,ci1694268,sp1694268,sa1694268,fa1694268,d1694268
1694269,2018-03-18,fr1694269,F18028037,loc1694269,ci1694269,sp1694269,sa1694269,fa1694269,d1694269
1694270,2018-03-18,fr1694270,F18028121,loc1694270,ci1694270,sp1694270,sa1694270,fa1694270,d1694270
1694271,2018-03-18,fr1694271,F18028199,loc1694271,ci1694271,sp1694271,sa1694271,fa1694271,d1694271
1694272,2018-03-18,fr1694272,F18028238,loc1694272,ci1694272,sp1694272,sa1694272,fa1694272,d1694272
1694273,2018-02-15,fr1694273,F18017574,loc1694273,ci1694273,sp1694273,sa1694273,fa1694273,d1694273
1694274,2018-05-29,fr1694274,F18055833,loc1694274,ci1694274,sp1694274,sa1694274,fa1694274,d1694274
1694275,2018-03-24,fr1694275,F18030010,loc1694275,ci1694275,sp1694275,sa1694275,fa1694275,d1694275
1694276,2018-03-22,fr1694276,F18029417,loc1694276,ci1694276,sp1694276,sa1694276,fa1694276,d1694276
1694277,2018-03-22,fr1694277,F18029476,loc1694277,ci1694277,sp1694277,sa1694277,fa1694277,d1694277
1694278,2018-03-22,fr1694278,F18029501,loc1694278,ci1694278,sp1694278,sa1694278,fa1694278,d1694278
1694279,2018-03-22,fr1694279,F18029557,loc1694279,ci1694279,sp1694279,sa1694279,fa1694279,d1694279
1694280,2018-02-08,fr1694280,F18014988,loc1694280,ci1694280,sp1694280,sa1694280,fa1694280,d1694280
1694281,2018-02-08,fr1694281,F18015006,loc1694281,ci1694281,sp1694281,sa1694281,fa1694281,d1694281
1694282,2018-01-22,fr1694282,F18009288,loc1694282,ci1694282,sp1694282,sa1694282,fa1694282,d1694282
1694283,2018-01-23,fr1694283,F18009449,loc1694283,ci1694283,sp1694283,sa1694283,fa1694283,d1694283
1694284,2018-01-23,fr1694284,F18009549,loc1694284,ci1694284,sp1694284,sa1694284,fa1694284,d1694284
1694285,2018-01-23,fr1694285,F18009668,loc1694285,ci1694285,sp1694285,sa1694285,fa1694285,d1694285
1694286,2018-06-14,fr1694286,F18062288,loc1694286,ci1694286,sp1694286,sa1694286,fa1694286,d1694286
1694287,2018-02-02,fr1694287,F18013074,loc1694287,ci1694287,sp1694287,sa1694287,fa1694287,d1694287
1694288,2018-02-02,fr1694288,F18013133,loc1694288,ci1694288,sp1694288,sa1694288,fa1694288,d1694288
1694289,2018-02-02,fr1694289,F18013140,loc1694289,ci1694289,sp1694289,sa1694289,fa1694289,d1694289
1694290,2018-02-02,fr1694290,F18013187,loc1694290,ci1694290,sp1694290,sa1694290,fa1694290,d1694290
1694291,2018-02-03,fr1694291,F18013290,loc1694291,ci1694291,sp1694291,sa1694291,fa1694291,d1694291
1694292,2018-01-26,fr1694292,F18010586,loc1694292,ci1694292,sp1694292,sa1694292,fa1694292,d1694292
1694293,2018-02-03,fr1694293,F18013387,loc1694293,ci1694293,sp1694293,sa1694293,fa1694293,d1694293
1694294,2018-02-03,fr1694294,F18013449,loc1694294,ci1694294,sp1694294,sa1694294,fa1694294,d1694294
1694295,2018-02-03,fr1694295,F18013491,loc1694295,ci1694295,sp1694295,sa1694295,fa1694295,d1694295
1694296,2018-01-15,fr1694296,F18006804,loc1694296,ci1694296,sp1694296,sa1694296,fa1694296,d1694296
1694297,2018-01-16,fr1694297,F18006977,loc1694297,ci1694297,sp1694297,sa1694297,fa1694297,d1694297
1694298,2018-01-16,fr1694298,F18006978,loc1694298,ci1694298,sp1694298,sa1694298,fa1694298,d1694298
1694299,2018-01-18,fr1694299,F18007855,loc1694299,ci1694299,sp1694299,sa1694299,fa1694299,d1694299
1694300,2018-01-19,fr1694300,F18007996,loc1694300,ci1694300,sp1694300,sa1694300,fa1694300,d1694300
1694301,2018-01-19,fr1694301,F18008244,loc1694301,ci1694301,sp1694301,sa1694301,fa1694301,d1694301
1694302,2018-01-20,fr1694302,F18008569,loc1694302,ci1694302,sp1694302,sa1694302,fa1694302,d1694302
1694303,2018-01-21,fr1694303,F18008739,loc1694303,ci1694303,sp1694303,sa1694303,fa1694303,d1694303
1694304,2018-07-09,fr1694304,F18072393,loc1694304,ci1694304,sp1694304,sa1694304,fa1694304,d1694304
1694305,2018-07-09,fr1694305,F18072399,loc1694305,ci1694305,sp1694305,sa1694305,fa1694305,d1694305
1694306,2018-03-30,fr1694306,F18032079,loc1694306,ci1694306,sp1694306,sa1694306,fa1694306,d1694306
1694307,2018-03-30,fr1694307,F18032087,loc1694307,ci1694307,sp1694307,sa1694307,fa1694307,d1694307
1694308,2018-03-30,fr1694308,F18032214,loc1694308,ci1694308,sp1694308,sa1694308,fa1694308,d1694308
1694309,2018-03-30,fr1694309,F18032227,loc1694309,ci1694309,sp1694309,sa1694309,fa1694309,d1694309
1694310,2018-03-30,fr1694310,F18032234,loc1694310,ci1694310,sp1694310,sa1694310,fa1694310,d1694310
1694311,2018-03-30,fr1694311,F18032281,loc1694311,ci1694311,sp1694311,sa1694311,fa1694311,d1694311
1694312,2018-03-30,fr1694312,F18032288,loc1694312,ci1694312,sp1694312,sa1694312,fa1694312,d1694312
1694313,2018-03-30,fr1694313,F18032354,loc1694313,ci1694313,sp1694313,sa1694313,fa1694313,d1694313
1694314,2018-03-30,fr1694314,F18032362,loc1694314,ci1694314,sp1694314,sa1694314,fa1694314,d1694314
1694315,2018-03-31,fr1694315,F18032366,loc1694315,ci1694315,sp1694315,sa1694315,fa1694315,d1694315
1694316,2018-03-31,fr1694316,F18032424,loc1694316,ci1694316,sp1694316,sa1694316,fa1694316,d1694316
1694317,2018-03-31,fr1694317,F18032500,loc1694317,ci1694317,sp1694317,sa1694317,fa1694317,d1694317
1694318,2018-03-31,fr1694318,F18032535,loc1694318,ci1694318,sp1694318,sa1694318,fa1694318,d1694318
1694319,2018-01-02,fr1694319,F18000545,loc1694319,ci1694319,sp1694319,sa1694319,fa1694319,d1694319
1694320,2018-01-02,fr1694320,F18000674,loc1694320,ci1694320,sp1694320,sa1694320,fa1694320,d1694320
1694321,2018-01-02,fr1694321,F18000727,loc1694321,ci1694321,sp1694321,sa1694321,fa1694321,d1694321
1694322,2018-01-02,fr1694322,F18000797,loc1694322,ci1694322,sp1694322,sa1694322,fa1694322,d1694322
1694323,2018-01-03,fr1694323,F18001069,loc1694323,ci1694323,sp1694323,sa1694323,fa1694323,d1694323
1694324,2018-01-03,fr1694324,F18001251,loc1694324,ci1694324,sp1694324,sa1694324,fa1694324,d1694324
1694325,2018-01-05,fr1694325,F18001885,loc1694325,ci1694325,sp1694325,sa1694325,fa1694325,d1694325
1694326,2018-01-06,fr1694326,F18002583,loc1694326,ci1694326,sp1694326,sa1694326,fa1694326,d1694326
1694327,2018-01-19,fr1694327,F18008050,loc1694327,ci1694327,sp1694327,sa1694327,fa1694327,d1694327
1694328,2018-01-21,fr1694328,F18008794,loc1694328,ci1694328,sp1694328,sa1694328,fa1694328,d1694328
1694329,2018-01-12,fr1694329,F18005568,loc1694329,ci1694329,sp1694329,sa1694329,fa1694329,d1694329
1694330,2018-01-13,fr1694330,F18005813,loc1694330,ci1694330,sp1694330,sa1694330,fa1694330,d1694330
1694331,2018-02-09,fr1694331,F18015515,loc1694331,ci1694331,sp1694331,sa1694331,fa1694331,d1694331
1694332,2018-02-08,fr1694332,F18015319,loc1694332,ci1694332,sp1694332,sa1694332,fa1694332,d1694332
1694333,2018-02-09,fr1694333,F18015334,loc1694333,ci1694333,sp1694333,sa1694333,fa1694333,d1694333
1694334,2018-02-09,fr1694334,F18015366,loc1694334,ci1694334,sp1694334,sa1694334,fa1694334,d1694334
1694335,2018-02-09,fr1694335,F18015436,loc1694335,ci1694335,sp1694335,sa1694335,fa1694335,d1694335
1694336,2018-02-11,fr1694336,F18016249,loc1694336,ci1694336,sp1694336,sa1694336,fa1694336,d1694336
1694337,2018-02-11,fr1694337,F18016269,loc1694337,ci1694337,sp1694337,sa1694337,fa1694337,d1694337
1694338,2018-02-15,fr1694338,F18017596,loc1694338,ci1694338,sp1694338,sa1694338,fa1694338,d1694338
1694339,2018-02-15,fr1694339,F18017623,loc1694339,ci1694339,sp1694339,sa1694339,fa1694339,d1694339
1694340,2018-02-15,fr1694340,F18017638,loc1694340,ci1694340,sp1694340,sa1694340,fa1694340,d1694340
1694341,2018-02-15,fr1694341,F18017683,loc1694341,ci1694341,sp1694341,sa1694341,fa1694341,d1694341
1694342,2018-02-15,fr1694342,F18017836,loc1694342,ci1694342,sp1694342,sa1694342,fa1694342,d1694342
1694343,2018-02-15,fr1694343,F18017849,loc1694343,ci1694343,sp1694343,sa1694343,fa1694343,d1694343
1694344,2018-02-16,fr1694344,F18017887,loc1694344,ci1694344,sp1694344,sa1694344,fa1694344,d1694344
1694345,2018-02-16,fr1694345,F18018006,loc1694345,ci1694345,sp1694345,sa1694345,fa1694345,d1694345
1694346,2018-02-16,fr1694346,F18018051,loc1694346,ci1694346,sp1694346,sa1694346,fa1694346,d1694346
1694347,2018-02-16,fr1694347,F18018102,loc1694347,ci1694347,sp1694347,sa1694347,fa1694347,d1694347
1694348,2018-02-17,fr1694348,F18018450,loc1694348,ci1694348,sp1694348,sa1694348,fa1694348,d1694348
1694349,2018-02-16,fr1694349,F18018103,loc1694349,ci1694349,sp1694349,sa1694349,fa1694349,d1694349
1694350,2018-02-16,fr1694350,F18018132,loc1694350,ci1694350,sp1694350,sa1694350,fa1694350,d1694350
1694351,2018-02-16,fr1694351,F18018178,loc1694351,ci1694351,sp1694351,sa1694351,fa1694351,d1694351
1694352,2018-02-17,fr1694352,F18018315,loc1694352,ci1694352,sp1694352,sa1694352,fa1694352,d1694352
1694353,2018-02-17,fr1694353,F18018339,loc1694353,ci1694353,sp1694353,sa1694353,fa1694353,d1694353
1694354,2018-02-17,fr1694354,F18018375,loc1694354,ci1694354,sp1694354,sa1694354,fa1694354,d1694354
1694355,2018-02-17,fr1694355,F18018465,loc1694355,ci1694355,sp1694355,sa1694355,fa1694355,d1694355
1694356,2018-02-17,fr1694356,F18018536,loc1694356,ci1694356,sp1694356,sa1694356,fa1694356,d1694356
1694357,2018-02-18,fr1694357,F18018563,loc1694357,ci1694357,sp1694357,sa1694357,fa1694357,d1694357
1694358,2018-02-18,fr1694358,F18018803,loc1694358,ci1694358,sp1694358,sa1694358,fa1694358,d1694358
1694359,2018-02-19,fr1694359,F18019203,loc1694359,ci1694359,sp1694359,sa1694359,fa1694359,d1694359
1694360,2018-02-18,fr1694360,F18018792,loc1694360,ci1694360,sp1694360,sa1694360,fa1694360,d1694360
1694361,2018-02-18,fr1694361,F18018820,loc1694361,ci1694361,sp1694361,sa1694361,fa1694361,d1694361
1694362,2018-02-18,fr1694362,F18018838,loc1694362,ci1694362,sp1694362,sa1694362,fa1694362,d1694362
1694363,2018-02-19,fr1694363,F18019021,loc1694363,ci1694363,sp1694363,sa1694363,fa1694363,d1694363
1694364,2018-02-19,fr1694364,F18019092,loc1694364,ci1694364,sp1694364,sa1694364,fa1694364,d1694364
1694365,2018-02-19,fr1694365,F18019112,loc1694365,ci1694365,sp1694365,sa1694365,fa1694365,d1694365
1694366,2018-03-07,fr1694366,F18024481,loc1694366,ci1694366,sp1694366,sa1694366,fa1694366,d1694366
1694367,2018-03-07,fr1694367,F18024529,loc1694367,ci1694367,sp1694367,sa1694367,fa1694367,d1694367
1694368,2018-03-07,fr1694368,F18024615,loc1694368,ci1694368,sp1694368,sa1694368,fa1694368,d1694368
1694369,2018-03-07,fr1694369,F18024630,loc1694369,ci1694369,sp1694369,sa1694369,fa1694369,d1694369
1694370,2018-03-07,fr1694370,F18024680,loc1694370,ci1694370,sp1694370,sa1694370,fa1694370,d1694370
1694371,2018-03-08,fr1694371,F18024751,loc1694371,ci1694371,sp1694371,sa1694371,fa1694371,d1694371
1694372,2018-03-08,fr1694372,F18024864,loc1694372,ci1694372,sp1694372,sa1694372,fa1694372,d1694372
1694373,2018-03-08,fr1694373,F18024906,loc1694373,ci1694373,sp1694373,sa1694373,fa1694373,d1694373
1694374,2018-03-08,fr1694374,F18024928,loc1694374,ci1694374,sp1694374,sa1694374,fa1694374,d1694374
1694375,2018-03-08,fr1694375,F18024956,loc1694375,ci1694375,sp1694375,sa1694375,fa1694375,d1694375
1694376,2018-08-14,fr1694376,F18087039,loc1694376,ci1694376,sp1694376,sa1694376,fa1694376,d1694376
1694377,2018-03-13,fr1694377,F18026506,loc1694377,ci1694377,sp1694377,sa1694377,fa1694377,d1694377
1694378,2018-03-13,fr1694378,F18026524,loc1694378,ci1694378,sp1694378,sa1694378,fa1694378,d1694378
1694379,2018-03-13,fr1694379,F18026552,loc1694379,ci1694379,sp1694379,sa1694379,fa1694379,d1694379
1694380,2018-03-14,fr1694380,F18026619,loc1694380,ci1694380,sp1694380,sa1694380,fa1694380,d1694380
1694381,2018-03-14,fr1694381,F18026639,loc1694381,ci1694381,sp1694381,sa1694381,fa1694381,d1694381
1694382,2018-03-14,fr1694382,F18026772,loc1694382,ci1694382,sp1694382,sa1694382,fa1694382,d1694382
1694383,2018-03-14,fr1694383,F18026783,loc1694383,ci1694383,sp1694383,sa1694383,fa1694383,d1694383
1694384,2018-03-14,fr1694384,F18026785,loc1694384,ci1694384,sp1694384,sa1694384,fa1694384,d1694384
1694385,2018-03-14,fr1694385,F18026792,loc1694385,ci1694385,sp1694385,sa1694385,fa1694385,d1694385
1694386,2018-03-14,fr1694386,F18026797,loc1694386,ci1694386,sp1694386,sa1694386,fa1694386,d1694386
1694387,2018-03-14,fr1694387,F18026809,loc1694387,ci1694387,sp1694387,sa1694387,fa1694387,d1694387
1694388,2018-03-08,fr1694388,F18024961,loc1694388,ci1694388,sp1694388,sa1694388,fa1694388,d1694388
1694389,2018-03-08,fr1694389,F18024997,loc1694389,ci1694389,sp1694389,sa1694389,fa1694389,d1694389
1694390,2018-03-08,fr1694390,F18025014,loc1694390,ci1694390,sp1694390,sa1694390,fa1694390,d1694390
1694391,2018-03-08,fr1694391,F18025031,loc1694391,ci1694391,sp1694391,sa1694391,fa1694391,d1694391
1694392,2018-03-09,fr1694392,F18025054,loc1694392,ci1694392,sp1694392,sa1694392,fa1694392,d1694392
1694393,2018-03-09,fr1694393,F18025156,loc1694393,ci1694393,sp1694393,sa1694393,fa1694393,d1694393
1694394,2018-03-09,fr1694394,F18025197,loc1694394,ci1694394,sp1694394,sa1694394,fa1694394,d1694394
1694395,2018-03-09,fr1694395,F18025255,loc1694395,ci1694395,sp1694395,sa1694395,fa1694395,d1694395
1694396,2018-03-09,fr1694396,F18025335,loc1694396,ci1694396,sp1694396,sa1694396,fa1694396,d1694396
1694397,2018-08-30,fr1694397,F18092684,loc1694397,ci1694397,sp1694397,sa1694397,fa1694397,d1694397
1694398,2018-04-05,fr1694398,F18034661,loc1694398,ci1694398,sp1694398,sa1694398,fa1694398,d1694398
1694399,2018-04-05,fr1694399,F18034678,loc1694399,ci1694399,sp1694399,sa1694399,fa1694399,d1694399
1694400,2018-04-05,fr1694400,F18034682,loc1694400,ci1694400,sp1694400,sa1694400,fa1694400,d1694400
1694401,2018-04-05,fr1694401,F18034706,loc1694401,ci1694401,sp1694401,sa1694401,fa1694401,d1694401
1694402,2018-04-06,fr1694402,F18034737,loc1694402,ci1694402,sp1694402,sa1694402,fa1694402,d1694402
1694403,2018-04-06,fr1694403,F18034792,loc1694403,ci1694403,sp1694403,sa1694403,fa1694403,d1694403
1694404,2018-04-06,fr1694404,F18034914,loc1694404,ci1694404,sp1694404,sa1694404,fa1694404,d1694404
1694405,2018-04-06,fr1694405,F18034953,loc1694405,ci1694405,sp1694405,sa1694405,fa1694405,d1694405
1694406,2018-04-06,fr1694406,F18034988,loc1694406,ci1694406,sp1694406,sa1694406,fa1694406,d1694406
1694407,2018-04-06,fr1694407,F18035004,loc1694407,ci1694407,sp1694407,sa1694407,fa1694407,d1694407
1694408,2018-04-07,fr1694408,F18035051,loc1694408,ci1694408,sp1694408,sa1694408,fa1694408,d1694408
1694409,2018-12-04,fr1694409,F18129439,loc1694409,ci1694409,sp1694409,sa1694409,fa1694409,d1694409
1694410,2019-04-18,fr1694410,F19039928,loc1694410,ci1694410,sp1694410,sa1694410,fa1694410,d1694410
1694411,2018-02-26,fr1694411,F18021647,loc1694411,ci1694411,sp1694411,sa1694411,fa1694411,d1694411
1694412,2018-02-26,fr1694412,F18021674,loc1694412,ci1694412,sp1694412,sa1694412,fa1694412,d1694412
1694413,2018-02-26,fr1694413,F18021675,loc1694413,ci1694413,sp1694413,sa1694413,fa1694413,d1694413
1694414,2018-02-26,fr1694414,F18021711,loc1694414,ci1694414,sp1694414,sa1694414,fa1694414,d1694414
1694415,2018-02-27,fr1694415,F18021776,loc1694415,ci1694415,sp1694415,sa1694415,fa1694415,d1694415
1694416,2018-02-27,fr1694416,F18021840,loc1694416,ci1694416,sp1694416,sa1694416,fa1694416,d1694416
1694417,2018-02-27,fr1694417,F18021848,loc1694417,ci1694417,sp1694417,sa1694417,fa1694417,d1694417
1694418,2018-02-27,fr1694418,F18021851,loc1694418,ci1694418,sp1694418,sa1694418,fa1694418,d1694418
1694419,2018-01-16,fr1694419,F18006917,loc1694419,ci1694419,sp1694419,sa1694419,fa1694419,d1694419
1694420,2018-03-12,fr1694420,F18026117,loc1694420,ci1694420,sp1694420,sa1694420,fa1694420,d1694420
1694421,2018-01-16,fr1694421,F18007022,loc1694421,ci1694421,sp1694421,sa1694421,fa1694421,d1694421
1694422,2018-01-16,fr1694422,F18007133,loc1694422,ci1694422,sp1694422,sa1694422,fa1694422,d1694422
1694423,2018-01-16,fr1694423,F18007195,loc1694423,ci1694423,sp1694423,sa1694423,fa1694423,d1694423
1694424,2018-01-17,fr1694424,F18007380,loc1694424,ci1694424,sp1694424,sa1694424,fa1694424,d1694424
1694425,2018-01-20,fr1694425,F18008333,loc1694425,ci1694425,sp1694425,sa1694425,fa1694425,d1694425
1694426,2018-01-23,fr1694426,F18009415,loc1694426,ci1694426,sp1694426,sa1694426,fa1694426,d1694426
1694427,2018-01-18,fr1694427,F18007879,loc1694427,ci1694427,sp1694427,sa1694427,fa1694427,d1694427
1694428,2018-01-18,fr1694428,F18007929,loc1694428,ci1694428,sp1694428,sa1694428,fa1694428,d1694428
1694429,2018-01-19,fr1694429,F18008100,loc1694429,ci1694429,sp1694429,sa1694429,fa1694429,d1694429
1694430,2018-01-19,fr1694430,F18008250,loc1694430,ci1694430,sp1694430,sa1694430,fa1694430,d1694430
1694431,2018-01-19,fr1694431,F18008282,loc1694431,ci1694431,sp1694431,sa1694431,fa1694431,d1694431
1694432,2018-01-20,fr1694432,F18008377,loc1694432,ci1694432,sp1694432,sa1694432,fa1694432,d1694432
1694433,2018-01-20,fr1694433,F18008606,loc1694433,ci1694433,sp1694433,sa1694433,fa1694433,d1694433
1694434,2018-01-21,fr1694434,F18008882,loc1694434,ci1694434,sp1694434,sa1694434,fa1694434,d1694434
1694435,2018-03-04,fr1694435,F18023519,loc1694435,ci1694435,sp1694435,sa1694435,fa1694435,d1694435
1694436,2018-03-04,fr1694436,F18023552,loc1694436,ci1694436,sp1694436,sa1694436,fa1694436,d1694436
1694437,2018-03-04,fr1694437,F18023576,loc1694437,ci1694437,sp1694437,sa1694437,fa1694437,d1694437
1694438,2018-03-04,fr1694438,F18023609,loc1694438,ci1694438,sp1694438,sa1694438,fa1694438,d1694438
1694439,2018-03-04,fr1694439,F18023626,loc1694439,ci1694439,sp1694439,sa1694439,fa1694439,d1694439
1694440,2018-03-05,fr1694440,F18023851,loc1694440,ci1694440,sp1694440,sa1694440,fa1694440,d1694440
1694441,2018-03-04,fr1694441,F18023750,loc1694441,ci1694441,sp1694441,sa1694441,fa1694441,d1694441
1694442,2018-03-05,fr1694442,F18023774,loc1694442,ci1694442,sp1694442,sa1694442,fa1694442,d1694442
1694443,2018-03-05,fr1694443,F18023818,loc1694443,ci1694443,sp1694443,sa1694443,fa1694443,d1694443
1694444,2018-03-05,fr1694444,F18023840,loc1694444,ci1694444,sp1694444,sa1694444,fa1694444,d1694444
1694445,2018-01-08,fr1694445,F18003858,loc1694445,ci1694445,sp1694445,sa1694445,fa1694445,d1694445
1694446,2018-01-24,fr1694446,F18010057,loc1694446,ci1694446,sp1694446,sa1694446,fa1694446,d1694446
1694447,2018-01-02,fr1694447,F18000499,loc1694447,ci1694447,sp1694447,sa1694447,fa1694447,d1694447
1694448,2018-02-19,fr1694448,F18019184,loc1694448,ci1694448,sp1694448,sa1694448,fa1694448,d1694448
1694449,2018-02-20,fr1694449,F18019266,loc1694449,ci1694449,sp1694449,sa1694449,fa1694449,d1694449
1694450,2018-02-20,fr1694450,F18019307,loc1694450,ci1694450,sp1694450,sa1694450,fa1694450,d1694450
1694451,2018-02-20,fr1694451,F18019549,loc1694451,ci1694451,sp1694451,sa1694451,fa1694451,d1694451
1694452,2018-02-20,fr1694452,F18019327,loc1694452,ci1694452,sp1694452,sa1694452,fa1694452,d1694452
1694453,2018-02-20,fr1694453,F18019500,loc1694453,ci1694453,sp1694453,sa1694453,fa1694453,d1694453
1694454,2018-02-20,fr1694454,F18019543,loc1694454,ci1694454,sp1694454,sa1694454,fa1694454,d1694454
1694455,2018-02-20,fr1694455,F18019635,loc1694455,ci1694455,sp1694455,sa1694455,fa1694455,d1694455
1694456,2018-03-12,fr1694456,F18026125,loc1694456,ci1694456,sp1694456,sa1694456,fa1694456,d1694456
1694457,2018-03-12,fr1694457,F18026129,loc1694457,ci1694457,sp1694457,sa1694457,fa1694457,d1694457
1694458,2018-03-12,fr1694458,F18026133,loc1694458,ci1694458,sp1694458,sa1694458,fa1694458,d1694458
1694459,2018-03-12,fr1694459,F18026152,loc1694459,ci1694459,sp1694459,sa1694459,fa1694459,d1694459
1694460,2018-03-12,fr1694460,F18026185,loc1694460,ci1694460,sp1694460,sa1694460,fa1694460,d1694460
1694461,2018-03-12,fr1694461,F18026213,loc1694461,ci1694461,sp1694461,sa1694461,fa1694461,d1694461
1694462,2018-03-12,fr1694462,F18026273,loc1694462,ci1694462,sp1694462,sa1694462,fa1694462,d1694462
1694463,2018-03-13,fr1694463,F18026403,loc1694463,ci1694463,sp1694463,sa1694463,fa1694463,d1694463
1694464,2018-03-13,fr1694464,F18026481,loc1694464,ci1694464,sp1694464,sa1694464,fa1694464,d1694464
