id,area_of_origin,level_of_origin,exposures,extent_of_fire,final_incident_type,ignition_source,material_first_ignited,possible_cause,smoke_spread,Status_of_Fire_On_Arrival
fr1694846,24,B01,,1,1,15,19,52,3,1
fr1694847,86,,,,1,999,47,99,,3
fr1694848,62,996,,9,1,73,59,98,10,2
fr1694849,,,,,3,,,,,
fr1694850,,,,,3,,,,,
fr1694851,,,,,1,,,,,
fr1694852,12,005,,1,1,999,46,1,3,1
fr1694853,81,,,,1,999,99,99,,3
fr1694854,,,,,3,,,,,
fr1694855,33,001,,2,1,47,97,60,4,2
fr1694856,59,015,,1,1,98,19,52,2,2
fr1694857,64,004,,2,1,71,57,45,4,1
fr1694858,27,997,,7,1,49,39,52,8,7
fr1694859,64,019,,1,1,71,48,47,2,3
fr1694860,44,001,,1,1,999,46,47,2,2
fr1694861,,,,,3,,,,,
fr1694862,28,B01,,2,1,23,43,52,4,1
fr1694863,64,009,,4,1,71,46,45,7,3
fr1694864,87,,,,1,71,36,44,,3
fr1694865,81,,,,1,999,47,52,,4
fr1694866,21,001,,2,1,28,14,52,3,1
fr1694867,,,,,3,,,,,
fr1694868,,,,,3,,,,,
fr1694869,,,,,3,,,,,
fr1694870,,,,,3,,,,,
fr1694871,,,,,3,,,,,
fr1694872,81,,,,1,81,99,98,,1
fr1694873,,,,,3,,,,,
fr1694874,,,,,3,,,,,
fr1694875,,,,,3,,,,,
fr1694876,24,004,,2,1,11,74,44,4,1
fr1694877,13,002,,2,1,76,56,4,7,3
fr1694878,89,,,,1,98,79,51,,4
fr1694879,44,,,,1,999,56,99,,3
fr1694880,81,,,,1,81,47,52,,3
fr1694881,,,,,3,,,,,
fr1694882,,,,,3,,,,,
fr1694883,24,003,,2,1,11,99,60,7,3
fr1694884,,,,,3,,,,,
fr1694885,11,001,,2,1,55,97,1,4,4
fr1694886,55,003,,1,1,83,79,51,2,1
fr1694887,44,,,,1,999,31,99,,4
fr1694888,,,,,3,,,,,
fr1694889,,,,,3,,,,,
fr1694890,,,,,3,,,,,
fr1694891,81,,,,1,81,99,52,,7
fr1694892,21,001,,7,1,999,99,99,7,4
fr1694893,24,011,,2,1,11,48,44,5,2
fr1694894,,,,,3,,,,,
fr1694895,44,001,,1,1,999,46,99,7,2
fr1694896,44,B01,,1,1,999,48,45,7,1
fr1694897,99,,2,,1,999,99,99,,8
fr1694898,,,,,3,,,,,
fr1694899,92,001,,4,1,88,62,1,7,4
fr1694900,,,,,3,,,,,
fr1694901,,,,,3,,,,,
fr1694902,,,,,3,,,,,
fr1694903,,,,,3,,,,,
fr1694904,24,B01,,1,1,12,74,44,4,2
fr1694905,44,,,,1,999,46,99,,3
fr1694906,,,,,3,,,,,
fr1694907,,,,,3,,,,,
fr1694908,,,,,3,,,,,
fr1694909,21,004,,3,1,19,21,47,4,4
fr1694910,24,019,,2,1,71,23,47,3,2
fr1694911,24,B01,,2,1,11,97,44,4,3
fr1694912,,,,,3,,,,,
fr1694913,81,,,,1,81,47,52,,7
fr1694914,42,B02,,1,1,999,21,99,4,1
fr1694915,,,,,3,,,,,
fr1694916,,,,,1,,,,,
fr1694917,,,,,3,,,,,
fr1694918,97,001,,1,1,63,79,60,8,9
fr1694919,61,002,,1,1,83,16,52,2,4
fr1694920,,,,,3,,,,,
fr1694921,97,,,,1,999,54,3,,1
fr1694922,44,001,,1,1,42,46,45,2,3
fr1694923,55,003,,2,1,23,97,52,4,9
fr1694924,63,001,,1,1,16,74,47,99,1
fr1694925,97,,,,1,999,99,99,,5
fr1694926,,,,,3,,,,,
fr1694927,68,001,,1,1,20,14,52,4,3
fr1694928,,,,,3,,,,,
fr1694929,44,,,,1,71,46,47,,4
fr1694930,27,B01,,2,1,43,97,52,8,2
fr1694931,,,,,3,,,,,
fr1694932,,,,,3,,,,,
fr1694933,,,,,3,,,,,
fr1694934,,,,,3,,,,,
fr1694935,81,,,,1,81,47,98,,7
fr1694936,89,,,,1,999,47,98,,4
fr1694937,68,001,,4,1,24,14,52,2,3
fr1694938,,,,,3,,,,,
fr1694939,71,,,,1,92,51,4,,3
fr1694940,21,005,,2,1,93,97,50,2,2
fr1694941,81,,,,1,999,96,99,,3
fr1694942,12,019,,2,1,77,51,1,4,4
fr1694943,71,,,,1,999,33,3,,1
fr1694944,64,001,,2,1,71,56,45,9,1
fr1694945,,,,,3,,,,,
fr1694946,,,,,3,,,,,
fr1694947,11,001,,1,1,999,46,1,2,1
fr1694948,27,001,,1,1,43,34,60,3,2
fr1694949,,,,,3,,,,,
fr1694950,,,,,3,,,,,
fr1694951,,,,,3,,,,,
fr1694952,,,,,3,,,,,
fr1694953,12,001,,1,1,999,46,1,2,1
fr1694954,,,,,3,,,,,
fr1694955,41,003,,2,1,71,39,45,7,2
fr1694956,,,,,3,,,,,
fr1694957,24,001,,1,1,16,74,28,2,1
fr1694958,83,,,,1,81,43,52,,7
fr1694959,,,,,3,,,,,
fr1694960,71,,,,1,92,46,1,,4
fr1694961,,,,,3,,,,,
fr1694962,97,,,,1,999,99,45,,1
fr1694963,,,,,3,,,,,
fr1694964,,,,,3,,,,,
fr1694965,,,,,3,,,,,
fr1694966,24,016,,2,1,12,74,50,2,1
fr1694967,,,,,3,,,,,
fr1694968,,,,,3,,,,,
fr1694969,,,,,3,,,,,
fr1694970,,,,,3,,,,,
fr1694971,,,,,3,,,,,
fr1694972,,,,,3,,,,,
fr1694973,64,003,,2,1,28,51,52,2,1
fr1694974,42,001,1,10,1,999,14,99,8,8
fr1694975,81,,,,1,82,79,20,,4
fr1694976,86,,,,1,999,39,99,,2
fr1694977,,,,,3,,,,,
fr1694978,,,,,3,,,,,
fr1694979,42,001,1,7,1,999,14,99,8,5
fr1694980,,,,,3,,,,,
fr1694981,44,,,,1,999,41,99,,1
fr1694982,,,,,3,,,,,
fr1694983,,,,,3,,,,,
fr1694984,,,,,3,,,,,
fr1694985,,,,,3,,,,,
fr1694986,99,,,,1,999,99,3,,4
fr1694987,86,,,,1,999,99,1,,7
fr1694988,24,001,,1,1,11,97,44,5,1
fr1694989,75,,,,1,999,46,1,,9
fr1694990,64,006,,2,1,999,48,98,5,3
fr1694991,,,,,3,,,,,
fr1694992,,,,,3,,,,,
fr1694993,,,,,3,,,,,
fr1694994,44,,,,1,999,46,99,,3
fr1694995,81,,,,1,82,96,51,,4
fr1694996,24,001,,1,1,19,99,99,8,1
fr1694997,,,,,3,,,,,
fr1694998,,,,,3,,,,,
fr1694999,72,003,,2,1,71,21,50,4,3
fr1695000,64,B02,,1,1,71,51,45,2,1
fr1695001,,,,,3,,,,,
fr1695002,,,,,3,,,,,
fr1695003,,,,,3,,,,,
fr1695004,,,,,3,,,,,
fr1695005,73,999,,1,1,999,47,99,99,7
fr1695006,,,,,3,,,,,
fr1695007,,,,,3,,,,,
fr1695008,84,999,,1,1,72,71,50,2,7
fr1695009,22,014,,1,1,999,31,99,5,2
fr1695010,42,001,,1,1,79,14,47,2,1
fr1695011,,,,,3,,,,,
fr1695012,42,001,,7,1,999,99,99,8,5
fr1695013,24,003,,2,1,11,74,44,4,1
fr1695014,72,001,,2,1,14,61,51,2,4
fr1695015,13,003,,1,1,999,41,1,2,1
fr1695016,22,016,,2,1,999,48,99,6,2
fr1695017,81,,,,1,81,43,52,,1
fr1695018,84,,,,1,84,71,60,,4
fr1695019,,,,,3,,,,,
fr1695020,,,,,3,,,,,
fr1695021,13,015,,1,1,999,56,99,2,1
fr1695022,,,,,3,,,,,
fr1695023,,,,,3,,,,,
fr1695024,,,,,3,,,,,
fr1695025,81,,,,1,82,99,98,,7
fr1695026,82,999,,1,1,999,47,51,99,4
fr1695027,87,,,,1,107,47,99,,4
fr1695028,,,,,3,,,,,
fr1695029,66,001,,2,1,24,14,52,6,3
fr1695030,,,,,3,,,,,
fr1695031,13,007,,1,1,999,56,1,2,2
fr1695032,89,,,,1,999,47,99,,7
fr1695033,,,,,3,,,,,
fr1695034,,,,,3,,,,,
fr1695035,,,,,3,,,,,
fr1695036,97,001,,2,1,98,19,60,7,1
fr1695037,,,,,3,,,,,
fr1695038,81,,,,1,999,47,52,,4
fr1695039,,,,,3,,,,,
fr1695040,44,,,,1,999,46,45,,3
fr1695041,81,,,,1,999,47,99,,7
fr1695042,99,,,,1,999,46,98,,1
fr1695043,,,,,3,,,,,
fr1695044,,,,,3,,,,,
fr1695045,,,,,3,,,,,
fr1695046,83,,,,1,81,99,52,,7
fr1695047,,,,,3,,,,,
fr1695048,89,,,,1,999,47,50,,1
fr1695049,25,B01,,2,1,999,99,52,4,2
fr1695050,44,,,,1,999,19,11,,1
fr1695051,86,,,,1,999,48,98,,4
fr1695052,89,,,,1,999,99,99,,3
fr1695053,29,,,,1,81,43,20,,4
fr1695054,42,B01,,1,1,71,14,47,2,3
fr1695055,,,,,3,,,,,
fr1695056,,,,,3,,,,,
fr1695057,,,,,3,,,,,
fr1695058,,,,,3,,,,,
fr1695059,,,,,3,,,,,
fr1695060,83,,,,1,20,43,52,,4
fr1695061,,,,,3,,,,,
fr1695062,,,,,3,,,,,
fr1695063,62,001,,4,1,98,11,46,4,4
fr1695064,,,,,3,,,,,
fr1695065,64,016,,1,1,71,56,45,9,2
fr1695066,,,,,3,,,,,
fr1695067,24,010,,1,1,12,74,44,5,2
fr1695068,61,001,,1,1,79,19,3,2,3
fr1695069,99,,,,1,999,99,1,,3
fr1695070,24,001,,2,1,999,97,52,5,1
fr1695071,,,,,3,,,,,
fr1695072,,,,,3,,,,,
fr1695073,13,B01,,7,1,77,79,1,8,4
fr1695074,74,999,,1,1,999,97,99,99,4
fr1695075,29,B02,,1,1,21,43,52,4,1
fr1695076,75,,,,1,104,46,99,,2
fr1695077,64,020,,1,1,71,21,45,99,4
fr1695078,,,,,3,,,,,
fr1695079,,,,,3,,,,,
fr1695080,,,,,3,,,,,
fr1695081,61,001,,2,1,999,12,99,99,1
fr1695082,,,,,3,,,,,
fr1695083,,,,,3,,,,,
fr1695084,47,,,,1,999,56,98,,4
fr1695085,,,,,3,,,,,
fr1695086,,,,,3,,,,,
fr1695087,,,,,3,,,,,
fr1695088,97,,,,1,81,43,52,,4
fr1695089,21,B01,,2,1,999,14,99,4,1
fr1695090,,,,,3,,,,,
fr1695091,,,,,3,,,,,
fr1695092,39,003,,1,1,62,46,46,2,1
fr1695093,,,,,3,,,,,
fr1695094,,,,,3,,,,,
fr1695095,97,B01,,1,1,48,54,52,3,1
fr1695096,24,003,,3,1,11,23,50,4,3
fr1695097,81,,,,1,81,97,52,,7
fr1695098,,,,,3,,,,,
fr1695099,75,,,,1,71,46,45,,7
fr1695100,25,003,,4,1,24,43,52,3,1
fr1695101,,,,,3,,,,,
fr1695102,87,,,,1,999,55,99,,4
fr1695103,21,002,,2,1,55,29,44,5,2
fr1695104,81,,,,1,999,99,99,,7
fr1695105,,,,,3,,,,,
fr1695106,55,001,,2,1,23,43,52,4,1
fr1695107,42,001,,2,1,98,61,44,3,2
fr1695108,24,B01,,2,1,11,74,47,7,3
fr1695109,,,,,3,,,,,
fr1695110,,,,,3,,,,,
fr1695111,,,,,3,,,,,
fr1695112,,,,,3,,,,,
fr1695113,,,,,3,,,,,
fr1695114,,,,,3,,,,,
fr1695115,,,,,3,,,,,
fr1695116,,,,,3,,,,,
fr1695117,26,024,,1,1,41,33,44,3,2
fr1695118,,,,,3,,,,,
fr1695119,13,006,,1,1,71,46,45,2,1
fr1695120,,,,,3,,,,,
fr1695121,,,,,3,,,,,
fr1695122,21,005,,1,1,96,97,60,3,1
fr1695123,28,001,,2,1,999,71,1,4,4
fr1695124,,,,,3,,,,,
fr1695125,22,001,,4,1,999,99,98,8,3
fr1695126,12,002,,1,1,999,46,4,4,1
fr1695127,,,,,3,,,,,
fr1695128,81,,,,1,999,99,99,,7
fr1695129,24,027,,2,1,11,74,44,3,1
fr1695130,,,,,3,,,,,
fr1695131,,,,,3,,,,,
fr1695132,97,,,,1,20,97,99,,4
fr1695133,,,,,3,,,,,
fr1695134,,,,,3,,,,,
fr1695135,,,,,3,,,,,
fr1695136,52,B01,,1,1,84,97,20,7,9
fr1695137,24,003,,1,1,11,97,47,3,2
fr1695138,,,,,3,,,,,
fr1695139,,,,,3,,,,,
fr1695140,,,,,3,,,,,
fr1695141,,,,,3,,,,,
fr1695142,22,B01,,2,1,79,31,45,5,3
fr1695143,,,,,3,,,,,
fr1695144,64,002,,1,1,71,54,45,4,4
fr1695145,89,,,,1,999,54,1,,3
fr1695146,89,,,,1,82,81,51,,7
fr1695147,24,007,,1,1,999,54,99,3,1
fr1695148,,,,,3,,,,,
fr1695149,44,001,,1,1,999,46,99,7,2
fr1695150,83,,,,1,81,47,52,,7
fr1695151,,,,,3,,,,,
fr1695152,,,,,3,,,,,
fr1695153,71,,,,1,79,46,1,,4
fr1695154,81,,,,1,999,47,99,,3
fr1695155,24,002,,1,1,11,74,44,2,1
fr1695156,,,,,3,,,,,
fr1695157,,,,,3,,,,,
fr1695158,81,,,,1,81,16,52,,3
fr1695159,,,,,3,,,,,
fr1695160,,,,,3,,,,,
fr1695161,,,,,3,,,,,
fr1695162,,,,,3,,,,,
fr1695163,,,,,3,,,,,
fr1695164,,,,,3,,,,,
fr1695165,,,,,3,,,,,
fr1695166,,,,,3,,,,,
fr1695167,97,,,,1,20,51,20,,3
fr1695168,,,,,3,,,,,
fr1695169,,,,,3,,,,,
fr1695170,,,,,3,,,,,
fr1695171,22,019,,4,1,77,32,1,7,2
fr1695172,,,,,3,,,,,
fr1695173,41,B01,,1,1,999,41,99,4,1
fr1695174,74,997,,1,1,999,99,99,2,2
fr1695175,,,,,3,,,,,
fr1695176,79,001,,2,1,999,54,3,2,4
fr1695177,86,B01,,1,1,999,47,99,2,2
fr1695178,81,,,,1,999,99,99,,3
fr1695179,86,,,,1,999,47,99,,3
fr1695180,,,,,3,,,,,
fr1695181,24,001,,2,1,11,23,60,4,2
fr1695182,,,,,3,,,,,
fr1695183,,,,,3,,,,,
fr1695184,,,,,3,,,,,
fr1695185,,,,,3,,,,,
fr1695186,,,,,3,,,,,
fr1695187,,,,,3,,,,,
fr1695188,,,,,3,,,,,
fr1695189,44,B01,,1,1,999,46,45,2,9
fr1695190,73,,,,1,96,51,73,,4
fr1695191,44,,,,1,999,99,99,,3
fr1695192,,,,,3,,,,,
fr1695193,24,002,,1,1,11,74,60,2,1
fr1695194,79,001,,2,1,92,55,44,3,4
fr1695195,,,,,3,,,,,
fr1695196,,,,,3,,,,,
fr1695197,,,,,3,,,,,
fr1695198,,,,,3,,,,,
fr1695199,72,,,,1,71,55,47,,3
fr1695200,12,003,,1,1,77,39,1,4,1
fr1695201,,,,,3,,,,,
fr1695202,,,,,3,,,,,
fr1695203,,,,,3,,,,,
fr1695204,,,,,3,,,,,
fr1695205,64,001,,4,1,14,13,45,7,5
fr1695206,44,001,,1,1,72,46,47,3,1
fr1695207,,,,,3,,,,,
fr1695208,,,,,3,,,,,
fr1695209,72,,,,1,47,14,52,,7
fr1695210,44,001,,1,1,83,54,60,8,3
fr1695211,,,,,3,,,,,
fr1695212,,,,,3,,,,,
fr1695213,,,,,3,,,,,
fr1695214,,,,,3,,,,,
fr1695215,,,,,3,,,,,
fr1695216,,,,,3,,,,,
fr1695217,,,,,3,,,,,
fr1695218,,,,,3,,,,,
fr1695219,73,B01,,1,1,999,46,45,10,4
fr1695220,,,,,3,,,,,
fr1695221,,,,,3,,,,,
fr1695222,,,,,3,,,,,
fr1695223,,,,,3,,,,,
fr1695224,24,001,,1,1,11,74,44,2,1
fr1695225,44,,,,1,71,46,60,,3
fr1695226,,,,,3,,,,,
fr1695227,,,,,3,,,,,
fr1695228,78,003,,4,1,71,46,45,6,5
fr1695229,71,001,,1,1,106,51,73,2,3
fr1695230,,,,,3,,,,,
fr1695231,,,,,3,,,,,
fr1695232,,,,,3,,,,,
fr1695233,82,,,,1,82,81,51,,4
fr1695234,24,018,,2,1,11,74,47,3,1
fr1695235,,,,,3,,,,,
fr1695236,,,,,3,,,,,
fr1695237,,,,,3,,,,,
fr1695238,,,,,3,,,,,
fr1695239,86,,,,1,71,58,1,,2
fr1695240,81,,,,1,999,47,60,,3
fr1695241,,,,,3,,,,,
fr1695242,60,B01,,1,1,23,43,98,2,1
fr1695243,,,,,3,,,,,
fr1695244,21,001,,2,1,83,97,52,7,1
fr1695245,25,002,,1,1,49,97,20,2,1
fr1695246,,,,,3,,,,,
fr1695247,22,B01,,3,1,35,14,28,8,3
fr1695248,,,,,3,,,,,
fr1695249,81,,,,1,81,47,98,,7
fr1695250,81,,,,1,81,99,99,,4
fr1695251,,,,,3,,,,,
fr1695252,,,,,3,,,,,
fr1695253,22,015,,2,1,999,31,99,5,4
fr1695254,81,,,,1,82,47,20,,3
fr1695255,,,,,3,,,,,
fr1695256,,,,,3,,,,,
fr1695257,,,,,3,,,,,
fr1695258,62,003,,1,1,24,55,52,2,2
fr1695259,81,,,,1,999,99,99,,7
fr1695260,,,,,3,,,,,
fr1695261,55,B01,,1,1,30,43,52,7,3
fr1695262,24,001,,2,1,11,74,44,3,1
fr1695263,,,,,3,,,,,
fr1695264,42,,,,1,999,46,11,,4
fr1695265,,,,,3,,,,,
fr1695266,,,,,3,,,,,
fr1695267,81,,,,1,81,43,20,,4
fr1695268,61,001,,9,1,999,12,99,9,2
fr1695269,81,,,,1,999,97,99,,3
fr1695270,89,,,,1,82,47,12,,4
fr1695271,97,,,,1,83,55,60,,3
fr1695272,12,012,,1,1,77,56,3,2,1
fr1695273,,,,,3,,,,,
fr1695274,,,,,3,,,,,
fr1695275,81,,,,1,82,99,51,,7
fr1695276,81,,,,1,999,99,99,,7
fr1695277,,,,,3,,,,,
fr1695278,,,,,3,,,,,
fr1695279,,,,,3,,,,,
fr1695280,24,012,,2,1,11,54,98,4,1
fr1695281,,,,,3,,,,,
fr1695282,,,,,3,,,,,
fr1695283,12,022,,2,1,23,19,20,7,2
fr1695284,24,022,,2,1,11,23,44,7,1
fr1695285,81,,,,1,81,43,52,,1
fr1695286,,,,,3,,,,,
fr1695287,68,003,1,11,1,73,15,50,10,9
fr1695288,71,,,,1,999,12,11,,4
fr1695289,81,,,,1,82,47,20,,4
fr1695290,11,001,,2,1,55,54,45,4,2
fr1695291,,,,,3,,,,,
fr1695292,42,001,,2,1,999,99,98,8,4
fr1695293,,,,,3,,,,,
fr1695294,,,,,3,,,,,
fr1695295,21,012,,2,1,19,41,47,3,1
fr1695296,97,,,,1,999,55,3,,4
fr1695297,55,B01,,2,1,23,19,52,4,2
fr1695298,62,002,,9,1,73,11,47,99,3
fr1695299,,,,,3,,,,,
fr1695300,81,,,,1,999,47,99,,7
fr1695301,62,996,,1,1,73,11,20,99,2
fr1695302,21,B01,,2,1,49,97,52,7,3
fr1695303,55,001,,1,2,21,99,52,4,1
fr1695304,,,,,3,,,,,
fr1695305,22,B01,,2,1,55,58,46,7,1
fr1695306,,,,,3,,,,,
fr1695307,81,,,,1,999,99,99,,1
fr1695308,24,001,,2,1,11,23,44,4,2
fr1695309,24,B01,,2,1,12,54,44,7,3
fr1695310,24,002,,2,1,11,74,44,4,3
fr1695311,,,,,3,,,,,
fr1695312,,,,,3,,,,,
fr1695313,,,,,3,,,,,
fr1695314,83,,,,1,81,99,99,,7
fr1695315,86,,,,1,999,47,99,,7
fr1695316,,,,,3,,,,,
fr1695317,24,005,,2,1,11,23,44,5,2
fr1695318,24,015,,2,1,11,56,46,3,2
fr1695319,,,,,3,,,,,
fr1695320,44,001,,2,1,71,46,45,7,9
fr1695321,,,,,3,,,,,
fr1695322,,,,,3,,,,,
fr1695323,22,B01,,2,1,55,39,44,7,2
fr1695324,,,,,3,,,,,
fr1695325,24,003,,2,1,11,74,44,3,1
fr1695326,87,,,,1,98,97,99,,3
fr1695327,60,B02,,2,1,71,99,50,7,2
fr1695328,73,001,,1,1,81,47,60,2,7
fr1695329,81,,,,1,81,16,52,,7
fr1695330,,,,,3,,,,,
fr1695331,25,003,,2,1,24,14,52,4,2
fr1695332,74,001,1,11,1,999,99,98,10,4
fr1695333,,,,,3,,,,,
fr1695334,62,996,,9,1,71,11,45,9,5
fr1695335,27,B01,,2,1,43,97,28,2,2
fr1695336,,,,,3,,,,,
fr1695337,,,,,3,,,,,
fr1695338,44,001,,1,1,71,12,45,2,1
fr1695339,,,,,3,,,,,
fr1695340,81,,,,1,81,99,52,,4
fr1695341,,,,,3,,,,,
fr1695342,31,001,,1,1,62,55,49,4,4
fr1695343,61,002,,9,1,999,19,99,5,3
fr1695344,29,,,,1,20,43,52,,4
fr1695345,99,,,,1,999,99,99,,7
fr1695346,49,001,,2,1,98,57,99,7,3
fr1695347,,,,,3,,,,,
fr1695348,62,996,,1,1,73,16,98,2,2
fr1695349,55,B01,,2,2,20,43,52,4,1
fr1695350,89,,,,1,81,43,52,,3
fr1695351,,,,,3,,,,,
fr1695352,86,,,,1,999,99,99,,3
fr1695353,,,,,3,,,,,
fr1695354,81,,,,1,81,43,52,,7
fr1695355,24,001,,2,1,11,97,44,4,1
fr1695356,44,B01,,1,1,999,99,99,4,1
fr1695357,86,,,,1,999,47,99,,4
fr1695358,50,B01,,2,1,43,14,99,4,4
fr1695359,,,,,3,,,,,
fr1695360,,,,,3,,,,,
fr1695361,,,,,3,,,,,
fr1695362,31,,,,1,24,16,52,,2
fr1695363,99,,,,1,999,99,99,,7
fr1695364,24,001,,2,1,11,23,49,5,2
fr1695365,44,001,,2,1,71,46,45,2,9
fr1695366,,,,,3,,,,,
fr1695367,23,003,,2,1,49,48,51,4,2
fr1695368,44,,,,1,999,99,99,,4
fr1695369,62,002,,1,1,999,19,99,2,5
fr1695370,50,B01,,1,1,98,62,60,2,2
fr1695371,29,,,,1,20,43,20,,4
fr1695372,,,,,3,,,,,
fr1695373,44,006,,1,1,77,46,3,4,4
fr1695374,,,,,3,,,,,
fr1695375,24,002,,1,1,11,74,47,3,1
fr1695376,,,,,3,,,,,
fr1695377,,,,,3,,,,,
fr1695378,,,,,3,,,,,
fr1695379,79,001,,2,1,71,97,48,99,3
fr1695380,85,,,,1,82,36,60,,3
fr1695381,78,004,,4,1,999,99,99,6,4
fr1695382,,,,,3,,,,,
fr1695383,,,,,3,,,,,
fr1695384,,,,,3,,,,,
fr1695385,81,001,,1,1,82,47,51,6,3
fr1695386,,,,,3,,,,,
fr1695387,53,001,,1,1,36,97,28,2,3
fr1695388,,,,,3,,,,,
fr1695389,81,,,,1,82,47,51,,1
fr1695390,64,B01,1,4,1,71,46,45,7,4
fr1695391,81,,,,1,82,43,51,,3
fr1695392,24,001,,2,1,11,97,44,4,1
fr1695393,,,,,3,,,,,
fr1695394,89,,,,1,999,47,99,,4
fr1695395,81,,,,1,84,99,20,,4
fr1695396,,,,,3,,,,,
fr1695397,50,B01,,2,1,30,55,52,7,2
fr1695398,31,001,,1,1,69,97,98,4,3
fr1695399,87,,,,1,81,43,52,,4
fr1695400,73,,,,1,999,47,99,,7
fr1695401,,,,,3,,,,,
fr1695402,24,010,,1,1,11,54,44,4,1
fr1695403,24,007,,2,1,11,87,44,3,2
fr1695404,24,006,,2,1,11,74,44,7,2
fr1695405,24,009,,2,1,11,74,44,4,3
fr1695406,81,,,,1,30,43,52,,5
fr1695407,,,,,3,,,,,
fr1695408,74,999,,1,1,999,39,1,10,3
fr1695409,81,,,,1,82,47,99,,4
fr1695410,24,001,,1,1,19,43,51,2,1
fr1695411,12,005,,1,1,23,43,52,7,1
fr1695412,,,,,3,,,,,
fr1695413,24,002,,2,1,11,55,44,5,2
fr1695414,,,,,1,,,,,
fr1695415,79,999,,1,1,93,55,60,99,3
fr1695416,,,,,3,,,,,
fr1695417,22,031,,3,1,55,39,44,5,2
fr1695418,64,006,,2,1,999,99,99,2,4
fr1695419,64,005,,3,1,71,46,45,4,4
fr1695420,72,001,,2,1,92,34,47,2,1
fr1695421,,,,,3,,,,,
fr1695422,,,,,3,,,,,
fr1695423,75,,,,1,76,46,1,,4
fr1695424,24,B01,,2,1,11,23,44,7,1
fr1695425,44,B01,,2,1,71,46,45,2,2
fr1695426,,,,,3,,,,,
fr1695427,24,022,,1,1,11,74,60,4,1
fr1695428,89,,,,1,82,71,51,,1
fr1695429,,,,,3,,,,,
fr1695430,,,,,3,,,,,
fr1695431,,,,,3,,,,,
fr1695432,81,,,,1,81,99,52,,7
fr1695433,86,,,,1,81,47,52,,7
fr1695434,,,,,3,,,,,
fr1695435,81,,,,1,82,99,99,,4
fr1695436,,,,,3,,,,,
fr1695437,,,,,3,,,,,
fr1695438,11,,,,1,999,99,99,,3
fr1695439,24,001,,2,1,11,74,44,7,1
fr1695440,,,,,3,,,,,
fr1695441,83,001,,2,1,20,43,52,4,9
fr1695442,22,012,,3,1,71,31,45,6,2
fr1695443,81,,,,1,24,71,98,,1
fr1695444,11,001,,3,1,77,21,1,8,4
fr1695445,81,001,,2,1,81,71,98,6,3
fr1695446,,,,,3,,,,,
fr1695447,,,,,3,,,,,
fr1695448,86,,,,1,999,47,1,,4
fr1695449,44,010,,1,1,999,46,45,4,2
fr1695450,,,,,3,,,,,
fr1695451,,,,,3,,,,,
fr1695452,,,,,3,,,,,
fr1695453,,,,,3,,,,,
fr1695454,24,009,,1,1,11,74,47,2,1
fr1695455,,,,,3,,,,,
fr1695456,,,,,3,,,,,
fr1695457,81,,,,1,999,99,99,,4
fr1695458,42,001,,2,1,73,96,45,4,2
fr1695459,22,020,,3,1,71,31,45,7,2
fr1695460,,,,,3,,,,,
fr1695461,,,,,3,,,,,
fr1695462,68,001,,2,1,37,14,20,7,2
fr1695463,81,,,,1,999,99,98,,7
fr1695464,64,008,,2,1,71,51,60,5,3
fr1695465,,,,,3,,,,,
fr1695466,56,001,,2,1,84,81,51,4,3
fr1695467,,,,,3,,,,,
fr1695468,,,,,3,,,,,
fr1695469,,,,,3,,,,,
fr1695470,42,B02,,1,1,999,46,99,2,1
fr1695471,,,,,3,,,,,
fr1695472,,,,,3,,,,,
fr1695473,,,,,3,,,,,
fr1695474,,,,,3,,,,,
fr1695475,,,,,3,,,,,
fr1695476,24,005,,3,1,11,31,60,5,1
fr1695477,66,,,,1,79,96,47,,3
fr1695478,61,001,,1,1,98,12,60,2,1
fr1695479,83,,,,2,20,43,52,,9
fr1695480,42,001,,8,1,999,99,99,8,7
fr1695481,22,001,,2,1,71,32,47,7,1
fr1695482,22,002,,2,1,20,13,52,7,2
fr1695483,31,001,,2,1,49,55,98,6,3
fr1695484,44,001,,2,1,71,46,45,4,3
fr1695485,27,B01,,1,1,43,58,28,7,1
fr1695486,12,003,1,10,1,29,43,50,10,3
fr1695487,,,,,3,,,,,
fr1695488,,,,,3,,,,,
fr1695489,89,,,,1,82,47,98,,4
fr1695490,99,998,2,8,1,999,99,99,10,7
fr1695491,81,,,,1,999,99,52,,3
fr1695492,29,,,,1,24,13,52,,2
fr1695493,52,B01,,1,1,62,62,52,2,2
fr1695494,83,,,,1,24,43,52,,3
fr1695495,,,,,3,,,,,
fr1695496,64,035,,2,1,71,52,98,4,4
fr1695497,81,,,,1,83,47,52,,1
fr1695498,,,,,3,,,,,
fr1695499,52,B01,,2,1,94,69,52,2,1
fr1695500,,,,,3,,,,,
fr1695501,,,,,3,,,,,
fr1695502,,,,,3,,,,,
fr1695503,24,001,,1,1,43,57,20,3,2
fr1695504,24,002,,1,1,11,33,47,4,2
fr1695505,,,,,3,,,,,
fr1695506,,,,,3,,,,,
fr1695507,55,B01,,1,1,23,43,52,4,2
fr1695508,,,,,3,,,,,
fr1695509,,,,,3,,,,,
fr1695510,,,,,3,,,,,
fr1695511,,,,,3,,,,,
fr1695512,81,,,,1,81,99,99,,3
fr1695513,24,015,,1,1,19,55,44,2,2
fr1695514,,,,,3,,,,,
