id,sp_operation,sp_presence
sp1700309,1,1
sp1700310,,
sp1700311,,
sp1700312,,
sp1700313,,
sp1700314,8,3
sp1700315,,
sp1700316,,
sp1700317,2,1
sp1700318,8,3
sp1700319,,
sp1700320,,
sp1700321,,
sp1700322,,
sp1700323,,
sp1700324,,
sp1700325,,
sp1700326,,
sp1700327,8,3
sp1700328,,
sp1700329,1,1
sp1700330,,
sp1700331,8,9
sp1700332,,
sp1700333,,
sp1700334,,
sp1700335,,
sp1700336,8,3
sp1700337,,
sp1700338,2,2
sp1700339,,
sp1700340,,
sp1700341,,
sp1700342,,
sp1700343,,
sp1700344,8,3
sp1700345,,
sp1700346,,
sp1700347,,
sp1700348,,
sp1700349,,
sp1700350,,
sp1700351,2,2
sp1700352,,
sp1700353,8,3
sp1700354,,
sp1700355,,
sp1700356,1,1
sp1700357,,
sp1700358,,
sp1700359,,
sp1700360,,
sp1700361,9,9
sp1700362,8,3
sp1700363,,
sp1700364,3,2
sp1700365,8,3
sp1700366,,
sp1700367,,
sp1700368,2,2
sp1700369,1,1
sp1700370,1,1
sp1700371,,
sp1700372,,
sp1700373,,
sp1700374,,
sp1700375,,
sp1700376,,
sp1700377,3,3
sp1700378,,
sp1700379,3,1
sp1700380,2,1
sp1700381,8,3
sp1700382,,
sp1700383,,
sp1700384,,
sp1700385,,
sp1700386,2,9
sp1700387,,
sp1700388,8,3
sp1700389,,
sp1700390,8,3
sp1700391,,
sp1700392,,
sp1700393,,
sp1700394,8,3
sp1700395,,
sp1700396,,
sp1700397,8,3
sp1700398,8,3
sp1700399,9,9
sp1700400,,
sp1700401,8,3
sp1700402,9,9
sp1700403,9,9
sp1700404,9,9
sp1700405,8,3
sp1700406,8,3
sp1700407,3,2
sp1700408,5,9
sp1700409,8,9
sp1700410,8,3
sp1700411,,
sp1700412,,
sp1700413,8,3
sp1700414,,
sp1700415,,
sp1700416,,
sp1700417,2,1
sp1700418,8,3
sp1700419,4,1
sp1700420,2,1
sp1700421,9,9
sp1700422,8,3
sp1700423,8,3
sp1700424,,
sp1700425,,
sp1700426,,
sp1700427,8,3
sp1700428,,
sp1700429,8,3
sp1700430,2,3
sp1700431,8,2
sp1700432,8,3
sp1700433,8,3
sp1700434,8,3
sp1700435,8,3
sp1700436,8,3
sp1700437,,
sp1700438,,
sp1700439,9,9
sp1700440,2,2
sp1700441,3,1
sp1700442,2,2
sp1700443,,
sp1700444,4,9
sp1700445,,
sp1700446,,
sp1700447,,
sp1700448,8,3
sp1700449,8,9
sp1700450,2,9
sp1700451,2,2
sp1700452,2,2
sp1700453,2,2
sp1700454,8,3
sp1700455,9,9
sp1700456,,
sp1700457,,
sp1700458,,
sp1700459,8,3
sp1700460,,
sp1700461,,
sp1700462,,
sp1700463,,
sp1700464,1,1
sp1700465,8,3
sp1700466,9,9
sp1700467,2,2
sp1700468,2,1
sp1700469,3,1
sp1700470,2,2
sp1700471,8,3
sp1700472,8,3
sp1700473,8,3
sp1700474,8,3
sp1700475,8,9
sp1700476,,
sp1700477,8,3
sp1700478,8,3
sp1700479,9,9
sp1700480,4,2
sp1700481,8,3
sp1700482,8,3
sp1700483,2,2
sp1700484,8,3
sp1700485,8,3
sp1700486,2,2
sp1700487,8,3
sp1700488,2,2
sp1700489,8,3
sp1700490,9,9
sp1700491,1,1
sp1700492,,
sp1700493,,
sp1700494,8,9
sp1700495,8,3
sp1700496,8,3
sp1700497,8,1
sp1700498,2,2
sp1700499,9,9
sp1700500,8,3
sp1700501,,
sp1700502,,
sp1700503,,
sp1700504,,
sp1700505,,
sp1700506,,
sp1700507,,
sp1700508,,
sp1700509,,
sp1700510,8,3
sp1700511,,
sp1700512,8,3
sp1700513,,
sp1700514,8,3
sp1700515,9,9
sp1700516,,
sp1700517,8,3
sp1700518,9,9
sp1700519,2,1
sp1700520,8,3
sp1700521,2,2
sp1700522,2,1
sp1700523,3,9
sp1700524,9,9
sp1700525,9,9
sp1700526,8,3
sp1700527,9,9
sp1700528,8,3
sp1700529,8,9
sp1700530,3,1
sp1700531,2,2
sp1700532,2,2
sp1700533,2,9
sp1700534,2,1
sp1700535,9,9
sp1700536,8,9
sp1700537,8,9
sp1700538,8,9
sp1700539,8,9
sp1700540,8,3
sp1700541,8,3
sp1700542,8,3
sp1700543,4,3
sp1700544,2,2
sp1700545,8,3
sp1700546,2,1
sp1700547,8,3
sp1700548,2,2
sp1700549,3,1
sp1700550,8,3
sp1700551,8,3
sp1700552,3,1
sp1700553,1,1
sp1700554,2,2
sp1700555,8,3
sp1700556,9,9
sp1700557,,
sp1700558,,
sp1700559,,
sp1700560,,
sp1700561,8,3
sp1700562,,
sp1700563,,
sp1700564,,
sp1700565,8,3
sp1700566,,
sp1700567,,
sp1700568,,
sp1700569,8,3
sp1700570,,
sp1700571,8,3
sp1700572,,
sp1700573,,
sp1700574,8,9
sp1700575,8,3
sp1700576,,
sp1700577,,
sp1700578,,
sp1700579,,
sp1700580,,
sp1700581,,
sp1700582,8,9
sp1700583,,
sp1700584,8,3
sp1700585,8,3
sp1700586,8,3
sp1700587,8,3
sp1700588,4,2
sp1700589,8,3
sp1700590,8,3
sp1700591,2,2
sp1700592,2,9
sp1700593,8,3
sp1700594,8,3
sp1700595,2,2
sp1700596,3,1
sp1700597,9,9
sp1700598,2,3
sp1700599,1,9
sp1700600,9,9
sp1700601,8,3
sp1700602,2,9
sp1700603,2,3
sp1700604,8,3
sp1700605,8,3
sp1700606,8,3
sp1700607,2,2
sp1700608,8,3
sp1700609,2,2
sp1700610,8,3
sp1700611,8,3
sp1700612,3,1
sp1700613,8,3
sp1700614,8,3
sp1700615,8,9
sp1700616,8,3
sp1700617,2,3
sp1700618,8,9
sp1700619,8,3
sp1700620,8,3
sp1700621,2,2
sp1700622,3,1
sp1700623,3,1
sp1700624,2,9
sp1700625,2,9
sp1700626,1,2
sp1700627,9,9
sp1700628,5,9
sp1700629,8,3
sp1700630,,
sp1700631,8,3
sp1700632,2,9
sp1700633,,
sp1700634,,
sp1700635,9,9
sp1700636,8,3
sp1700637,,
sp1700638,,
sp1700639,,
sp1700640,,
sp1700641,,
sp1700642,8,3
sp1700643,2,2
sp1700644,9,2
sp1700645,2,9
sp1700646,8,9
sp1700647,8,3
sp1700648,2,2
sp1700649,8,3
sp1700650,2,1
sp1700651,,
sp1700652,,
sp1700653,2,1
sp1700654,1,1
sp1700655,8,3
sp1700656,4,9
sp1700657,9,9
sp1700658,3,1
sp1700659,3,1
sp1700660,,
sp1700661,9,9
sp1700662,8,3
sp1700663,2,2
sp1700664,2,2
sp1700665,2,9
sp1700666,8,3
sp1700667,9,9
sp1700668,,
sp1700669,,
sp1700670,8,3
sp1700671,2,1
sp1700672,8,3
sp1700673,1,1
sp1700674,,
sp1700675,8,3
sp1700676,,
sp1700677,,
sp1700678,8,9
sp1700679,,
sp1700680,,
sp1700681,,
sp1700682,,
sp1700683,2,9
sp1700684,,
sp1700685,3,1
sp1700686,1,1
sp1700687,8,3
sp1700688,2,9
sp1700689,2,9
sp1700690,2,2
sp1700691,3,1
sp1700692,8,3
sp1700693,2,1
sp1700694,8,3
sp1700695,2,9
sp1700696,8,3
sp1700697,,
sp1700698,,
sp1700699,3,1
sp1700700,8,3
sp1700701,8,3
sp1700702,2,1
sp1700703,2,1
sp1700704,1,1
sp1700705,8,9
sp1700706,2,2
sp1700707,,
sp1700708,8,3
sp1700709,8,3
sp1700710,8,3
sp1700711,3,9
sp1700712,3,9
sp1700713,8,3
sp1700714,,
sp1700715,,
sp1700716,,
sp1700717,,
sp1700718,8,3
sp1700719,,
sp1700720,,
sp1700721,,
sp1700722,,
sp1700723,8,3
sp1700724,8,3
sp1700725,9,9
sp1700726,,
sp1700727,,
sp1700728,8,9
sp1700729,,
sp1700730,8,3
sp1700731,,
sp1700732,,
sp1700733,8,3
sp1700734,8,3
sp1700735,,
sp1700736,,
sp1700737,8,9
sp1700738,8,3
sp1700739,9,9
sp1700740,8,3
sp1700741,2,1
sp1700742,8,3
sp1700743,1,2
sp1700744,8,3
sp1700745,2,1
sp1700746,8,3
sp1700747,8,3
sp1700748,8,3
sp1700749,8,3
sp1700750,8,3
sp1700751,8,3
sp1700752,8,3
sp1700753,8,3
sp1700754,2,1
sp1700755,2,1
sp1700756,9,1
sp1700757,2,2
sp1700758,2,1
sp1700759,2,2
sp1700760,8,3
sp1700761,3,2
sp1700762,3,2
sp1700763,8,3
sp1700764,9,9
sp1700765,3,2
sp1700766,2,1
sp1700767,8,3
sp1700768,2,9
sp1700769,2,1
sp1700770,8,9
sp1700771,2,2
sp1700772,8,3
sp1700773,8,9
sp1700774,2,2
sp1700775,3,9
sp1700776,8,3
sp1700777,9,9
sp1700778,1,2
sp1700779,2,1
sp1700780,8,3
sp1700781,9,9
sp1700782,8,3
sp1700783,8,9
sp1700784,3,1
sp1700785,8,3
sp1700786,1,1
sp1700787,2,2
sp1700788,,
sp1700789,8,3
sp1700790,,
sp1700791,,
sp1700792,,
sp1700793,,
sp1700794,,
sp1700795,,
sp1700796,2,9
sp1700797,,
sp1700798,8,3
sp1700799,,
sp1700800,,
sp1700801,,
sp1700802,,
sp1700803,,
sp1700804,,
sp1700805,,
sp1700806,,
sp1700807,,
sp1700808,,
sp1700809,,
sp1700810,,
sp1700811,,
sp1700812,,
sp1700813,,
sp1700814,,
sp1700815,,
sp1700816,,
sp1700817,2,2
sp1700818,2,2
sp1700819,8,3
sp1700820,2,2
sp1700821,2,2
sp1700822,2,9
sp1700823,,
sp1700824,,
sp1700825,,
sp1700826,,
sp1700827,8,3
sp1700828,3,1
sp1700829,8,3
sp1700830,8,3
sp1700831,2,2
sp1700832,8,3
sp1700833,8,3
sp1700834,8,3
sp1700835,,
sp1700836,8,3
sp1700837,,
sp1700838,,
sp1700839,,
sp1700840,,
sp1700841,8,3
sp1700842,,
sp1700843,,
sp1700844,,
sp1700845,,
sp1700846,,
sp1700847,8,3
sp1700848,,
sp1700849,,
sp1700850,8,3
sp1700851,,
sp1700852,8,3
sp1700853,,
sp1700854,,
sp1700855,,
sp1700856,,
sp1700857,3,1
sp1700858,,
sp1700859,,
sp1700860,8,3
sp1700861,,
sp1700862,,
sp1700863,,
sp1700864,8,3
sp1700865,,
sp1700866,,
sp1700867,8,3
sp1700868,2,9
sp1700869,2,2
sp1700870,8,3
sp1700871,8,3
sp1700872,8,3
sp1700873,8,3
sp1700874,3,1
sp1700875,2,9
sp1700876,2,2
sp1700877,8,9
sp1700878,2,2
sp1700879,1,1
sp1700880,8,3
sp1700881,8,3
sp1700882,2,2
sp1700883,9,9
sp1700884,8,2
sp1700885,,
sp1700886,2,2
sp1700887,9,9
sp1700888,5,2
sp1700889,8,3
sp1700890,1,2
sp1700891,2,9
sp1700892,8,3
sp1700893,8,3
sp1700894,3,1
sp1700895,8,3
sp1700896,2,9
sp1700897,8,3
sp1700898,8,3
sp1700899,2,2
sp1700900,8,3
sp1700901,2,9
sp1700902,2,9
sp1700903,8,3
sp1700904,2,2
sp1700905,3,9
sp1700906,2,1
sp1700907,2,2
sp1700908,8,3
sp1700909,9,9
sp1700910,8,3
sp1700911,9,9
sp1700912,8,3
sp1700913,3,2
sp1700914,,
sp1700915,,
sp1700916,,
sp1700917,,
sp1700918,,
sp1700919,8,3
sp1700920,8,3
sp1700921,8,3
sp1700922,3,9
sp1700923,2,2
sp1700924,8,9
sp1700925,2,2
sp1700926,2,9
sp1700927,9,9
sp1700928,8,3
sp1700929,8,3
sp1700930,2,1
sp1700931,2,1
sp1700932,8,3
sp1700933,4,1
sp1700934,,
sp1700935,,
sp1700936,,
sp1700937,,
sp1700938,,
sp1700939,,
sp1700940,,
sp1700941,8,3
sp1700942,,
sp1700943,8,3
sp1700944,8,3
sp1700945,8,3
sp1700946,8,3
sp1700947,3,9
sp1700948,9,9
sp1700949,2,2
sp1700950,2,2
sp1700951,9,9
sp1700952,2,9
sp1700953,2,9
sp1700954,8,3
sp1700955,,
sp1700956,,
sp1700957,,
sp1700958,8,3
sp1700959,8,3
sp1700960,,
sp1700961,,
sp1700962,8,3
sp1700963,9,9
sp1700964,3,1
sp1700965,8,3
sp1700966,8,3
sp1700967,8,3
sp1700968,8,3
sp1700969,8,3
sp1700970,,
sp1700971,8,3
sp1700972,8,3
sp1700973,,
sp1700974,,
sp1700975,,
sp1700976,2,2
sp1700977,,
sp1700978,8,3
sp1700979,,
sp1700980,,
sp1700981,3,9
sp1700982,8,3
sp1700983,5,9
sp1700984,9,9
sp1700985,8,3
sp1700986,8,9
sp1700987,8,3
sp1700988,3,9
sp1700989,4,1
sp1700990,8,3
sp1700991,8,3
sp1700992,8,9
sp1700993,2,1
sp1700994,8,3
sp1700995,2,9
sp1700996,2,2
sp1700997,8,3
sp1700998,4,1
sp1700999,9,9
sp1701000,9,9
sp1701001,2,2
sp1701002,2,9
sp1701003,8,3
sp1701004,2,1
sp1701005,2,2
sp1701006,2,2
sp1701007,2,1
sp1701008,1,1
sp1701009,9,9
sp1701010,2,3
sp1701011,8,3
sp1701012,3,9
sp1701013,9,9
sp1701014,8,3
sp1701015,2,1
sp1701016,2,2
sp1701017,3,2
sp1701018,8,3
sp1701019,8,3
sp1701020,2,1
sp1701021,3,1
sp1701022,,
sp1701023,,
sp1701024,8,3
sp1701025,8,9
sp1701026,8,3
sp1701027,8,9
sp1701028,9,9
sp1701029,,
sp1701030,,
sp1701031,2,9
sp1701032,9,9
sp1701033,,
sp1701034,8,3
sp1701035,8,9
sp1701036,2,2
sp1701037,8,3
sp1701038,8,3
sp1701039,9,9
sp1701040,3,9
sp1701041,8,3
sp1701042,3,2
sp1701043,9,9
sp1701044,9,9
sp1701045,2,9
sp1701046,2,1
sp1701047,,
sp1701048,4,2
sp1701049,8,9
sp1701050,,
sp1701051,8,3
sp1701052,,
sp1701053,8,3
sp1701054,9,9
sp1701055,3,9
sp1701056,8,3
sp1701057,8,3
sp1701058,8,3
sp1701059,9,1
sp1701060,8,3
sp1701061,8,3
sp1701062,8,3
sp1701063,4,9
sp1701064,3,9
sp1701065,9,9
sp1701066,8,3
sp1701067,8,2
sp1701068,2,1
sp1701069,8,2
sp1701070,8,3
sp1701071,2,1
sp1701072,9,9
sp1701073,2,9
sp1701074,8,3
sp1701075,2,2
sp1701076,3,2
sp1701077,8,3
sp1701078,2,1
sp1701079,9,9
sp1701080,8,3
sp1701081,2,1
sp1701082,9,9
sp1701083,8,3
sp1701084,2,2
sp1701085,2,1
sp1701086,8,3
sp1701087,3,9
sp1701088,2,2
sp1701089,8,3
sp1701090,8,3
sp1701091,8,3
sp1701092,8,3
sp1701093,8,3
sp1701094,2,9
sp1701095,2,2
sp1701096,8,3
sp1701097,3,9
sp1701098,5,9
sp1701099,3,1
sp1701100,8,3
sp1701101,8,3
sp1701102,2,1
sp1701103,8,3
sp1701104,8,3
sp1701105,,
sp1701106,,
sp1701107,9,9
sp1701108,,
sp1701109,,
sp1701110,,
sp1701111,8,3
sp1701112,,
sp1701113,8,3
sp1701114,8,3
sp1701115,8,3
sp1701116,5,1
sp1701117,8,3
sp1701118,,
sp1701119,8,3
sp1701120,,
sp1701121,,
sp1701122,8,3
sp1701123,2,2
sp1701124,9,9
sp1701125,2,2
sp1701126,9,9
sp1701127,8,3
sp1701128,8,3
sp1701129,3,1
sp1701130,2,1
sp1701131,8,9
sp1701132,2,1
sp1701133,8,3
sp1701134,1,1
sp1701135,,
sp1701136,8,3
sp1701137,8,3
sp1701138,,
sp1701139,3,1
sp1701140,,
sp1701141,9,9
sp1701142,,
sp1701143,2,1
sp1701144,,
sp1701145,,
sp1701146,8,3
sp1701147,9,9
sp1701148,3,1
sp1701149,9,9
sp1701150,,
sp1701151,2,2
sp1701152,8,3
sp1701153,8,3
sp1701154,9,9
sp1701155,2,1
sp1701156,2,2
sp1701157,8,3
sp1701158,,
sp1701159,8,3
sp1701160,2,9
sp1701161,,
sp1701162,8,3
sp1701163,3,2
sp1701164,3,1
sp1701165,2,2
sp1701166,8,3
sp1701167,2,2
sp1701168,2,2
sp1701169,2,2
sp1701170,2,2
sp1701171,8,3
sp1701172,8,3
sp1701173,2,1
sp1701174,2,2
sp1701175,2,2
sp1701176,2,2
sp1701177,3,2
sp1701178,3,1
sp1701179,8,3
sp1701180,8,3
sp1701181,3,1
sp1701182,8,3
sp1701183,1,1
sp1701184,8,3
sp1701185,9,9
sp1701186,8,3
sp1701187,1,1
sp1701188,,
sp1701189,,
sp1701190,,
sp1701191,8,3
sp1701192,8,3
sp1701193,,
sp1701194,,
sp1701195,8,3
sp1701196,8,3
sp1701197,,
sp1701198,,
sp1701199,,
sp1701200,,
sp1701201,,
sp1701202,,
sp1701203,,
sp1701204,8,3
sp1701205,,
sp1701206,,
sp1701207,,
sp1701208,8,9
sp1701209,8,3
sp1701210,8,3
sp1701211,1,2
sp1701212,,
sp1701213,2,1
sp1701214,2,2
sp1701215,,
sp1701216,,
sp1701217,8,3
sp1701218,8,3
sp1701219,,
sp1701220,,
sp1701221,,
sp1701222,1,9
sp1701223,2,2
sp1701224,3,9
sp1701225,8,3
sp1701226,1,1
sp1701227,,
sp1701228,9,9
sp1701229,,
sp1701230,,
sp1701231,,
sp1701232,1,1
sp1701233,3,2
sp1701234,2,1
sp1701235,8,3
sp1701236,8,3
sp1701237,,
sp1701238,8,3
sp1701239,8,3
sp1701240,8,3
sp1701241,,
sp1701242,8,3
sp1701243,8,3
sp1701244,8,3
sp1701245,,
sp1701246,,
sp1701247,,
sp1701248,8,3
sp1701249,3,1
sp1701250,,
sp1701251,8,9
sp1701252,,
sp1701253,8,3
sp1701254,8,3
sp1701255,8,3
sp1701256,8,3
sp1701257,8,3
sp1701258,8,3
sp1701259,3,1
sp1701260,,
sp1701261,9,9
sp1701262,2,9
sp1701263,8,3
sp1701264,2,2
sp1701265,2,2
sp1701266,9,9
sp1701267,2,9
sp1701268,8,3
sp1701269,8,3
sp1701270,,
sp1701271,,
sp1701272,,
sp1701273,,
sp1701274,,
sp1701275,,
sp1701276,,
sp1701277,2,1
sp1701278,,
sp1701279,1,2
sp1701280,,
sp1701281,,
sp1701282,8,3
sp1701283,1,1
sp1701284,,
sp1701285,8,3
sp1701286,,
sp1701287,8,3
sp1701288,3,1
sp1701289,8,3
sp1701290,8,3
sp1701291,3,1
sp1701292,1,1
sp1701293,8,3
sp1701294,8,9
sp1701295,8,3
sp1701296,8,3
sp1701297,8,3
sp1701298,,
sp1701299,,
sp1701300,9,9
sp1701301,8,3
sp1701302,2,2
sp1701303,1,1
sp1701304,2,1
sp1701305,2,9
sp1701306,8,9
sp1701307,,
sp1701308,1,2
sp1701309,8,3
sp1701310,3,1
sp1701311,8,3
sp1701312,2,9
sp1701313,,
sp1701314,2,9
sp1701315,8,3
sp1701316,3,2
sp1701317,,
sp1701318,,
sp1701319,2,2
sp1701320,8,9
sp1701321,,
sp1701322,8,3
sp1701323,8,3
sp1701324,8,3
sp1701325,8,3
sp1701326,2,9
sp1701327,2,9
sp1701328,8,3
sp1701329,,
sp1701330,9,1
sp1701331,,
sp1701332,8,3
sp1701333,8,3
sp1701334,8,3
sp1701335,9,3
sp1701336,8,3
sp1701337,,
sp1701338,,
sp1701339,,
sp1701340,,
sp1701341,,
sp1701342,,
sp1701343,8,3
sp1701344,,
sp1701345,3,1
sp1701346,8,9
sp1701347,8,3
sp1701348,,
sp1701349,9,9
sp1701350,8,9
sp1701351,8,3
sp1701352,3,9
sp1701353,,
sp1701354,8,3
sp1701355,8,3
sp1701356,8,3
sp1701357,,
sp1701358,,
sp1701359,2,1
sp1701360,,
sp1701361,,
sp1701362,1,1
sp1701363,8,3
sp1701364,8,3
sp1701365,8,3
sp1701366,8,3
sp1701367,9,9
sp1701368,8,3
sp1701369,2,1
sp1701370,8,3
sp1701371,1,9
sp1701372,8,3
sp1701373,8,3
sp1701374,2,2
sp1701375,8,3
sp1701376,8,3
sp1701377,8,3
sp1701378,8,3
sp1701379,8,3
sp1701380,9,9
sp1701381,8,3
sp1701382,8,3
sp1701383,2,1
sp1701384,,
sp1701385,8,3
sp1701386,9,9
sp1701387,3,9
sp1701388,8,9
sp1701389,8,3
sp1701390,8,3
sp1701391,2,1
sp1701392,,
sp1701393,2,1
sp1701394,2,2
sp1701395,,
sp1701396,,
sp1701397,2,2
sp1701398,,
sp1701399,8,9
sp1701400,8,3
sp1701401,8,3
sp1701402,8,3
sp1701403,,
sp1701404,8,3
sp1701405,8,3
sp1701406,8,3
sp1701407,8,3
sp1701408,,
sp1701409,3,2
sp1701410,8,3
sp1701411,8,3
sp1701412,2,2
sp1701413,8,3
sp1701414,8,3
sp1701415,1,1
sp1701416,8,3
sp1701417,2,1
sp1701418,2,1
sp1701419,8,3
sp1701420,8,2
sp1701421,8,3
sp1701422,2,3
sp1701423,,
sp1701424,8,3
sp1701425,2,1
sp1701426,2,1
sp1701427,,
sp1701428,8,3
sp1701429,8,3
sp1701430,8,3
sp1701431,,
sp1701432,,
sp1701433,,
sp1701434,9,9
sp1701435,8,9
sp1701436,2,2
sp1701437,2,1
sp1701438,8,3
sp1701439,8,3
sp1701440,8,3
sp1701441,2,1
sp1701442,8,3
sp1701443,8,3
sp1701444,8,3
sp1701445,8,3
sp1701446,5,3
sp1701447,8,3
sp1701448,3,1
sp1701449,8,3
sp1701450,,
sp1701451,8,3
sp1701452,8,3
sp1701453,8,3
sp1701454,8,3
sp1701455,8,3
sp1701456,2,9
sp1701457,,
sp1701458,1,2
sp1701459,,
sp1701460,8,9
sp1701461,8,3
sp1701462,9,9
sp1701463,,
sp1701464,,
sp1701465,,
sp1701466,,
sp1701467,,
sp1701468,,
sp1701469,,
sp1701470,,
sp1701471,,
sp1701472,,
sp1701473,8,3
sp1701474,2,2
sp1701475,8,3
sp1701476,2,2
sp1701477,8,3
sp1701478,8,3
sp1701479,,
sp1701480,8,3
sp1701481,,
sp1701482,,
sp1701483,,
sp1701484,,
sp1701485,,
sp1701486,,
sp1701487,,
sp1701488,8,3
sp1701489,5,2
sp1701490,1,1
sp1701491,1,2
sp1701492,8,3
sp1701493,2,1
sp1701494,8,3
sp1701495,,
sp1701496,8,3
sp1701497,,
sp1701498,,
sp1701499,,
sp1701500,8,3
sp1701501,,
sp1701502,8,3
sp1701503,,
sp1701504,8,3
sp1701505,9,9
sp1701506,1,1
sp1701507,8,3
sp1701508,2,9
sp1701509,8,3
sp1701510,8,3
sp1701511,4,9
sp1701512,,
sp1701513,8,3
sp1701514,8,3
sp1701515,1,2
sp1701516,1,1
sp1701517,,
sp1701518,2,1
sp1701519,8,3
sp1701520,8,3
sp1701521,1,1
sp1701522,8,3
sp1701523,2,9
sp1701524,8,3
sp1701525,8,3
sp1701526,8,3
sp1701527,,
sp1701528,8,3
sp1701529,8,3
sp1701530,8,3
sp1701531,8,3
sp1701532,,
sp1701533,8,3
sp1701534,,
sp1701535,8,3
sp1701536,,
sp1701537,8,3
sp1701538,,
sp1701539,8,3
sp1701540,9,9
sp1701541,8,3
sp1701542,2,2
sp1701543,8,3
sp1701544,8,3
sp1701545,1,1
sp1701546,3,1
sp1701547,3,9
sp1701548,8,3
sp1701549,,
sp1701550,,
sp1701551,,
sp1701552,8,3
sp1701553,,
sp1701554,8,3
sp1701555,,
sp1701556,,
sp1701557,,
sp1701558,,
sp1701559,,
sp1701560,,
sp1701561,,
sp1701562,2,1
sp1701563,,
sp1701564,8,3
sp1701565,8,3
sp1701566,,
sp1701567,8,3
sp1701568,8,9
sp1701569,8,3
sp1701570,8,3
sp1701571,8,3
sp1701572,,
sp1701573,8,3
sp1701574,8,3
sp1701575,9,9
sp1701576,8,3
sp1701577,8,3
sp1701578,8,3
sp1701579,8,3
sp1701580,3,1
sp1701581,8,3
sp1701582,9,9
sp1701583,,
sp1701584,,
sp1701585,8,3
sp1701586,,
sp1701587,8,3
sp1701588,,
sp1701589,8,3
sp1701590,8,3
sp1701591,1,1
sp1701592,8,3
sp1701593,2,9
sp1701594,2,2
sp1701595,8,3
sp1701596,2,9
sp1701597,8,3
sp1701598,,
sp1701599,,
sp1701600,,
sp1701601,,
sp1701602,,
sp1701603,8,9
sp1701604,,
sp1701605,9,9
sp1701606,8,3
sp1701607,8,3
sp1701608,,
sp1701609,8,3
sp1701610,1,1
sp1701611,,
sp1701612,8,3
sp1701613,,
sp1701614,,
sp1701615,,
sp1701616,,
sp1701617,,
sp1701618,,
sp1701619,,
sp1701620,,
sp1701621,1,1
sp1701622,8,3
sp1701623,8,3
sp1701624,2,1
sp1701625,8,3
sp1701626,8,3
sp1701627,8,3
sp1701628,,
sp1701629,8,3
sp1701630,8,3
sp1701631,,
sp1701632,2,9
sp1701633,8,3
sp1701634,2,9
sp1701635,2,2
sp1701636,8,3
sp1701637,8,3
sp1701638,8,3
sp1701639,8,3
sp1701640,8,3
sp1701641,8,3
sp1701642,,
sp1701643,8,3
sp1701644,8,3
sp1701645,8,3
sp1701646,8,3
sp1701647,8,3
sp1701648,,
sp1701649,,
sp1701650,,
sp1701651,8,3
sp1701652,,
sp1701653,,
sp1701654,8,3
sp1701655,3,9
sp1701656,,
sp1701657,2,1
sp1701658,,
sp1701659,,
sp1701660,,
sp1701661,,
sp1701662,,
sp1701663,,
sp1701664,,
sp1701665,,
sp1701666,,
sp1701667,,
sp1701668,8,3
sp1701669,,
sp1701670,8,3
sp1701671,2,2
sp1701672,8,3
sp1701673,8,3
sp1701674,8,3
sp1701675,4,1
sp1701676,1,1
sp1701677,,
sp1701678,,
sp1701679,,
sp1701680,8,3
sp1701681,,
sp1701682,,
sp1701683,,
sp1701684,,
sp1701685,,
sp1701686,,
sp1701687,2,2
sp1701688,8,3
sp1701689,8,3
sp1701690,8,3
sp1701691,3,1
sp1701692,3,2
sp1701693,1,1
sp1701694,3,2
sp1701695,1,1
sp1701696,3,2
sp1701697,,
sp1701698,,
sp1701699,,
sp1701700,,
sp1701701,,
sp1701702,,
sp1701703,,
sp1701704,,
sp1701705,8,1
sp1701706,,
sp1701707,9,9
sp1701708,,
sp1701709,1,1
sp1701710,8,3
sp1701711,8,3
sp1701712,8,3
sp1701713,2,2
sp1701714,8,3
sp1701715,,
sp1701716,8,3
sp1701717,8,3
sp1701718,8,3
sp1701719,8,3
sp1701720,8,3
sp1701721,8,9
sp1701722,8,3
sp1701723,,
sp1701724,8,3
sp1701725,8,3
sp1701726,3,1
sp1701727,8,3
sp1701728,9,9
sp1701729,9,9
sp1701730,8,3
sp1701731,2,9
sp1701732,3,1
sp1701733,1,1
sp1701734,8,3
sp1701735,3,1
sp1701736,,
sp1701737,,
sp1701738,,
sp1701739,,
sp1701740,,
sp1701741,8,9
sp1701742,,
sp1701743,,
sp1701744,8,3
sp1701745,8,3
sp1701746,,
sp1701747,,
sp1701748,2,2
sp1701749,,
sp1701750,8,3
sp1701751,5,9
sp1701752,2,2
sp1701753,2,2
sp1701754,,
sp1701755,,
sp1701756,,
sp1701757,,
sp1701758,8,3
sp1701759,8,9
sp1701760,8,3
sp1701761,1,1
sp1701762,2,2
sp1701763,3,1
sp1701764,8,3
sp1701765,,
sp1701766,1,1
sp1701767,8,3
sp1701768,8,3
sp1701769,8,3
sp1701770,8,3
sp1701771,,
sp1701772,,
sp1701773,,
sp1701774,,
sp1701775,,
sp1701776,,
sp1701777,,
sp1701778,9,9
sp1701779,8,3
sp1701780,,
sp1701781,8,3
sp1701782,8,3
sp1701783,8,3
sp1701784,,
sp1701785,8,3
sp1701786,8,3
sp1701787,8,3
sp1701788,8,3
sp1701789,1,1
sp1701790,2,9
sp1701791,2,2
sp1701792,8,3
sp1701793,8,3
sp1701794,8,3
sp1701795,8,3
sp1701796,8,3
sp1701797,8,3
sp1701798,3,2
sp1701799,8,3
sp1701800,8,3
sp1701801,2,2
