id,sp_operation,sp_presence
sp1715582,8,9
sp1715583,,
sp1715584,,
sp1715585,,
sp1715586,1,1
sp1715587,,
sp1715588,8,3
sp1715589,2,2
sp1715590,,
sp1715591,,
sp1715592,,
sp1715593,,
sp1715594,,
sp1715595,2,2
sp1715596,,
sp1715597,3,1
sp1715598,,
sp1715599,8,3
sp1715600,,
sp1715601,2,9
sp1715602,2,1
sp1715603,8,3
sp1715604,,
sp1715605,,
sp1715606,2,2
sp1715607,2,2
sp1715608,,
sp1715609,,
sp1715610,,
sp1715611,,
sp1715612,,
sp1715613,,
sp1715614,3,1
sp1715615,,
sp1715616,1,1
sp1715617,8,3
sp1715618,,
sp1715619,,
sp1715620,8,3
sp1715621,8,3
sp1715622,8,3
sp1715623,,
sp1715624,,
sp1715625,3,1
sp1715626,,
sp1715627,9,3
sp1715628,8,3
sp1715629,2,2
sp1715630,,
sp1715631,8,3
sp1715632,8,3
sp1715633,,
sp1715634,,
sp1715635,,
sp1715636,,
sp1715637,,
sp1715638,,
sp1715639,,
sp1715640,,
sp1715641,,
sp1715642,8,9
sp1715643,,
sp1715644,,
sp1715645,,
sp1715646,,
sp1715647,,
sp1715648,,
sp1715649,,
sp1715650,9,9
sp1715651,,
sp1715652,9,9
sp1715653,9,9
sp1715654,9,9
sp1715655,3,1
sp1715656,,
sp1715657,8,9
sp1715658,4,1
sp1715659,,
sp1715660,,
sp1715661,,
sp1715662,,
sp1715663,,
sp1715664,,
sp1715665,2,1
sp1715666,2,2
sp1715667,,
sp1715668,,
sp1715669,8,3
sp1715670,2,9
sp1715671,8,3
sp1715672,3,1
sp1715673,,
sp1715674,,
sp1715675,,
sp1715676,8,3
sp1715677,,
sp1715678,,
sp1715679,8,3
sp1715680,,
sp1715681,8,3
sp1715682,,
sp1715683,8,3
sp1715684,1,1
sp1715685,1,1
sp1715686,8,3
sp1715687,8,3
sp1715688,3,1
sp1715689,,
sp1715690,,
sp1715691,8,3
sp1715692,1,1
sp1715693,8,3
sp1715694,,
sp1715695,,
sp1715696,,
sp1715697,2,2
sp1715698,,
sp1715699,,
sp1715700,,
sp1715701,8,3
sp1715702,,
sp1715703,,
sp1715704,2,2
sp1715705,,
sp1715706,,
sp1715707,,
sp1715708,8,9
sp1715709,,
sp1715710,8,3
sp1715711,8,3
sp1715712,,
sp1715713,8,3
sp1715714,8,3
sp1715715,,
sp1715716,,
sp1715717,,
sp1715718,2,1
sp1715719,,
sp1715720,2,2
sp1715721,,
sp1715722,2,2
sp1715723,9,9
sp1715724,8,3
sp1715725,,
sp1715726,,
sp1715727,,
sp1715728,,
sp1715729,1,9
sp1715730,3,1
sp1715731,,
sp1715732,,
sp1715733,8,3
sp1715734,,
sp1715735,8,9
sp1715736,,
sp1715737,1,1
sp1715738,2,9
sp1715739,,
sp1715740,,
sp1715741,,
sp1715742,3,1
sp1715743,,
sp1715744,8,3
sp1715745,2,1
sp1715746,,
sp1715747,8,3
sp1715748,,
sp1715749,8,3
sp1715750,3,2
sp1715751,1,1
sp1715752,,
sp1715753,,
sp1715754,3,1
sp1715755,8,3
sp1715756,,
sp1715757,8,3
sp1715758,8,3
sp1715759,8,3
sp1715760,,
sp1715761,,
sp1715762,,
sp1715763,3,1
sp1715764,,
sp1715765,8,3
sp1715766,,
sp1715767,,
sp1715768,3,1
sp1715769,,
sp1715770,8,3
sp1715771,,
sp1715772,,
sp1715773,,
sp1715774,,
sp1715775,,
sp1715776,,
sp1715777,,
sp1715778,8,3
sp1715779,,
sp1715780,,
sp1715781,,
sp1715782,8,3
sp1715783,,
sp1715784,8,3
sp1715785,,
sp1715786,,
sp1715787,,
sp1715788,8,3
sp1715789,2,9
sp1715790,,
sp1715791,8,3
sp1715792,8,3
sp1715793,,
sp1715794,,
sp1715795,,
sp1715796,8,3
sp1715797,,
sp1715798,1,1
sp1715799,8,3
sp1715800,8,3
sp1715801,,
sp1715802,,
sp1715803,2,9
sp1715804,,
sp1715805,,
sp1715806,8,3
sp1715807,1,1
sp1715808,8,3
sp1715809,,
sp1715810,8,3
sp1715811,8,3
sp1715812,,
sp1715813,,
sp1715814,1,1
sp1715815,1,1
sp1715816,,
sp1715817,,
sp1715818,8,3
sp1715819,,
sp1715820,8,3
sp1715821,,
sp1715822,,
sp1715823,,
sp1715824,,
sp1715825,9,9
sp1715826,8,3
sp1715827,9,9
sp1715828,,
sp1715829,,
sp1715830,,
sp1715831,2,2
sp1715832,3,9
sp1715833,8,3
sp1715834,,
sp1715835,,
sp1715836,,
sp1715837,8,3
sp1715838,1,2
sp1715839,,
sp1715840,,
sp1715841,,
sp1715842,,
sp1715843,,
sp1715844,,
sp1715845,8,3
sp1715846,,
sp1715847,,
sp1715848,3,1
sp1715849,3,1
sp1715850,3,1
sp1715851,,
sp1715852,2,1
sp1715853,,
sp1715854,8,3
sp1715855,,
sp1715856,,
sp1715857,,
sp1715858,,
sp1715859,2,1
sp1715860,,
sp1715861,9,9
sp1715862,,
sp1715863,,
sp1715864,8,3
sp1715865,1,1
sp1715866,,
sp1715867,,
sp1715868,3,9
sp1715869,,
sp1715870,,
sp1715871,,
sp1715872,8,9
sp1715873,,
sp1715874,,
sp1715875,,
sp1715876,2,2
sp1715877,,
sp1715878,9,9
sp1715879,,
sp1715880,,
sp1715881,9,2
sp1715882,,
sp1715883,,
sp1715884,,
sp1715885,8,3
sp1715886,1,1
sp1715887,,
sp1715888,5,9
sp1715889,,
sp1715890,,
sp1715891,,
sp1715892,,
sp1715893,8,3
sp1715894,2,3
sp1715895,3,9
sp1715896,,
sp1715897,,
sp1715898,8,3
sp1715899,,
sp1715900,2,1
sp1715901,,
sp1715902,,
sp1715903,,
sp1715904,,
sp1715905,,
sp1715906,,
sp1715907,,
sp1715908,,
sp1715909,,
sp1715910,,
sp1715911,5,9
sp1715912,8,3
sp1715913,,
sp1715914,8,3
sp1715915,,
sp1715916,,
sp1715917,8,3
sp1715918,2,2
sp1715919,8,9
sp1715920,,
sp1715921,,
sp1715922,,
sp1715923,,
sp1715924,,
sp1715925,,
sp1715926,,
sp1715927,,
sp1715928,2,2
sp1715929,,
sp1715930,8,3
sp1715931,,
sp1715932,9,9
sp1715933,,
sp1715934,,
sp1715935,,
sp1715936,3,1
sp1715937,,
sp1715938,,
sp1715939,3,1
sp1715940,3,9
sp1715941,8,3
sp1715942,,
sp1715943,,
sp1715944,8,3
sp1715945,,
sp1715946,8,3
sp1715947,,
sp1715948,8,3
sp1715949,,
sp1715950,,
sp1715951,,
sp1715952,8,3
sp1715953,,
sp1715954,8,3
sp1715955,,
sp1715956,,
sp1715957,,
sp1715958,8,3
sp1715959,,
sp1715960,,
sp1715961,,
sp1715962,,
sp1715963,,
sp1715964,,
sp1715965,,
sp1715966,8,3
sp1715967,,
sp1715968,,
sp1715969,,
sp1715970,8,3
sp1715971,8,3
sp1715972,,
sp1715973,8,3
sp1715974,8,3
sp1715975,,
sp1715976,8,3
sp1715977,8,3
sp1715978,8,3
sp1715979,,
sp1715980,1,1
sp1715981,,
sp1715982,8,3
sp1715983,3,1
sp1715984,,
sp1715985,8,3
sp1715986,,
sp1715987,,
sp1715988,8,3
sp1715989,1,1
sp1715990,,
sp1715991,8,3
sp1715992,,
sp1715993,,
sp1715994,,
sp1715995,8,3
sp1715996,,
sp1715997,,
sp1715998,,
sp1715999,,
sp1716000,,
sp1716001,9,9
sp1716002,,
sp1716003,8,3
sp1716004,,
sp1716005,8,3
sp1716006,8,3
sp1716007,,
sp1716008,,
sp1716009,,
sp1716010,,
sp1716011,,
sp1716012,,
sp1716013,8,3
sp1716014,,
sp1716015,2,9
sp1716016,,
sp1716017,,
sp1716018,,
sp1716019,,
sp1716020,,
sp1716021,3,1
sp1716022,,
sp1716023,8,3
sp1716024,3,1
sp1716025,8,3
sp1716026,,
sp1716027,1,9
sp1716028,,
sp1716029,,
sp1716030,8,3
sp1716031,,
sp1716032,,
sp1716033,8,9
sp1716034,8,3
sp1716035,,
sp1716036,,
sp1716037,,
sp1716038,8,3
sp1716039,8,3
sp1716040,8,3
sp1716041,1,1
sp1716042,5,2
sp1716043,1,1
sp1716044,,
sp1716045,,
sp1716046,,
sp1716047,,
sp1716048,,
sp1716049,,
sp1716050,,
sp1716051,,
sp1716052,,
sp1716053,,
sp1716054,8,3
sp1716055,,
sp1716056,3,3
sp1716057,,
sp1716058,1,1
sp1716059,,
sp1716060,2,3
sp1716061,,
sp1716062,,
sp1716063,3,2
sp1716064,1,1
sp1716065,,
sp1716066,,
sp1716067,,
sp1716068,2,2
sp1716069,,
sp1716070,,
sp1716071,,
sp1716072,8,3
sp1716073,8,3
sp1716074,,
sp1716075,2,2
sp1716076,3,9
sp1716077,,
sp1716078,,
sp1716079,,
sp1716080,3,1
sp1716081,1,1
sp1716082,,
sp1716083,,
sp1716084,,
sp1716085,,
sp1716086,,
sp1716087,8,3
sp1716088,,
sp1716089,,
sp1716090,,
sp1716091,,
sp1716092,3,1
sp1716093,,
sp1716094,,
sp1716095,,
sp1716096,,
sp1716097,8,3
sp1716098,,
sp1716099,3,2
sp1716100,,
sp1716101,,
sp1716102,8,3
sp1716103,,
sp1716104,8,3
sp1716105,,
sp1716106,8,9
sp1716107,2,2
sp1716108,,
sp1716109,8,3
sp1716110,2,2
sp1716111,,
sp1716112,,
sp1716113,,
sp1716114,,
sp1716115,3,1
sp1716116,,
sp1716117,8,3
sp1716118,,
sp1716119,,
sp1716120,8,3
sp1716121,,
sp1716122,,
sp1716123,,
sp1716124,2,2
sp1716125,,
sp1716126,,
sp1716127,2,9
sp1716128,8,3
sp1716129,,
sp1716130,3,1
sp1716131,8,3
sp1716132,,
sp1716133,,
sp1716134,,
sp1716135,2,2
sp1716136,8,3
sp1716137,,
sp1716138,9,9
sp1716139,,
sp1716140,9,9
sp1716141,2,2
sp1716142,,
sp1716143,,
sp1716144,1,1
sp1716145,3,1
sp1716146,,
sp1716147,,
sp1716148,,
sp1716149,8,3
sp1716150,,
sp1716151,8,3
sp1716152,,
sp1716153,,
sp1716154,,
sp1716155,3,2
sp1716156,,
sp1716157,,
sp1716158,,
sp1716159,,
sp1716160,,
sp1716161,,
sp1716162,,
sp1716163,8,3
sp1716164,8,3
sp1716165,,
sp1716166,,
sp1716167,8,3
sp1716168,8,3
sp1716169,,
sp1716170,8,3
sp1716171,8,3
sp1716172,,
sp1716173,,
sp1716174,,
sp1716175,,
sp1716176,,
sp1716177,,
sp1716178,,
sp1716179,,
sp1716180,8,3
sp1716181,8,3
sp1716182,,
sp1716183,9,9
sp1716184,8,3
sp1716185,,
sp1716186,,
sp1716187,8,3
sp1716188,,
sp1716189,8,3
sp1716190,,
sp1716191,,
sp1716192,,
sp1716193,,
sp1716194,,
sp1716195,,
sp1716196,,
sp1716197,8,1
sp1716198,,
sp1716199,8,2
sp1716200,,
sp1716201,,
sp1716202,,
sp1716203,8,3
sp1716204,,
sp1716205,2,2
sp1716206,8,3
sp1716207,8,3
sp1716208,,
sp1716209,,
sp1716210,8,3
sp1716211,8,3
sp1716212,,
sp1716213,8,9
sp1716214,9,9
sp1716215,2,2
sp1716216,,
sp1716217,,
sp1716218,,
sp1716219,8,3
sp1716220,8,3
sp1716221,,
sp1716222,,
sp1716223,2,1
sp1716224,8,3
sp1716225,,
sp1716226,,
sp1716227,,
sp1716228,8,3
sp1716229,,
sp1716230,,
sp1716231,,
sp1716232,,
sp1716233,,
sp1716234,,
sp1716235,8,3
sp1716236,,
sp1716237,8,3
sp1716238,,
sp1716239,8,3
sp1716240,8,3
sp1716241,,
sp1716242,,
sp1716243,8,3
sp1716244,2,2
sp1716245,1,1
sp1716246,8,3
sp1716247,,
sp1716248,,
sp1716249,,
sp1716250,8,3
sp1716251,,
sp1716252,,
sp1716253,,
sp1716254,,
sp1716255,8,3
sp1716256,8,3
sp1716257,2,9
sp1716258,,
sp1716259,,
sp1716260,2,2
sp1716261,,
sp1716262,,
sp1716263,,
sp1716264,,
sp1716265,,
sp1716266,,
sp1716267,,
sp1716268,,
sp1716269,8,3
sp1716270,3,9
sp1716271,8,3
sp1716272,,
sp1716273,,
sp1716274,,
sp1716275,,
sp1716276,9,9
sp1716277,,
sp1716278,,
sp1716279,,
sp1716280,2,1
sp1716281,,
sp1716282,,
sp1716283,8,3
sp1716284,,
sp1716285,,
sp1716286,,
sp1716287,,
sp1716288,8,3
sp1716289,,
sp1716290,5,2
sp1716291,,
sp1716292,,
sp1716293,,
sp1716294,2,2
sp1716295,,
sp1716296,,
sp1716297,8,3
sp1716298,8,3
sp1716299,3,1
sp1716300,2,1
sp1716301,1,1
sp1716302,,
sp1716303,2,9
sp1716304,,
sp1716305,,
sp1716306,,
sp1716307,,
sp1716308,9,9
sp1716309,8,3
sp1716310,3,1
sp1716311,,
sp1716312,1,1
sp1716313,,
sp1716314,,
sp1716315,8,3
sp1716316,8,3
sp1716317,5,9
sp1716318,,
sp1716319,8,9
sp1716320,2,2
sp1716321,8,3
sp1716322,8,3
sp1716323,9,9
sp1716324,8,3
sp1716325,9,9
sp1716326,8,3
sp1716327,,
sp1716328,,
sp1716329,,
sp1716330,3,2
sp1716331,8,3
sp1716332,,
sp1716333,,
sp1716334,,
sp1716335,,
sp1716336,,
sp1716337,,
sp1716338,,
sp1716339,,
sp1716340,,
sp1716341,1,1
sp1716342,,
sp1716343,,
sp1716344,9,9
sp1716345,8,3
sp1716346,,
sp1716347,,
sp1716348,8,3
sp1716349,,
sp1716350,2,2
sp1716351,,
sp1716352,,
sp1716353,2,9
sp1716354,,
sp1716355,,
sp1716356,,
sp1716357,2,2
sp1716358,,
sp1716359,,
sp1716360,,
sp1716361,,
sp1716362,8,3
sp1716363,,
sp1716364,,
sp1716365,,
sp1716366,8,3
sp1716367,,
sp1716368,,
sp1716369,8,3
sp1716370,,
sp1716371,8,3
sp1716372,8,3
sp1716373,,
sp1716374,,
sp1716375,8,3
sp1716376,,
sp1716377,,
sp1716378,4,2
sp1716379,8,3
sp1716380,,
sp1716381,,
sp1716382,,
sp1716383,8,3
sp1716384,,
sp1716385,,
sp1716386,,
sp1716387,8,3
sp1716388,8,3
sp1716389,8,3
sp1716390,,
sp1716391,,
sp1716392,1,1
sp1716393,1,1
sp1716394,2,2
sp1716395,8,3
sp1716396,8,3
sp1716397,,
sp1716398,,
sp1716399,,
sp1716400,9,9
sp1716401,3,9
sp1716402,,
sp1716403,8,3
sp1716404,,
sp1716405,,
sp1716406,8,9
sp1716407,,
sp1716408,,
sp1716409,1,1
sp1716410,,
sp1716411,,
sp1716412,,
sp1716413,8,3
sp1716414,,
sp1716415,,
sp1716416,3,1
sp1716417,,
sp1716418,,
sp1716419,8,3
sp1716420,2,2
sp1716421,9,9
sp1716422,,
sp1716423,,
sp1716424,8,3
sp1716425,,
sp1716426,,
sp1716427,,
sp1716428,,
sp1716429,2,2
sp1716430,8,3
sp1716431,8,3
sp1716432,8,3
sp1716433,8,3
sp1716434,2,9
sp1716435,,
sp1716436,8,3
sp1716437,,
sp1716438,,
sp1716439,,
sp1716440,,
sp1716441,,
sp1716442,8,3
sp1716443,,
sp1716444,,
sp1716445,,
sp1716446,9,9
sp1716447,,
sp1716448,8,3
sp1716449,1,2
sp1716450,8,3
sp1716451,8,3
sp1716452,,
sp1716453,8,3
sp1716454,8,3
sp1716455,8,3
sp1716456,8,3
sp1716457,,
sp1716458,1,1
sp1716459,,
sp1716460,,
sp1716461,,
sp1716462,2,9
sp1716463,8,3
sp1716464,1,1
sp1716465,2,1
sp1716466,,
sp1716467,,
sp1716468,,
sp1716469,,
sp1716470,,
sp1716471,,
sp1716472,,
sp1716473,,
sp1716474,,
sp1716475,8,3
sp1716476,,
sp1716477,,
sp1716478,,
sp1716479,,
sp1716480,,
sp1716481,8,3
sp1716482,,
sp1716483,,
sp1716484,,
sp1716485,2,2
sp1716486,,
sp1716487,,
sp1716488,2,1
sp1716489,,
sp1716490,9,9
sp1716491,,
sp1716492,,
sp1716493,,
sp1716494,,
sp1716495,,
sp1716496,,
sp1716497,8,3
sp1716498,8,3
sp1716499,3,1
sp1716500,,
sp1716501,2,2
sp1716502,8,3
sp1716503,,
sp1716504,,
sp1716505,8,3
sp1716506,,
sp1716507,,
sp1716508,8,3
sp1716509,8,3
sp1716510,8,3
sp1716511,,
sp1716512,2,1
sp1716513,,
sp1716514,1,1
sp1716515,,
sp1716516,8,3
sp1716517,,
sp1716518,,
sp1716519,,
sp1716520,,
sp1716521,,
sp1716522,8,3
sp1716523,,
sp1716524,8,3
sp1716525,8,3
sp1716526,8,3
sp1716527,,
sp1716528,1,1
sp1716529,2,2
sp1716530,2,2
sp1716531,8,3
sp1716532,5,1
sp1716533,1,1
sp1716534,,
sp1716535,,
sp1716536,,
sp1716537,,
sp1716538,,
sp1716539,,
sp1716540,,
sp1716541,8,9
sp1716542,8,3
sp1716543,2,9
sp1716544,,
sp1716545,,
sp1716546,,
sp1716547,3,1
sp1716548,9,9
sp1716549,8,3
sp1716550,8,3
sp1716551,9,9
sp1716552,,
sp1716553,,
sp1716554,,
sp1716555,,
sp1716556,2,9
sp1716557,,
sp1716558,,
sp1716559,,
sp1716560,2,2
sp1716561,8,3
sp1716562,,
sp1716563,8,3
sp1716564,,
sp1716565,,
sp1716566,9,9
sp1716567,,
sp1716568,,
sp1716569,2,2
sp1716570,,
sp1716571,,
sp1716572,,
sp1716573,,
sp1716574,,
sp1716575,,
sp1716576,8,3
sp1716577,,
sp1716578,,
sp1716579,,
sp1716580,,
sp1716581,8,3
sp1716582,,
sp1716583,8,3
sp1716584,,
sp1716585,3,1
sp1716586,,
sp1716587,,
sp1716588,,
sp1716589,8,3
sp1716590,2,2
sp1716591,,
sp1716592,9,9
sp1716593,,
sp1716594,,
sp1716595,,
sp1716596,,
sp1716597,,
sp1716598,,
sp1716599,,
sp1716600,8,3
sp1716601,8,3
sp1716602,8,3
sp1716603,8,3
sp1716604,2,9
sp1716605,,
sp1716606,2,2
sp1716607,8,3
sp1716608,,
sp1716609,8,3
sp1716610,,
sp1716611,,
sp1716612,,
sp1716613,,
sp1716614,8,3
sp1716615,,
sp1716616,8,3
sp1716617,8,3
sp1716618,,
sp1716619,8,3
sp1716620,,
sp1716621,,
sp1716622,8,3
sp1716623,8,3
sp1716624,1,1
sp1716625,3,2
sp1716626,,
sp1716627,,
sp1716628,1,1
sp1716629,8,3
sp1716630,,
sp1716631,,
sp1716632,3,9
sp1716633,,
sp1716634,8,3
sp1716635,8,3
sp1716636,,
sp1716637,8,3
sp1716638,,
sp1716639,8,3
sp1716640,,
sp1716641,,
sp1716642,9,9
sp1716643,8,3
sp1716644,,
sp1716645,8,3
sp1716646,,
sp1716647,,
sp1716648,,
sp1716649,2,2
sp1716650,,
sp1716651,,
sp1716652,8,3
sp1716653,,
sp1716654,9,9
sp1716655,,
sp1716656,,
sp1716657,2,1
sp1716658,1,1
sp1716659,,
sp1716660,,
sp1716661,,
sp1716662,,
sp1716663,,
sp1716664,,
sp1716665,1,1
sp1716666,,
sp1716667,,
sp1716668,8,3
sp1716669,8,3
sp1716670,8,3
sp1716671,2,9
sp1716672,,
sp1716673,,
sp1716674,,
sp1716675,,
sp1716676,,
sp1716677,3,1
sp1716678,,
sp1716679,,
sp1716680,8,3
sp1716681,,
sp1716682,,
sp1716683,,
sp1716684,8,3
sp1716685,8,3
sp1716686,,
sp1716687,,
sp1716688,8,3
sp1716689,,
sp1716690,8,3
sp1716691,,
sp1716692,,
sp1716693,8,3
sp1716694,8,3
sp1716695,8,3
sp1716696,,
sp1716697,,
sp1716698,,
sp1716699,,
sp1716700,,
sp1716701,8,3
sp1716702,2,9
sp1716703,,
sp1716704,,
sp1716705,,
sp1716706,,
sp1716707,,
sp1716708,,
sp1716709,8,3
sp1716710,8,3
sp1716711,,
sp1716712,,
sp1716713,,
sp1716714,8,9
sp1716715,,
sp1716716,,
sp1716717,3,1
sp1716718,,
sp1716719,,
sp1716720,,
sp1716721,,
sp1716722,,
sp1716723,8,3
sp1716724,,
sp1716725,2,2
sp1716726,8,3
sp1716727,,
sp1716728,,
sp1716729,,
sp1716730,1,1
sp1716731,8,3
sp1716732,,
sp1716733,,
sp1716734,8,3
sp1716735,8,3
sp1716736,,
sp1716737,,
sp1716738,8,3
sp1716739,,
sp1716740,,
sp1716741,,
sp1716742,,
sp1716743,,
sp1716744,8,3
sp1716745,2,2
sp1716746,,
sp1716747,,
sp1716748,,
sp1716749,,
sp1716750,8,3
sp1716751,,
sp1716752,,
sp1716753,2,2
sp1716754,8,3
sp1716755,,
sp1716756,,
sp1716757,8,3
sp1716758,,
sp1716759,,
sp1716760,8,3
sp1716761,,
sp1716762,,
sp1716763,2,1
sp1716764,,
sp1716765,8,3
sp1716766,8,3
sp1716767,,
sp1716768,8,3
sp1716769,,
sp1716770,8,3
sp1716771,,
sp1716772,,
sp1716773,8,3
sp1716774,,
sp1716775,,
sp1716776,,
sp1716777,,
sp1716778,,
sp1716779,2,2
sp1716780,8,3
sp1716781,8,3
sp1716782,,
sp1716783,8,3
sp1716784,,
sp1716785,8,3
sp1716786,,
sp1716787,,
sp1716788,,
sp1716789,,
sp1716790,8,3
sp1716791,4,1
sp1716792,9,9
sp1716793,,
sp1716794,,
sp1716795,8,3
sp1716796,,
sp1716797,,
sp1716798,,
sp1716799,9,9
sp1716800,,
sp1716801,,
sp1716802,8,3
sp1716803,8,3
sp1716804,8,3
sp1716805,2,9
sp1716806,,
sp1716807,1,1
sp1716808,,
sp1716809,,
sp1716810,,
sp1716811,,
sp1716812,8,9
sp1716813,,
sp1716814,8,3
sp1716815,2,2
sp1716816,,
sp1716817,,
sp1716818,4,2
sp1716819,8,3
sp1716820,,
sp1716821,,
sp1716822,,
sp1716823,2,2
sp1716824,8,3
sp1716825,,
sp1716826,,
sp1716827,,
sp1716828,,
sp1716829,3,1
sp1716830,,
sp1716831,,
sp1716832,,
sp1716833,,
sp1716834,,
sp1716835,9,9
sp1716836,,
sp1716837,8,3
sp1716838,8,3
sp1716839,8,3
sp1716840,,
sp1716841,,
sp1716842,8,3
sp1716843,,
sp1716844,,
sp1716845,,
sp1716846,8,3
sp1716847,,
sp1716848,9,9
sp1716849,,
sp1716850,,
sp1716851,,
sp1716852,,
sp1716853,,
sp1716854,8,3
sp1716855,8,3
sp1716856,,
sp1716857,,
sp1716858,,
sp1716859,,
sp1716860,,
sp1716861,2,1
sp1716862,,
sp1716863,8,3
sp1716864,,
sp1716865,8,3
sp1716866,3,1
sp1716867,,
sp1716868,2,1
sp1716869,8,3
sp1716870,,
sp1716871,,
sp1716872,,
sp1716873,8,3
sp1716874,,
sp1716875,8,3
sp1716876,,
sp1716877,3,2
sp1716878,,
sp1716879,,
sp1716880,,
sp1716881,,
sp1716882,1,1
sp1716883,,
sp1716884,,
sp1716885,,
sp1716886,,
sp1716887,1,2
sp1716888,3,1
sp1716889,,
sp1716890,,
sp1716891,8,3
sp1716892,8,3
sp1716893,3,9
sp1716894,,
sp1716895,,
sp1716896,,
sp1716897,8,3
sp1716898,,
sp1716899,2,2
sp1716900,8,3
sp1716901,8,3
sp1716902,,
sp1716903,,
sp1716904,,
sp1716905,,
sp1716906,,
sp1716907,,
sp1716908,,
sp1716909,,
sp1716910,,
sp1716911,3,2
sp1716912,,
sp1716913,,
sp1716914,,
sp1716915,8,3
sp1716916,,
sp1716917,9,9
sp1716918,,
sp1716919,,
sp1716920,,
sp1716921,,
sp1716922,,
sp1716923,,
sp1716924,,
sp1716925,,
sp1716926,9,9
sp1716927,,
sp1716928,8,3
sp1716929,,
sp1716930,1,1
sp1716931,,
sp1716932,,
sp1716933,,
sp1716934,1,1
sp1716935,,
sp1716936,,
sp1716937,,
sp1716938,,
sp1716939,,
sp1716940,2,3
sp1716941,,
sp1716942,,
sp1716943,,
sp1716944,,
sp1716945,,
sp1716946,,
sp1716947,,
sp1716948,,
sp1716949,,
sp1716950,,
sp1716951,8,3
sp1716952,,
sp1716953,,
sp1716954,,
sp1716955,,
sp1716956,,
sp1716957,,
sp1716958,,
sp1716959,,
sp1716960,8,3
sp1716961,,
sp1716962,,
sp1716963,8,3
sp1716964,,
sp1716965,,
sp1716966,3,1
sp1716967,,
sp1716968,,
sp1716969,3,2
sp1716970,8,3
sp1716971,8,3
sp1716972,,
sp1716973,,
sp1716974,8,3
sp1716975,,
sp1716976,,
sp1716977,3,1
sp1716978,9,9
sp1716979,,
sp1716980,,
sp1716981,,
sp1716982,8,3
sp1716983,3,1
sp1716984,,
sp1716985,,
sp1716986,,
sp1716987,,
sp1716988,8,3
sp1716989,,
sp1716990,8,3
sp1716991,,
sp1716992,,
sp1716993,8,3
sp1716994,,
sp1716995,,
sp1716996,8,3
sp1716997,,
sp1716998,8,3
sp1716999,9,9
sp1717000,,
sp1717001,2,1
sp1717002,8,3
sp1717003,,
sp1717004,,
sp1717005,2,2
sp1717006,,
sp1717007,,
sp1717008,,
sp1717009,8,9
sp1717010,,
sp1717011,,
sp1717012,,
sp1717013,8,3
sp1717014,8,3
sp1717015,,
sp1717016,,
sp1717017,2,9
sp1717018,,
sp1717019,,
sp1717020,8,3
sp1717021,,
sp1717022,8,3
sp1717023,8,3
sp1717024,1,1
sp1717025,8,3
sp1717026,,
sp1717027,,
sp1717028,,
sp1717029,,
sp1717030,3,1
sp1717031,,
sp1717032,8,3
sp1717033,8,3
sp1717034,,
sp1717035,8,3
sp1717036,,
sp1717037,,
sp1717038,,
sp1717039,8,3
sp1717040,,
sp1717041,9,3
sp1717042,,
sp1717043,8,3
sp1717044,8,3
sp1717045,8,3
sp1717046,9,9
sp1717047,8,3
sp1717048,,
sp1717049,,
sp1717050,8,3
sp1717051,8,3
sp1717052,8,3
sp1717053,,
sp1717054,,
sp1717055,8,3
sp1717056,,
sp1717057,8,3
sp1717058,8,3
sp1717059,,
sp1717060,,
sp1717061,,
sp1717062,2,2
sp1717063,,
sp1717064,2,1
sp1717065,,
sp1717066,,
sp1717067,8,3
sp1717068,8,3
sp1717069,2,2
sp1717070,,
sp1717071,,
sp1717072,8,3
sp1717073,,
sp1717074,8,3
sp1717075,,
sp1717076,8,3
sp1717077,,
sp1717078,2,2
sp1717079,1,1
sp1717080,1,1
sp1717081,8,9
sp1717082,,
sp1717083,,
sp1717084,8,3
sp1717085,8,3
sp1717086,8,3
sp1717087,3,1
sp1717088,,
sp1717089,8,3
sp1717090,,
sp1717091,,
sp1717092,,
sp1717093,8,9
sp1717094,8,3
sp1717095,,
sp1717096,,
sp1717097,,
sp1717098,,
sp1717099,8,3
sp1717100,8,3
sp1717101,,
sp1717102,,
sp1717103,,
sp1717104,1,1
sp1717105,,
sp1717106,,
sp1717107,2,2
sp1717108,,
sp1717109,,
sp1717110,,
sp1717111,,
sp1717112,8,3
sp1717113,,
sp1717114,,
sp1717115,,
sp1717116,,
sp1717117,,
sp1717118,8,3
sp1717119,,
sp1717120,,
sp1717121,,
sp1717122,,
sp1717123,,
sp1717124,,
sp1717125,,
sp1717126,,
sp1717127,,
sp1717128,,
sp1717129,8,3
sp1717130,8,3
sp1717131,,
sp1717132,,
sp1717133,8,3
sp1717134,,
sp1717135,,
sp1717136,,
sp1717137,,
sp1717138,,
sp1717139,,
sp1717140,,
sp1717141,8,3
sp1717142,8,3
sp1717143,8,3
sp1717144,,
sp1717145,8,3
sp1717146,8,3
sp1717147,,
sp1717148,,
sp1717149,,
sp1717150,,
sp1717151,,
sp1717152,2,2
sp1717153,,
sp1717154,1,1
sp1717155,8,3
sp1717156,,
sp1717157,,
sp1717158,,
sp1717159,,
sp1717160,9,9
sp1717161,,
sp1717162,,
sp1717163,,
sp1717164,,
sp1717165,,
sp1717166,,
sp1717167,2,2
sp1717168,8,3
sp1717169,,
sp1717170,,
sp1717171,,
sp1717172,,
