id,sa_fire_origin,sa_alarm_failure,sa_alarm_type,sa_impact_evacuation
sa1712890,,,,
sa1712891,,,,
sa1712892,2,98,4,2
sa1712893,3,7,9,8
sa1712894,2,98,4,8
sa1712895,2,98,4,2
sa1712896,2,98,4,1
sa1712897,1,5,4,2
sa1712898,2,98,9,3
sa1712899,2,98,2,9
sa1712900,1,98,8,8
sa1712901,3,4,2,2
sa1712902,2,98,2,1
sa1712903,,,,
sa1712904,2,98,4,2
sa1712905,2,98,4,8
sa1712906,2,98,4,8
sa1712907,,,,
sa1712908,2,98,2,2
sa1712909,2,98,2,7
sa1712910,2,98,2,2
sa1712911,2,98,4,2
sa1712912,2,98,2,1
sa1712913,2,98,4,9
sa1712914,2,98,4,3
sa1712915,,,,
sa1712916,,,,
sa1712917,1,1,2,2
sa1712918,2,98,9,3
sa1712919,2,98,4,9
sa1712920,2,98,2,2
sa1712921,2,98,2,2
sa1712922,2,98,4,3
sa1712923,2,98,2,1
sa1712924,,,,
sa1712925,,,,
sa1712926,2,98,4,3
sa1712927,2,98,2,9
sa1712928,2,98,2,2
sa1712929,2,98,4,3
sa1712930,9,98,8,7
sa1712931,,,,
sa1712932,2,98,2,8
sa1712933,2,98,4,3
sa1712934,,,,
sa1712935,9,98,8,2
sa1712936,2,98,4,3
sa1712937,4,98,8,8
sa1712938,2,98,4,1
sa1712939,2,98,4,1
sa1712940,2,98,1,1
sa1712941,1,98,8,1
sa1712942,,,,
sa1712943,,,,
sa1712944,1,4,8,1
sa1712945,2,98,4,9
sa1712946,,,,
sa1712947,2,98,4,2
sa1712948,2,98,4,1
sa1712949,2,98,2,2
sa1712950,2,98,4,2
sa1712951,2,98,4,1
sa1712952,,,,
sa1712953,2,98,2,9
sa1712954,2,98,2,8
sa1712955,9,98,9,8
sa1712956,2,98,9,9
sa1712957,2,98,2,1
sa1712958,2,98,2,2
sa1712959,2,98,4,1
sa1712960,2,98,4,1
sa1712961,2,98,4,3
sa1712962,2,98,2,2
sa1712963,1,98,4,1
sa1712964,2,98,4,1
sa1712965,2,98,2,1
sa1712966,3,5,2,2
sa1712967,2,98,2,3
sa1712968,,,,
sa1712969,,,,
sa1712970,9,98,8,1
sa1712971,9,98,8,2
sa1712972,2,98,4,2
sa1712973,3,99,4,9
sa1712974,2,98,4,9
sa1712975,2,98,4,8
sa1712976,2,98,9,9
sa1712977,2,98,9,1
sa1712978,2,98,4,9
sa1712979,3,99,4,3
sa1712980,2,98,2,3
sa1712981,2,98,4,1
sa1712982,2,98,4,3
sa1712983,2,98,4,8
sa1712984,2,98,2,8
sa1712985,,,,
sa1712986,,,,
sa1712987,2,98,2,8
sa1712988,2,98,4,9
sa1712989,2,9,4,1
sa1712990,9,98,8,1
sa1712991,2,98,8,3
sa1712992,2,98,9,3
sa1712993,2,98,2,3
sa1712994,2,98,4,3
sa1712995,2,98,2,3
sa1712996,2,98,4,8
sa1712997,2,98,4,1
sa1712998,2,98,4,9
sa1712999,2,98,4,1
sa1713000,2,98,4,8
sa1713001,2,98,4,9
sa1713002,2,98,2,2
sa1713003,2,98,4,3
sa1713004,1,4,4,2
sa1713005,1,9,1,3
sa1713006,2,98,4,3
sa1713007,9,98,8,9
sa1713008,2,98,2,1
sa1713009,2,98,2,1
sa1713010,2,98,4,7
sa1713011,2,98,2,3
sa1713012,2,98,2,8
sa1713013,2,98,4,9
sa1713014,2,98,4,9
sa1713015,2,98,2,3
sa1713016,2,98,2,2
sa1713017,2,98,4,3
sa1713018,2,98,9,1
sa1713019,2,98,4,2
sa1713020,1,98,2,2
sa1713021,2,98,4,2
sa1713022,4,99,9,3
sa1713023,2,98,4,9
sa1713024,2,98,4,3
sa1713025,2,98,9,2
sa1713026,,,,
sa1713027,,,,
sa1713028,2,98,9,1
sa1713029,2,98,2,3
sa1713030,2,98,4,3
sa1713031,2,98,4,9
sa1713032,2,98,2,4
sa1713033,2,98,4,3
sa1713034,2,98,2,3
sa1713035,2,98,2,3
sa1713036,2,98,4,2
sa1713037,3,2,1,9
sa1713038,2,98,2,3
sa1713039,2,98,4,1
sa1713040,2,98,2,3
sa1713041,2,98,4,3
sa1713042,3,99,4,9
sa1713043,1,98,8,7
sa1713044,2,98,4,9
sa1713045,2,98,2,7
sa1713046,2,98,4,1
sa1713047,2,98,9,9
sa1713048,2,98,9,1
sa1713049,3,9,4,1
sa1713050,2,98,4,1
sa1713051,2,98,9,2
sa1713052,2,98,4,1
sa1713053,2,98,2,9
sa1713054,2,98,2,1
sa1713055,9,98,9,9
sa1713056,2,98,2,2
sa1713057,4,98,4,9
sa1713058,2,98,2,1
sa1713059,2,98,4,1
sa1713060,2,98,4,9
sa1713061,1,99,9,7
sa1713062,2,98,9,9
sa1713063,2,98,4,2
sa1713064,2,9,2,1
sa1713065,2,98,4,1
sa1713066,3,4,4,7
sa1713067,2,98,4,1
sa1713068,2,98,4,1
sa1713069,3,4,4,3
sa1713070,2,98,2,8
sa1713071,2,98,4,2
sa1713072,2,98,4,7
sa1713073,1,98,2,3
sa1713074,3,4,2,9
sa1713075,2,98,4,2
sa1713076,2,98,4,2
sa1713077,2,98,4,9
sa1713078,2,98,2,2
sa1713079,2,98,2,9
sa1713080,2,98,4,2
sa1713081,,,,
sa1713082,,,,
sa1713083,,,,
sa1713084,,,,
sa1713085,,,,
sa1713086,1,5,1,1
sa1713087,3,4,4,7
sa1713088,,,,
sa1713089,2,98,1,1
sa1713090,,,,
sa1713091,,,,
sa1713092,,,,
sa1713093,4,99,1,9
sa1713094,,,,
sa1713095,,,,
sa1713096,2,98,1,9
sa1713097,3,4,1,7
sa1713098,,,,
sa1713099,,,,
sa1713100,2,98,2,3
sa1713101,,,,
sa1713102,1,98,8,8
sa1713103,,,,
sa1713104,3,4,4,7
sa1713105,,,,
sa1713106,,,,
sa1713107,,,,
sa1713108,,,,
sa1713109,1,98,8,1
sa1713110,3,1,1,7
sa1713111,2,98,1,8
sa1713112,2,98,4,9
sa1713113,2,98,2,1
sa1713114,2,98,4,1
sa1713115,2,98,4,1
sa1713116,,,,
sa1713117,,,,
sa1713118,2,98,1,1
sa1713119,9,98,9,7
sa1713120,4,9,2,2
sa1713121,3,98,4,7
sa1713122,9,4,8,8
sa1713123,,,,
sa1713124,2,98,4,9
sa1713125,9,98,9,7
sa1713126,1,98,8,7
sa1713127,9,98,8,8
sa1713128,,,,
sa1713129,9,98,8,7
sa1713130,,,,
sa1713131,,,,
sa1713132,9,98,9,9
sa1713133,1,98,8,7
sa1713134,,,,
sa1713135,,,,
sa1713136,,,,
sa1713137,,,,
sa1713138,,,,
sa1713139,,,,
sa1713140,,,,
sa1713141,1,98,8,1
sa1713142,,,,
sa1713143,,,,
sa1713144,2,98,4,1
sa1713145,2,98,2,3
sa1713146,2,98,4,9
sa1713147,,,,
sa1713148,3,8,1,3
sa1713149,,,,
sa1713150,9,98,8,8
sa1713151,4,4,4,9
sa1713152,,,,
sa1713153,,,,
sa1713154,,,,
sa1713155,,,,
sa1713156,,,,
sa1713157,2,98,2,3
sa1713158,2,98,1,9
sa1713159,,,,
sa1713160,,,,
sa1713161,,,,
sa1713162,,,,
sa1713163,,,,
sa1713164,,,,
sa1713165,,,,
sa1713166,,,,
sa1713167,,,,
sa1713168,,,,
sa1713169,9,98,9,8
sa1713170,1,98,8,8
sa1713171,,,,
sa1713172,,,,
sa1713173,,,,
sa1713174,1,9,8,7
sa1713175,9,98,8,7
sa1713176,,,,
sa1713177,,,,
sa1713178,2,98,9,1
sa1713179,,,,
sa1713180,,,,
sa1713181,,,,
sa1713182,,,,
sa1713183,,,,
sa1713184,,,,
sa1713185,,,,
sa1713186,,,,
sa1713187,,,,
sa1713188,1,9,8,7
sa1713189,9,4,9,7
sa1713190,1,9,4,7
sa1713191,,,,
sa1713192,,,,
sa1713193,,,,
sa1713194,,,,
sa1713195,,,,
sa1713196,,,,
sa1713197,,,,
sa1713198,,,,
sa1713199,2,98,4,3
sa1713200,,,,
sa1713201,3,5,2,1
sa1713202,1,98,4,8
sa1713203,2,98,2,9
sa1713204,,,,
sa1713205,,,,
sa1713206,,,,
sa1713207,,,,
sa1713208,3,9,9,7
sa1713209,4,7,2,9
sa1713210,,,,
sa1713211,1,6,1,1
sa1713212,,,,
sa1713213,,,,
sa1713214,9,98,1,7
sa1713215,1,98,8,8
sa1713216,,,,
sa1713217,,,,
sa1713218,2,98,9,9
sa1713219,,,,
sa1713220,,,,
sa1713221,,,,
sa1713222,,,,
sa1713223,,,,
sa1713224,,,,
sa1713225,1,5,1,7
sa1713226,2,98,1,1
sa1713227,2,98,4,8
sa1713228,,,,
sa1713229,4,98,2,1
sa1713230,3,1,1,7
sa1713231,,,,
sa1713232,4,99,1,3
sa1713233,2,98,2,9
sa1713234,1,4,1,3
sa1713235,,,,
sa1713236,,,,
sa1713237,2,98,1,1
sa1713238,,,,
sa1713239,,,,
sa1713240,1,8,1,1
sa1713241,,,,
sa1713242,2,98,1,1
sa1713243,,,,
sa1713244,3,4,1,9
sa1713245,,,,
sa1713246,3,5,9,7
sa1713247,2,98,4,1
sa1713248,,,,
sa1713249,1,98,8,8
sa1713250,,,,
sa1713251,1,98,8,8
sa1713252,,,,
sa1713253,,,,
sa1713254,,,,
sa1713255,1,98,8,7
sa1713256,,,,
sa1713257,2,98,2,9
sa1713258,2,98,4,1
sa1713259,3,99,4,9
sa1713260,,,,
sa1713261,3,98,4,7
sa1713262,2,98,2,1
sa1713263,2,98,2,8
sa1713264,1,9,8,8
sa1713265,2,6,1,3
sa1713266,,,,
sa1713267,2,98,9,1
sa1713268,,,,
sa1713269,1,98,8,7
sa1713270,,,,
sa1713271,9,98,9,8
sa1713272,2,98,4,2
sa1713273,,,,
sa1713274,,,,
sa1713275,4,9,1,2
sa1713276,,,,
sa1713277,,,,
sa1713278,,,,
sa1713279,,,,
sa1713280,,,,
sa1713281,,,,
sa1713282,,,,
sa1713283,2,98,4,1
sa1713284,9,98,9,7
sa1713285,,,,
sa1713286,,,,
sa1713287,,,,
sa1713288,2,98,4,2
sa1713289,,,,
sa1713290,,,,
sa1713291,,,,
sa1713292,9,98,9,9
sa1713293,,,,
sa1713294,,,,
sa1713295,,,,
sa1713296,,,,
sa1713297,,,,
sa1713298,,,,
sa1713299,,,,
sa1713300,,,,
sa1713301,,,,
sa1713302,,,,
sa1713303,,,,
sa1713304,2,98,2,1
sa1713305,,,,
sa1713306,,,,
sa1713307,9,98,9,9
sa1713308,,,,
sa1713309,,,,
sa1713310,,,,
sa1713311,,,,
sa1713312,,,,
sa1713313,,,,
sa1713314,,,,
sa1713315,,,,
sa1713316,,,,
sa1713317,2,98,4,3
sa1713318,2,98,1,7
sa1713319,1,9,8,7
sa1713320,1,98,8,7
sa1713321,2,98,4,2
sa1713322,4,98,1,7
sa1713323,,,,
sa1713324,,,,
sa1713325,9,98,9,8
sa1713326,2,98,9,1
sa1713327,,,,
sa1713328,,,,
sa1713329,,,,
sa1713330,,,,
sa1713331,1,98,8,7
sa1713332,,,,
sa1713333,,,,
sa1713334,,,,
sa1713335,,,,
sa1713336,2,98,1,1
sa1713337,,,,
sa1713338,1,98,8,8
sa1713339,,,,
sa1713340,,,,
sa1713341,,,,
sa1713342,,,,
sa1713343,,,,
sa1713344,2,98,1,9
sa1713345,4,99,1,1
sa1713346,2,98,9,9
sa1713347,1,9,4,1
sa1713348,9,9,8,9
sa1713349,,,,
sa1713350,,,,
sa1713351,,,,
sa1713352,,,,
sa1713353,1,98,9,8
sa1713354,,,,
sa1713355,,,,
sa1713356,,,,
sa1713357,,,,
sa1713358,,,,
sa1713359,,,,
sa1713360,2,98,2,1
sa1713361,,,,
sa1713362,,,,
sa1713363,,,,
sa1713364,,,,
sa1713365,,,,
sa1713366,,,,
sa1713367,,,,
sa1713368,,,,
sa1713369,,,,
sa1713370,,,,
sa1713371,,,,
sa1713372,,,,
sa1713373,,,,
sa1713374,,,,
sa1713375,,,,
sa1713376,,,,
sa1713377,,,,
sa1713378,,,,
sa1713379,,,,
sa1713380,,,,
sa1713381,,,,
sa1713382,1,9,1,8
sa1713383,,,,
sa1713384,,,,
sa1713385,,,,
sa1713386,,,,
sa1713387,,,,
sa1713388,,,,
sa1713389,,,,
sa1713390,,,,
sa1713391,2,98,9,9
sa1713392,,,,
sa1713393,,,,
sa1713394,2,98,2,2
sa1713395,,,,
sa1713396,,,,
sa1713397,,,,
sa1713398,,,,
sa1713399,,,,
sa1713400,4,98,9,9
sa1713401,,,,
sa1713402,,,,
sa1713403,,,,
sa1713404,,,,
sa1713405,,,,
sa1713406,,,,
sa1713407,2,98,4,1
sa1713408,,,,
sa1713409,4,2,3,7
sa1713410,,,,
sa1713411,1,9,8,7
sa1713412,,,,
sa1713413,,,,
sa1713414,,,,
sa1713415,2,98,4,1
sa1713416,,,,
sa1713417,9,98,8,7
sa1713418,,,,
sa1713419,3,1,1,9
sa1713420,,,,
sa1713421,,,,
sa1713422,1,9,2,7
sa1713423,,,,
sa1713424,,,,
sa1713425,,,,
sa1713426,,,,
sa1713427,3,8,2,9
sa1713428,,,,
sa1713429,,,,
sa1713430,2,98,4,8
sa1713431,,,,
sa1713432,,,,
sa1713433,2,98,1,7
sa1713434,,,,
sa1713435,,,,
sa1713436,,,,
sa1713437,,,,
sa1713438,2,98,9,8
sa1713439,2,98,2,8
sa1713440,,,,
sa1713441,1,9,8,7
sa1713442,,,,
sa1713443,,,,
sa1713444,1,98,8,8
sa1713445,,,,
sa1713446,9,98,9,7
sa1713447,,,,
sa1713448,2,98,2,2
sa1713449,,,,
sa1713450,,,,
sa1713451,,,,
sa1713452,3,99,9,9
sa1713453,,,,
sa1713454,,,,
sa1713455,2,98,4,9
sa1713456,,,,
sa1713457,,,,
sa1713458,,,,
sa1713459,2,98,1,1
sa1713460,,,,
sa1713461,,,,
sa1713462,3,1,4,7
sa1713463,,,,
sa1713464,,,,
sa1713465,2,98,9,1
sa1713466,,,,
sa1713467,3,5,9,7
sa1713468,,,,
sa1713469,9,98,8,8
sa1713470,,,,
sa1713471,2,98,2,7
sa1713472,,,,
sa1713473,,,,
sa1713474,,,,
sa1713475,1,99,8,8
sa1713476,,,,
sa1713477,1,98,8,8
sa1713478,2,98,2,1
sa1713479,,,,
sa1713480,,,,
sa1713481,9,98,8,8
sa1713482,2,98,4,2
sa1713483,2,98,2,7
sa1713484,9,98,8,7
sa1713485,,,,
sa1713486,,,,
sa1713487,,,,
sa1713488,,,,
sa1713489,9,98,8,7
sa1713490,,,,
sa1713491,,,,
sa1713492,,,,
sa1713493,,,,
sa1713494,1,3,2,7
sa1713495,,,,
sa1713496,,,,
sa1713497,,,,
sa1713498,1,98,8,7
sa1713499,,,,
sa1713500,,,,
sa1713501,,,,
sa1713502,,,,
sa1713503,,,,
sa1713504,,,,
sa1713505,2,98,2,2
sa1713506,2,98,1,7
sa1713507,,,,
sa1713508,9,98,9,1
sa1713509,9,98,9,7
sa1713510,,,,
sa1713511,2,98,9,8
sa1713512,,,,
sa1713513,,,,
sa1713514,,,,
sa1713515,,,,
sa1713516,,,,
sa1713517,,,,
sa1713518,,,,
sa1713519,,,,
sa1713520,2,98,4,1
sa1713521,,,,
sa1713522,3,4,2,8
sa1713523,3,98,1,7
sa1713524,,,,
sa1713525,,,,
sa1713526,2,98,9,2
sa1713527,,,,
sa1713528,,,,
sa1713529,2,98,9,7
sa1713530,,,,
sa1713531,2,98,4,1
sa1713532,,,,
sa1713533,,,,
sa1713534,,,,
sa1713535,2,98,1,1
sa1713536,,,,
sa1713537,,,,
sa1713538,,,,
sa1713539,,,,
sa1713540,,,,
sa1713541,9,98,8,8
sa1713542,,,,
sa1713543,,,,
sa1713544,2,98,1,1
sa1713545,,,,
sa1713546,2,98,4,9
sa1713547,,,,
sa1713548,,,,
sa1713549,2,98,4,3
sa1713550,,,,
sa1713551,,,,
sa1713552,,,,
sa1713553,2,98,1,9
sa1713554,,,,
sa1713555,,,,
sa1713556,,,,
sa1713557,,,,
sa1713558,,,,
sa1713559,2,98,9,8
sa1713560,,,,
sa1713561,4,98,4,3
sa1713562,3,99,9,7
sa1713563,2,98,2,9
sa1713564,,,,
sa1713565,,,,
sa1713566,,,,
sa1713567,,,,
sa1713568,,,,
sa1713569,1,98,8,2
sa1713570,,,,
sa1713571,,,,
sa1713572,,,,
sa1713573,,,,
sa1713574,3,98,1,7
sa1713575,,,,
sa1713576,,,,
sa1713577,1,98,8,8
sa1713578,2,98,1,7
sa1713579,,,,
sa1713580,,,,
sa1713581,,,,
sa1713582,,,,
sa1713583,,,,
sa1713584,,,,
sa1713585,,,,
sa1713586,,,,
sa1713587,,,,
sa1713588,,,,
sa1713589,,,,
sa1713590,2,98,1,4
sa1713591,2,98,4,1
sa1713592,,,,
sa1713593,,,,
sa1713594,,,,
sa1713595,,,,
sa1713596,,,,
sa1713597,,,,
sa1713598,2,98,2,1
sa1713599,,,,
sa1713600,,,,
sa1713601,,,,
sa1713602,2,4,4,9
sa1713603,3,99,2,8
sa1713604,,,,
sa1713605,3,7,1,9
sa1713606,4,98,9,8
sa1713607,,,,
sa1713608,1,9,8,8
sa1713609,2,98,4,9
sa1713610,,,,
sa1713611,,,,
sa1713612,,,,
sa1713613,,,,
sa1713614,2,98,4,1
sa1713615,,,,
sa1713616,2,98,2,9
sa1713617,,,,
sa1713618,3,4,1,8
sa1713619,,,,
sa1713620,,,,
sa1713621,,,,
sa1713622,1,9,8,7
sa1713623,1,98,8,7
sa1713624,,,,
sa1713625,,,,
sa1713626,2,98,4,2
sa1713627,,,,
sa1713628,2,98,4,3
sa1713629,2,98,2,2
sa1713630,,,,
sa1713631,,,,
sa1713632,4,4,9,7
sa1713633,,,,
sa1713634,9,98,8,9
sa1713635,,,,
sa1713636,2,98,1,2
sa1713637,,,,
sa1713638,,,,
sa1713639,,,,
sa1713640,,,,
sa1713641,,,,
sa1713642,,,,
sa1713643,,,,
sa1713644,1,9,8,1
sa1713645,,,,
sa1713646,,,,
sa1713647,,,,
sa1713648,,,,
sa1713649,4,4,2,9
sa1713650,,,,
sa1713651,,,,
sa1713652,,,,
sa1713653,,,,
sa1713654,2,98,4,2
sa1713655,,,,
sa1713656,2,98,2,1
sa1713657,,,,
sa1713658,2,99,9,1
sa1713659,4,98,4,7
sa1713660,,,,
sa1713661,1,5,8,7
sa1713662,,,,
sa1713663,,,,
sa1713664,,,,
sa1713665,,,,
sa1713666,3,5,4,2
sa1713667,9,98,9,8
sa1713668,4,98,4,8
sa1713669,3,9,2,8
sa1713670,,,,
sa1713671,3,9,4,7
sa1713672,1,6,1,7
sa1713673,,,,
sa1713674,,,,
sa1713675,,,,
sa1713676,,,,
sa1713677,2,98,2,1
sa1713678,,,,
sa1713679,9,98,9,9
sa1713680,9,98,9,7
sa1713681,1,98,8,8
sa1713682,,,,
sa1713683,,,,
sa1713684,,,,
sa1713685,,,,
sa1713686,,,,
sa1713687,,,,
sa1713688,2,98,9,1
sa1713689,,,,
sa1713690,2,98,2,3
sa1713691,,,,
sa1713692,,,,
sa1713693,2,98,1,8
sa1713694,,,,
sa1713695,2,98,1,9
sa1713696,,,,
sa1713697,,,,
sa1713698,,,,
sa1713699,9,98,9,9
sa1713700,,,,
sa1713701,,,,
sa1713702,,,,
sa1713703,,,,
sa1713704,,,,
sa1713705,,,,
sa1713706,2,98,1,7
sa1713707,,,,
sa1713708,,,,
sa1713709,,,,
sa1713710,,,,
sa1713711,,,,
sa1713712,1,98,8,3
sa1713713,,,,
sa1713714,,,,
sa1713715,2,98,4,2
sa1713716,,,,
sa1713717,,,,
sa1713718,,,,
sa1713719,,,,
sa1713720,,,,
sa1713721,,,,
sa1713722,3,4,1,8
sa1713723,2,98,4,2
sa1713724,3,9,2,3
sa1713725,,,,
sa1713726,,,,
sa1713727,,,,
sa1713728,,,,
sa1713729,,,,
sa1713730,2,98,1,2
sa1713731,2,98,2,1
sa1713732,,,,
sa1713733,,,,
sa1713734,9,98,8,8
sa1713735,,,,
sa1713736,,,,
sa1713737,,,,
sa1713738,,,,
sa1713739,,,,
sa1713740,,,,
sa1713741,,,,
sa1713742,,,,
sa1713743,2,98,4,2
sa1713744,,,,
sa1713745,,,,
sa1713746,,,,
sa1713747,,,,
sa1713748,,,,
sa1713749,2,98,9,3
sa1713750,,,,
sa1713751,2,98,4,2
sa1713752,,,,
sa1713753,,,,
sa1713754,9,98,8,9
sa1713755,,,,
sa1713756,,,,
sa1713757,,,,
sa1713758,9,98,8,7
sa1713759,1,9,8,8
sa1713760,2,98,1,7
sa1713761,,,,
sa1713762,2,98,4,2
sa1713763,1,9,8,8
sa1713764,,,,
sa1713765,9,98,8,8
sa1713766,,,,
sa1713767,3,99,1,7
sa1713768,,,,
sa1713769,,,,
sa1713770,,,,
sa1713771,2,98,1,1
sa1713772,2,98,1,9
sa1713773,3,7,1,7
sa1713774,,,,
sa1713775,,,,
sa1713776,,,,
sa1713777,2,98,2,1
sa1713778,,,,
sa1713779,,,,
sa1713780,,,,
sa1713781,,,,
sa1713782,,,,
sa1713783,,,,
sa1713784,,,,
sa1713785,,,,
sa1713786,1,98,8,8
sa1713787,,,,
sa1713788,,,,
sa1713789,,,,
sa1713790,2,98,1,2
sa1713791,,,,
sa1713792,,,,
sa1713793,1,9,8,7
sa1713794,,,,
sa1713795,2,98,2,9
sa1713796,,,,
sa1713797,,,,
sa1713798,,,,
sa1713799,,,,
sa1713800,1,98,9,9
sa1713801,2,98,4,2
sa1713802,2,98,1,1
sa1713803,,,,
sa1713804,1,98,2,8
sa1713805,,,,
sa1713806,,,,
sa1713807,2,98,1,7
sa1713808,,,,
sa1713809,1,98,8,7
sa1713810,,,,
sa1713811,,,,
sa1713812,,,,
sa1713813,,,,
sa1713814,3,5,4,8
sa1713815,,,,
sa1713816,2,98,1,1
sa1713817,,,,
sa1713818,9,98,8,8
sa1713819,,,,
sa1713820,2,3,2,1
sa1713821,9,9,2,7
sa1713822,,,,
sa1713823,,,,
sa1713824,1,98,8,2
sa1713825,,,,
sa1713826,9,98,8,7
sa1713827,,,,
sa1713828,9,99,9,9
sa1713829,,,,
sa1713830,3,4,1,7
sa1713831,,,,
sa1713832,,,,
sa1713833,,,,
sa1713834,,,,
sa1713835,,,,
sa1713836,,,,
sa1713837,,,,
sa1713838,,,,
sa1713839,4,98,4,1
sa1713840,1,98,4,1
sa1713841,3,5,4,3
sa1713842,,,,
sa1713843,,,,
sa1713844,1,98,8,8
sa1713845,,,,
sa1713846,,,,
sa1713847,,,,
sa1713848,2,98,4,1
sa1713849,,,,
sa1713850,1,98,8,8
sa1713851,9,98,9,8
sa1713852,9,98,1,1
sa1713853,3,9,2,3
sa1713854,,,,
sa1713855,,,,
sa1713856,,,,
sa1713857,,,,
sa1713858,,,,
sa1713859,,,,
sa1713860,,,,
sa1713861,,,,
sa1713862,,,,
sa1713863,,,,
sa1713864,2,98,4,2
sa1713865,,,,
sa1713866,2,98,9,1
sa1713867,1,98,2,8
sa1713868,,,,
sa1713869,2,98,4,9
sa1713870,2,98,1,1
sa1713871,3,4,1,7
sa1713872,,,,
sa1713873,,,,
sa1713874,,,,
sa1713875,4,98,4,9
sa1713876,,,,
sa1713877,3,99,2,8
sa1713878,,,,
sa1713879,1,98,8,8
sa1713880,1,98,8,8
sa1713881,9,1,9,9
sa1713882,2,98,9,1
sa1713883,2,98,4,1
sa1713884,2,9,9,7
sa1713885,,,,
sa1713886,,,,
sa1713887,,,,
sa1713888,,,,
sa1713889,,,,
sa1713890,2,98,2,3
sa1713891,,,,
sa1713892,,,,
sa1713893,,,,
sa1713894,,,,
sa1713895,,,,
sa1713896,,,,
sa1713897,,,,
sa1713898,9,98,9,9
sa1713899,,,,
sa1713900,,,,
sa1713901,1,98,8,8
sa1713902,1,6,9,7
sa1713903,,,,
sa1713904,,,,
sa1713905,,,,
sa1713906,1,98,8,7
sa1713907,,,,
sa1713908,2,98,1,3
sa1713909,2,98,4,9
sa1713910,,,,
sa1713911,2,98,4,1
sa1713912,2,98,4,9
sa1713913,1,98,2,7
sa1713914,,,,
sa1713915,2,98,1,2
sa1713916,,,,
sa1713917,,,,
sa1713918,9,4,1,1
sa1713919,,,,
sa1713920,,,,
sa1713921,,,,
sa1713922,3,4,4,3
sa1713923,,,,
sa1713924,,,,
sa1713925,1,98,8,7
sa1713926,,,,
sa1713927,,,,
sa1713928,,,,
sa1713929,,,,
sa1713930,,,,
sa1713931,4,4,1,1
sa1713932,,,,
sa1713933,,,,
sa1713934,,,,
sa1713935,,,,
sa1713936,,,,
sa1713937,,,,
sa1713938,,,,
sa1713939,,,,
sa1713940,9,98,8,7
sa1713941,,,,
sa1713942,4,98,9,3
sa1713943,,,,
sa1713944,,,,
sa1713945,,,,
sa1713946,,,,
sa1713947,,,,
sa1713948,4,98,4,1
sa1713949,2,98,1,1
sa1713950,,,,
sa1713951,,,,
sa1713952,4,1,1,2
sa1713953,1,9,8,8
sa1713954,,,,
sa1713955,,,,
sa1713956,,,,
sa1713957,2,98,9,1
sa1713958,,,,
sa1713959,,,,
sa1713960,,,,
sa1713961,,,,
sa1713962,,,,
sa1713963,3,98,2,7
sa1713964,4,98,4,1
sa1713965,,,,
sa1713966,9,4,9,9
sa1713967,,,,
sa1713968,1,98,8,8
sa1713969,,,,
sa1713970,,,,
sa1713971,3,4,4,7
sa1713972,,,,
sa1713973,9,98,9,7
sa1713974,,,,
sa1713975,,,,
sa1713976,2,98,2,9
sa1713977,,,,
sa1713978,,,,
sa1713979,,,,
sa1713980,2,98,4,1
sa1713981,,,,
sa1713982,,,,
sa1713983,2,98,1,2
sa1713984,4,98,1,7
sa1713985,,,,
sa1713986,1,2,1,7
sa1713987,,,,
sa1713988,2,98,2,1
sa1713989,9,98,8,8
sa1713990,,,,
sa1713991,,,,
sa1713992,,,,
sa1713993,2,98,4,1
sa1713994,,,,
sa1713995,,,,
sa1713996,,,,
sa1713997,2,98,2,7
sa1713998,4,98,9,3
sa1713999,,,,
sa1714000,,,,
sa1714001,1,98,8,7
sa1714002,,,,
sa1714003,9,98,8,9
sa1714004,,,,
sa1714005,,,,
sa1714006,,,,
sa1714007,,,,
sa1714008,,,,
sa1714009,2,98,3,1
sa1714010,2,98,1,3
sa1714011,2,98,1,1
sa1714012,,,,
sa1714013,3,4,4,7
sa1714014,2,98,2,3
sa1714015,,,,
sa1714016,,,,
sa1714017,2,98,4,1
sa1714018,3,4,2,7
sa1714019,2,98,2,1
sa1714020,2,98,2,7
sa1714021,,,,
sa1714022,2,98,4,3
sa1714023,,,,
sa1714024,2,98,2,1
sa1714025,2,98,9,1
sa1714026,,,,
sa1714027,3,4,2,8
sa1714028,,,,
sa1714029,3,1,1,7
sa1714030,,,,
sa1714031,,,,
sa1714032,2,4,1,3
sa1714033,,,,
sa1714034,2,98,2,7
sa1714035,,,,
sa1714036,,,,
sa1714037,1,98,8,8
sa1714038,2,98,2,1
sa1714039,,,,
sa1714040,,,,
sa1714041,,,,
sa1714042,,,,
sa1714043,,,,
sa1714044,,,,
sa1714045,4,8,9,7
sa1714046,2,98,2,1
sa1714047,2,98,2,1
sa1714048,,,,
sa1714049,,,,
sa1714050,2,98,9,9
sa1714051,9,98,9,2
sa1714052,2,98,1,1
sa1714053,,,,
sa1714054,2,98,4,2
sa1714055,2,98,4,7
sa1714056,2,98,4,9
sa1714057,,,,
sa1714058,2,98,2,2
sa1714059,9,4,8,9
sa1714060,1,98,8,8
sa1714061,2,98,4,1
sa1714062,,,,
sa1714063,,,,
sa1714064,,,,
sa1714065,9,98,9,1
sa1714066,,,,
sa1714067,4,98,1,1
sa1714068,,,,
sa1714069,3,5,4,9
sa1714070,9,98,8,8
sa1714071,2,98,1,1
sa1714072,,,,
sa1714073,2,98,4,3
