id,sa_fire_origin,sa_alarm_failure,sa_alarm_type,sa_impact_evacuation
sa1701961,2,98,1,1
sa1701962,4,98,9,7
sa1701963,1,4,9,7
sa1701964,2,98,1,1
sa1701965,3,99,2,3
sa1701966,,,,
sa1701967,1,98,8,8
sa1701968,,,,
sa1701969,,,,
sa1701970,,,,
sa1701971,,,,
sa1701972,,,,
sa1701973,2,98,1,3
sa1701974,,,,
sa1701975,,,,
sa1701976,,,,
sa1701977,,,,
sa1701978,,,,
sa1701979,,,,
sa1701980,,,,
sa1701981,4,98,9,8
sa1701982,1,98,8,8
sa1701983,,,,
sa1701984,,,,
sa1701985,,,,
sa1701986,1,98,8,8
sa1701987,,,,
sa1701988,,,,
sa1701989,,,,
sa1701990,3,4,2,7
sa1701991,3,7,2,9
sa1701992,3,99,2,1
sa1701993,1,98,8,8
sa1701994,9,98,8,9
sa1701995,1,9,8,9
sa1701996,3,5,4,8
sa1701997,,,,
sa1701998,,,,
sa1701999,1,9,8,7
sa1702000,,,,
sa1702001,,,,
sa1702002,,,,
sa1702003,,,,
sa1702004,,,,
sa1702005,,,,
sa1702006,,,,
sa1702007,,,,
sa1702008,,,,
sa1702009,,,,
sa1702010,1,98,8,8
sa1702011,2,98,2,8
sa1702012,1,99,8,7
sa1702013,,,,
sa1702014,,,,
sa1702015,,,,
sa1702016,1,4,2,7
sa1702017,,,,
sa1702018,,,,
sa1702019,2,98,1,7
sa1702020,2,4,4,7
sa1702021,1,98,8,9
sa1702022,2,98,2,7
sa1702023,,,,
sa1702024,2,98,1,1
sa1702025,2,98,2,9
sa1702026,4,4,4,7
sa1702027,2,98,1,7
sa1702028,,,,
sa1702029,3,2,1,3
sa1702030,1,98,8,8
sa1702031,3,3,2,3
sa1702032,3,4,9,9
sa1702033,2,98,1,2
sa1702034,,,,
sa1702035,4,98,1,1
sa1702036,2,98,9,9
sa1702037,,,,
sa1702038,,,,
sa1702039,3,4,1,8
sa1702040,,,,
sa1702041,,,,
sa1702042,2,98,1,1
sa1702043,4,98,4,7
sa1702044,,,,
sa1702045,9,99,9,1
sa1702046,,,,
sa1702047,3,1,1,2
sa1702048,,,,
sa1702049,3,4,1,8
sa1702050,2,98,2,2
sa1702051,,,,
sa1702052,,,,
sa1702053,1,1,8,8
sa1702054,,,,
sa1702055,,,,
sa1702056,,,,
sa1702057,,,,
sa1702058,,,,
sa1702059,,,,
sa1702060,,,,
sa1702061,,,,
sa1702062,4,98,2,3
sa1702063,2,98,4,3
sa1702064,,,,
sa1702065,1,98,8,7
sa1702066,2,98,4,1
sa1702067,1,98,8,8
sa1702068,3,4,9,7
sa1702069,3,4,2,3
sa1702070,1,98,8,7
sa1702071,1,4,2,2
sa1702072,,,,
sa1702073,1,4,8,8
sa1702074,9,98,8,7
sa1702075,1,98,8,7
sa1702076,1,98,8,8
sa1702077,2,98,2,1
sa1702078,3,99,1,1
sa1702079,1,98,8,8
sa1702080,1,98,9,9
sa1702081,1,7,1,7
sa1702082,,,,
sa1702083,1,98,8,8
sa1702084,2,98,1,2
sa1702085,3,9,4,8
sa1702086,3,5,9,8
sa1702087,2,98,2,1
sa1702088,1,98,8,8
sa1702089,2,98,4,2
sa1702090,,,,
sa1702091,,,,
sa1702092,,,,
sa1702093,,,,
sa1702094,,,,
sa1702095,,,,
sa1702096,,,,
sa1702097,,,,
sa1702098,,,,
sa1702099,,,,
sa1702100,3,4,4,7
sa1702101,2,98,2,3
sa1702102,1,98,9,7
sa1702103,9,4,8,9
sa1702104,4,99,1,1
sa1702105,9,99,8,8
sa1702106,2,98,1,1
sa1702107,,,,
sa1702108,3,9,2,1
sa1702109,,,,
sa1702110,9,4,8,7
sa1702111,1,5,4,2
sa1702112,,,,
sa1702113,9,98,8,8
sa1702114,1,4,8,8
sa1702115,,,,
sa1702116,3,4,2,1
sa1702117,3,4,1,7
sa1702118,2,98,1,9
sa1702119,1,98,8,8
sa1702120,,,,
sa1702121,4,99,1,8
sa1702122,3,2,1,7
sa1702123,2,98,1,2
sa1702124,2,98,2,1
sa1702125,3,4,1,7
sa1702126,2,98,2,9
sa1702127,2,98,2,7
sa1702128,4,9,2,1
sa1702129,3,9,1,1
sa1702130,2,98,4,2
sa1702131,,,,
sa1702132,,,,
sa1702133,3,5,4,8
sa1702134,2,98,9,1
sa1702135,2,98,9,1
sa1702136,9,98,8,9
sa1702137,,,,
sa1702138,,,,
sa1702139,,,,
sa1702140,,,,
sa1702141,9,98,8,9
sa1702142,,,,
sa1702143,4,4,9,8
sa1702144,1,98,9,9
sa1702145,2,98,1,1
sa1702146,1,9,8,7
sa1702147,2,98,1,7
sa1702148,1,9,8,7
sa1702149,3,99,1,7
sa1702150,3,9,1,2
sa1702151,2,98,2,7
sa1702152,,,,
sa1702153,2,98,1,1
sa1702154,9,98,9,7
sa1702155,1,4,9,9
sa1702156,,,,
sa1702157,,,,
sa1702158,,,,
sa1702159,,,,
sa1702160,,,,
sa1702161,,,,
sa1702162,,,,
sa1702163,1,9,8,8
sa1702164,9,98,8,7
sa1702165,9,98,8,8
sa1702166,3,1,1,1
sa1702167,2,98,4,1
sa1702168,9,98,8,8
sa1702169,2,98,2,2
sa1702170,4,98,9,1
sa1702171,1,4,2,7
sa1702172,4,98,1,8
sa1702173,,,,
sa1702174,2,98,2,3
sa1702175,,,,
sa1702176,1,5,8,8
sa1702177,,,,
sa1702178,4,98,8,7
sa1702179,9,98,8,1
sa1702180,1,4,2,7
sa1702181,9,4,9,9
sa1702182,,,,
sa1702183,,,,
sa1702184,,,,
sa1702185,,,,
sa1702186,,,,
sa1702187,,,,
sa1702188,,,,
sa1702189,,,,
sa1702190,9,98,9,8
sa1702191,3,98,1,1
sa1702192,3,1,1,1
sa1702193,2,98,2,7
sa1702194,2,98,1,2
sa1702195,2,98,4,1
sa1702196,3,4,8,7
sa1702197,1,98,8,1
sa1702198,,,,
sa1702199,1,98,8,8
sa1702200,,,,
sa1702201,,,,
sa1702202,,,,
sa1702203,1,98,8,7
sa1702204,9,98,8,8
sa1702205,,,,
sa1702206,1,98,8,8
sa1702207,1,4,2,7
sa1702208,4,98,2,7
sa1702209,,,,
sa1702210,3,4,2,8
sa1702211,2,98,2,9
sa1702212,3,5,8,8
sa1702213,2,98,4,1
sa1702214,1,98,8,8
sa1702215,2,98,2,3
sa1702216,1,98,8,8
sa1702217,4,4,9,9
sa1702218,4,98,2,3
sa1702219,2,98,4,9
sa1702220,2,98,4,1
sa1702221,1,98,8,1
sa1702222,1,98,8,8
sa1702223,2,98,2,1
sa1702224,3,2,1,1
sa1702225,3,5,8,7
sa1702226,4,99,4,7
sa1702227,2,98,4,1
sa1702228,,,,
sa1702229,2,98,1,9
sa1702230,2,98,9,1
sa1702231,9,99,8,1
sa1702232,,,,
sa1702233,,,,
sa1702234,9,5,9,8
sa1702235,2,98,9,9
sa1702236,2,98,4,9
sa1702237,2,98,2,9
sa1702238,2,98,4,3
sa1702239,,,,
sa1702240,,,,
sa1702241,,,,
sa1702242,1,98,8,7
sa1702243,,,,
sa1702244,1,98,8,8
sa1702245,,,,
sa1702246,,,,
sa1702247,1,98,9,8
sa1702248,9,99,2,2
sa1702249,3,4,1,7
sa1702250,,,,
sa1702251,,,,
sa1702252,,,,
sa1702253,2,98,1,8
sa1702254,,,,
sa1702255,,,,
sa1702256,,,,
sa1702257,,,,
sa1702258,,,,
sa1702259,,,,
sa1702260,,,,
sa1702261,,,,
sa1702262,,,,
sa1702263,,,,
sa1702264,,,,
sa1702265,1,9,8,8
sa1702266,2,98,2,1
sa1702267,,,,
sa1702268,,,,
sa1702269,,,,
sa1702270,3,4,2,3
sa1702271,1,98,4,1
sa1702272,9,98,9,7
sa1702273,3,98,9,2
sa1702274,9,9,8,7
sa1702275,1,98,8,1
sa1702276,2,98,4,1
sa1702277,,,,
sa1702278,2,98,2,1
sa1702279,,,,
sa1702280,2,98,1,7
sa1702281,2,98,9,9
sa1702282,2,5,2,9
sa1702283,2,98,4,2
sa1702284,4,98,9,7
sa1702285,,,,
sa1702286,,,,
sa1702287,,,,
sa1702288,2,98,2,1
sa1702289,1,4,8,8
sa1702290,9,9,8,8
sa1702291,2,98,9,8
sa1702292,9,98,9,8
sa1702293,1,9,9,7
sa1702294,3,99,1,1
sa1702295,2,98,1,1
sa1702296,9,98,9,7
sa1702297,1,99,9,9
sa1702298,,,,
sa1702299,2,98,2,3
sa1702300,2,98,4,1
sa1702301,2,98,2,1
sa1702302,2,98,2,1
sa1702303,,,,
sa1702304,,,,
sa1702305,1,4,8,8
sa1702306,2,99,1,9
sa1702307,2,98,4,2
sa1702308,2,98,1,1
sa1702309,3,4,1,7
sa1702310,2,98,4,3
sa1702311,2,98,2,9
sa1702312,2,98,2,1
sa1702313,2,98,2,1
sa1702314,2,98,2,1
sa1702315,,,,
sa1702316,1,98,8,8
sa1702317,,,,
sa1702318,1,98,8,7
sa1702319,2,98,4,1
sa1702320,3,4,4,8
sa1702321,,,,
sa1702322,,,,
sa1702323,,,,
sa1702324,,,,
sa1702325,,,,
sa1702326,,,,
sa1702327,,,,
sa1702328,,,,
sa1702329,,,,
sa1702330,,,,
sa1702331,,,,
sa1702332,,,,
sa1702333,,,,
sa1702334,,,,
sa1702335,,,,
sa1702336,1,98,8,8
sa1702337,,,,
sa1702338,,,,
sa1702339,,,,
sa1702340,,,,
sa1702341,,,,
sa1702342,9,98,8,8
sa1702343,2,98,4,9
sa1702344,3,98,9,7
sa1702345,1,98,8,8
sa1702346,9,98,8,7
sa1702347,4,9,2,1
sa1702348,2,98,1,7
sa1702349,1,98,8,8
sa1702350,3,1,1,7
sa1702351,2,98,4,2
sa1702352,4,5,8,9
sa1702353,2,98,1,1
sa1702354,9,5,9,7
sa1702355,2,98,1,3
sa1702356,2,98,1,1
sa1702357,2,98,2,2
sa1702358,4,4,2,7
sa1702359,1,98,8,1
sa1702360,3,5,9,7
sa1702361,9,98,8,8
sa1702362,2,98,4,1
sa1702363,,,,
sa1702364,2,98,4,1
sa1702365,2,98,2,3
sa1702366,,,,
sa1702367,2,98,4,3
sa1702368,3,1,1,3
sa1702369,,,,
sa1702370,2,98,2,1
sa1702371,2,98,2,2
sa1702372,,,,
sa1702373,1,98,8,7
sa1702374,2,98,4,1
sa1702375,9,4,4,7
sa1702376,1,9,8,7
sa1702377,3,5,4,8
sa1702378,3,2,1,3
sa1702379,,,,
sa1702380,2,98,4,7
sa1702381,2,98,4,9
sa1702382,2,98,2,3
sa1702383,2,98,2,1
sa1702384,4,98,9,8
sa1702385,2,98,2,7
sa1702386,,,,
sa1702387,,,,
sa1702388,,,,
sa1702389,,,,
sa1702390,,,,
sa1702391,,,,
sa1702392,,,,
sa1702393,,,,
sa1702394,,,,
sa1702395,,,,
sa1702396,9,98,8,8
sa1702397,2,98,2,7
sa1702398,,,,
sa1702399,,,,
sa1702400,2,98,2,1
sa1702401,,,,
sa1702402,,,,
sa1702403,1,98,8,8
sa1702404,9,99,9,8
sa1702405,3,9,1,7
sa1702406,2,98,2,2
sa1702407,,,,
sa1702408,,,,
sa1702409,,,,
sa1702410,3,4,1,7
sa1702411,1,98,8,9
sa1702412,2,98,4,3
sa1702413,,,,
sa1702414,3,4,9,8
sa1702415,1,4,4,9
sa1702416,,,,
sa1702417,,,,
sa1702418,1,98,8,8
sa1702419,,,,
sa1702420,,,,
sa1702421,1,98,8,8
sa1702422,,,,
sa1702423,,,,
sa1702424,,,,
sa1702425,,,,
sa1702426,,,,
sa1702427,,,,
sa1702428,4,98,1,9
sa1702429,3,4,2,7
sa1702430,4,98,1,9
sa1702431,,,,
sa1702432,,,,
sa1702433,,,,
sa1702434,,,,
sa1702435,,,,
sa1702436,,,,
sa1702437,1,98,8,8
sa1702438,,,,
sa1702439,3,7,1,7
sa1702440,,,,
sa1702441,2,98,1,7
sa1702442,2,98,1,9
sa1702443,3,99,3,1
sa1702444,1,98,8,7
sa1702445,,,,
sa1702446,2,98,9,1
sa1702447,,,,
sa1702448,,,,
sa1702449,,,,
sa1702450,4,98,9,9
sa1702451,2,98,1,1
sa1702452,,,,
sa1702453,9,4,8,7
sa1702454,3,99,1,8
sa1702455,2,98,9,1
sa1702456,2,98,2,1
sa1702457,3,4,9,7
sa1702458,,,,
sa1702459,3,99,2,3
sa1702460,,,,
sa1702461,2,98,1,2
sa1702462,2,98,2,2
sa1702463,2,98,2,9
sa1702464,2,98,4,3
sa1702465,2,98,2,1
sa1702466,2,98,4,1
sa1702467,1,5,8,8
sa1702468,,,,
sa1702469,1,98,8,8
sa1702470,,,,
sa1702471,9,98,9,8
sa1702472,,,,
sa1702473,,,,
sa1702474,,,,
sa1702475,2,98,1,1
sa1702476,,,,
sa1702477,2,98,1,1
sa1702478,4,98,1,7
sa1702479,2,98,2,7
sa1702480,,,,
sa1702481,,,,
sa1702482,,,,
sa1702483,1,9,8,3
sa1702484,,,,
sa1702485,,,,
sa1702486,,,,
sa1702487,,,,
sa1702488,1,98,8,8
sa1702489,2,98,4,1
sa1702490,4,4,2,1
sa1702491,2,98,9,2
sa1702492,1,98,8,8
sa1702493,3,4,9,8
sa1702494,1,4,1,7
sa1702495,3,4,2,7
sa1702496,1,99,9,8
sa1702497,2,7,1,7
sa1702498,4,98,1,7
sa1702499,3,9,4,7
sa1702500,,,,
sa1702501,1,9,8,8
sa1702502,2,1,2,1
sa1702503,,,,
sa1702504,,,,
sa1702505,9,98,3,1
sa1702506,1,98,8,1
sa1702507,1,98,8,8
sa1702508,9,4,9,7
sa1702509,4,4,9,7
sa1702510,,,,
sa1702511,9,98,9,7
sa1702512,2,98,4,2
sa1702513,1,9,8,7
sa1702514,4,99,9,7
sa1702515,1,98,8,7
sa1702516,9,98,8,9
sa1702517,9,98,8,1
sa1702518,,,,
sa1702519,,,,
sa1702520,3,4,2,7
sa1702521,1,99,9,8
sa1702522,,,,
sa1702523,,,,
sa1702524,,,,
sa1702525,9,98,8,1
sa1702526,,,,
sa1702527,,,,
sa1702528,,,,
sa1702529,,,,
sa1702530,1,98,8,8
sa1702531,,,,
sa1702532,,,,
sa1702533,,,,
sa1702534,,,,
sa1702535,,,,
sa1702536,3,4,2,9
sa1702537,2,98,4,1
sa1702538,2,98,1,2
sa1702539,2,98,2,2
sa1702540,1,98,8,9
sa1702541,1,98,8,9
sa1702542,1,4,4,2
sa1702543,,,,
sa1702544,2,98,4,1
sa1702545,,,,
sa1702546,2,98,2,1
sa1702547,2,98,4,3
sa1702548,1,98,8,8
sa1702549,2,98,4,2
sa1702550,4,4,2,7
sa1702551,1,9,1,7
sa1702552,1,4,4,3
sa1702553,,,,
sa1702554,,,,
sa1702555,2,98,1,9
sa1702556,2,98,1,1
sa1702557,1,5,2,9
sa1702558,3,9,4,7
sa1702559,9,98,8,7
sa1702560,,,,
sa1702561,,,,
sa1702562,,,,
sa1702563,,,,
sa1702564,,,,
sa1702565,,,,
sa1702566,,,,
sa1702567,,,,
sa1702568,1,98,8,8
sa1702569,,,,
sa1702570,,,,
sa1702571,,,,
sa1702572,,,,
sa1702573,,,,
sa1702574,,,,
sa1702575,,,,
sa1702576,,,,
sa1702577,,,,
sa1702578,,,,
sa1702579,2,98,2,1
sa1702580,,,,
sa1702581,,,,
sa1702582,,,,
sa1702583,,,,
sa1702584,,,,
sa1702585,3,2,1,7
sa1702586,1,98,8,8
sa1702587,2,98,1,3
sa1702588,,,,
sa1702589,,,,
sa1702590,,,,
sa1702591,,,,
sa1702592,,,,
sa1702593,,,,
sa1702594,,,,
sa1702595,,,,
sa1702596,,,,
sa1702597,3,4,1,8
sa1702598,2,98,4,1
sa1702599,2,98,9,9
sa1702600,,,,
sa1702601,,,,
sa1702602,,,,
sa1702603,,,,
sa1702604,4,99,9,1
sa1702605,1,7,8,7
sa1702606,3,4,4,7
sa1702607,1,98,8,9
sa1702608,2,98,2,7
sa1702609,1,98,8,8
sa1702610,,,,
sa1702611,,,,
sa1702612,2,98,1,3
sa1702613,,,,
sa1702614,,,,
sa1702615,3,5,2,8
sa1702616,,,,
sa1702617,,,,
sa1702618,,,,
sa1702619,,,,
sa1702620,2,98,2,8
sa1702621,,,,
sa1702622,9,98,8,9
sa1702623,,,,
sa1702624,,,,
sa1702625,,,,
sa1702626,,,,
sa1702627,,,,
sa1702628,9,98,8,8
sa1702629,1,98,8,1
sa1702630,1,98,8,1
sa1702631,2,98,2,7
sa1702632,9,98,9,9
sa1702633,2,98,4,1
sa1702634,,,,
sa1702635,4,98,2,7
sa1702636,2,98,1,1
sa1702637,2,98,4,1
sa1702638,3,4,1,1
sa1702639,2,98,2,2
sa1702640,1,98,8,1
sa1702641,3,2,1,7
sa1702642,2,98,1,1
sa1702643,2,98,1,1
sa1702644,,,,
sa1702645,,,,
sa1702646,,,,
sa1702647,1,99,8,1
sa1702648,,,,
sa1702649,9,9,8,7
sa1702650,,,,
sa1702651,,,,
sa1702652,2,98,2,1
sa1702653,,,,
sa1702654,2,98,4,2
sa1702655,,,,
sa1702656,2,98,2,7
sa1702657,,,,
sa1702658,9,98,8,8
sa1702659,,,,
sa1702660,2,98,1,9
sa1702661,,,,
sa1702662,,,,
sa1702663,,,,
sa1702664,9,98,1,9
sa1702665,3,4,4,7
sa1702666,2,98,1,9
sa1702667,1,98,8,8
sa1702668,9,98,8,1
sa1702669,2,98,1,1
sa1702670,9,98,9,7
sa1702671,,,,
sa1702672,,,,
sa1702673,,,,
sa1702674,,,,
sa1702675,1,98,8,8
sa1702676,9,98,8,8
sa1702677,,,,
sa1702678,9,98,8,8
sa1702679,,,,
sa1702680,2,98,4,2
sa1702681,9,98,9,9
sa1702682,3,99,2,1
sa1702683,,,,
sa1702684,,,,
sa1702685,,,,
sa1702686,2,98,1,1
sa1702687,2,98,9,1
sa1702688,,,,
sa1702689,9,98,8,9
sa1702690,,,,
sa1702691,3,99,9,8
sa1702692,4,98,1,9
sa1702693,2,98,2,1
sa1702694,3,99,2,7
sa1702695,2,98,1,1
sa1702696,2,98,2,1
sa1702697,2,98,9,2
sa1702698,1,98,8,8
sa1702699,,,,
sa1702700,,,,
sa1702701,,,,
sa1702702,,,,
sa1702703,,,,
sa1702704,1,98,8,8
sa1702705,,,,
sa1702706,,,,
sa1702707,3,3,2,2
sa1702708,9,98,8,8
sa1702709,,,,
sa1702710,3,99,2,7
sa1702711,3,5,2,7
sa1702712,,,,
sa1702713,4,98,4,9
sa1702714,,,,
sa1702715,,,,
sa1702716,,,,
sa1702717,,,,
sa1702718,1,4,1,7
sa1702719,2,98,1,1
sa1702720,1,98,8,8
sa1702721,1,98,8,1
sa1702722,1,99,2,8
sa1702723,1,98,8,8
sa1702724,2,98,1,7
sa1702725,,,,
sa1702726,,,,
sa1702727,3,4,4,7
sa1702728,1,98,9,7
sa1702729,,,,
sa1702730,4,99,4,1
sa1702731,9,98,9,9
sa1702732,1,98,8,8
sa1702733,2,98,1,7
sa1702734,1,98,8,8
sa1702735,9,98,8,7
sa1702736,2,98,4,1
sa1702737,2,98,4,1
sa1702738,9,4,9,7
sa1702739,2,98,2,1
sa1702740,1,1,1,1
sa1702741,,,,
sa1702742,,,,
sa1702743,,,,
sa1702744,,,,
sa1702745,,,,
sa1702746,,,,
sa1702747,,,,
sa1702748,2,98,2,1
sa1702749,,,,
sa1702750,,,,
sa1702751,,,,
sa1702752,,,,
sa1702753,,,,
sa1702754,2,98,1,1
sa1702755,,,,
sa1702756,1,98,8,8
sa1702757,2,98,1,1
sa1702758,3,4,4,7
sa1702759,1,98,8,8
sa1702760,2,98,1,2
sa1702761,,,,
sa1702762,,,,
sa1702763,,,,
sa1702764,,,,
sa1702765,1,98,8,8
sa1702766,,,,
sa1702767,,,,
sa1702768,1,98,8,8
sa1702769,1,98,8,9
sa1702770,9,98,8,2
sa1702771,1,98,8,8
sa1702772,1,98,8,7
sa1702773,,,,
sa1702774,,,,
sa1702775,,,,
sa1702776,9,5,8,9
sa1702777,1,98,8,8
sa1702778,,,,
sa1702779,3,4,2,7
sa1702780,1,98,8,7
sa1702781,2,98,1,1
sa1702782,2,98,4,1
sa1702783,1,99,9,7
sa1702784,2,98,1,1
sa1702785,,,,
sa1702786,1,98,8,7
sa1702787,,,,
sa1702788,,,,
sa1702789,,,,
sa1702790,,,,
sa1702791,,,,
sa1702792,,,,
sa1702793,9,4,9,9
sa1702794,1,98,8,7
sa1702795,1,1,1,7
sa1702796,2,98,1,7
sa1702797,2,98,1,3
sa1702798,,,,
sa1702799,1,98,2,9
sa1702800,2,98,1,9
sa1702801,,,,
sa1702802,2,98,4,1
sa1702803,1,99,8,9
sa1702804,1,98,8,8
sa1702805,2,98,1,2
sa1702806,3,7,9,9
sa1702807,4,98,8,7
sa1702808,9,98,9,9
sa1702809,1,98,2,7
sa1702810,,,,
sa1702811,1,98,8,7
sa1702812,,,,
sa1702813,4,98,2,8
sa1702814,,,,
sa1702815,,,,
sa1702816,,,,
sa1702817,,,,
sa1702818,1,98,9,9
sa1702819,,,,
sa1702820,,,,
sa1702821,,,,
sa1702822,2,98,2,7
sa1702823,1,98,8,7
sa1702824,,,,
sa1702825,9,98,8,7
sa1702826,,,,
sa1702827,1,4,3,7
sa1702828,,,,
sa1702829,,,,
sa1702830,1,98,8,8
sa1702831,,,,
sa1702832,,,,
sa1702833,,,,
sa1702834,,,,
sa1702835,,,,
sa1702836,1,9,8,7
sa1702837,,,,
sa1702838,,,,
sa1702839,,,,
sa1702840,,,,
sa1702841,,,,
sa1702842,,,,
sa1702843,2,98,1,3
sa1702844,,,,
sa1702845,1,5,8,8
sa1702846,,,,
sa1702847,1,98,8,8
sa1702848,,,,
sa1702849,,,,
sa1702850,,,,
sa1702851,,,,
sa1702852,9,98,9,9
sa1702853,2,98,2,7
sa1702854,1,98,8,7
sa1702855,3,4,9,7
sa1702856,,,,
sa1702857,,,,
sa1702858,1,1,8,8
sa1702859,,,,
sa1702860,3,99,9,9
sa1702861,,,,
sa1702862,2,98,4,2
sa1702863,2,98,4,9
sa1702864,4,98,8,1
sa1702865,,,,
sa1702866,9,4,9,3
sa1702867,2,98,4,1
sa1702868,9,98,8,8
sa1702869,1,98,9,9
sa1702870,2,98,4,1
sa1702871,,,,
sa1702872,1,9,8,3
sa1702873,,,,
sa1702874,2,98,4,2
sa1702875,9,98,9,8
sa1702876,2,99,1,1
sa1702877,1,98,8,8
sa1702878,2,98,1,8
sa1702879,3,5,1,7
sa1702880,,,,
sa1702881,,,,
sa1702882,1,9,8,8
sa1702883,,,,
sa1702884,3,1,1,8
sa1702885,,,,
sa1702886,,,,
sa1702887,,,,
sa1702888,,,,
sa1702889,,,,
sa1702890,,,,
sa1702891,,,,
sa1702892,,,,
sa1702893,9,98,8,8
sa1702894,1,98,8,7
sa1702895,3,3,1,7
sa1702896,1,98,8,1
sa1702897,1,4,2,8
sa1702898,1,98,8,8
sa1702899,,,,
sa1702900,,,,
sa1702901,,,,
sa1702902,,,,
sa1702903,,,,
sa1702904,,,,
sa1702905,,,,
sa1702906,,,,
sa1702907,,,,
sa1702908,,,,
sa1702909,4,98,9,1
sa1702910,1,98,9,1
sa1702911,4,9,1,3
sa1702912,,,,
sa1702913,,,,
sa1702914,1,98,8,7
sa1702915,1,9,8,1
sa1702916,,,,
sa1702917,,,,
sa1702918,,,,
sa1702919,,,,
sa1702920,,,,
sa1702921,,,,
sa1702922,,,,
sa1702923,,,,
sa1702924,,,,
sa1702925,,,,
sa1702926,9,98,8,8
sa1702927,,,,
sa1702928,9,98,9,9
sa1702929,1,9,8,8
sa1702930,3,1,1,1
sa1702931,2,98,1,1
sa1702932,1,98,8,8
sa1702933,,,,
sa1702934,9,98,8,7
sa1702935,,,,
sa1702936,,,,
sa1702937,2,98,9,2
sa1702938,,,,
sa1702939,,,,
sa1702940,,,,
sa1702941,,,,
sa1702942,,,,
sa1702943,,,,
sa1702944,,,,
sa1702945,3,6,1,8
sa1702946,,,,
sa1702947,,,,
sa1702948,3,7,1,1
sa1702949,2,98,1,8
sa1702950,2,98,4,2
sa1702951,,,,
sa1702952,9,98,8,1
sa1702953,1,9,8,7
sa1702954,1,98,8,9
sa1702955,,,,
sa1702956,,,,
sa1702957,,,,
sa1702958,,,,
sa1702959,,,,
sa1702960,1,98,8,8
sa1702961,,,,
sa1702962,1,4,4,3
sa1702963,1,98,8,7
sa1702964,2,98,2,3
sa1702965,2,98,1,9
sa1702966,1,98,8,8
sa1702967,,,,
sa1702968,,,,
sa1702969,,,,
sa1702970,2,98,1,1
sa1702971,,,,
sa1702972,3,4,2,3
sa1702973,,,,
sa1702974,1,98,8,8
sa1702975,2,98,1,1
sa1702976,2,98,4,8
sa1702977,1,7,1,8
sa1702978,2,98,1,1
sa1702979,3,2,1,7
sa1702980,,,,
sa1702981,1,98,8,8
sa1702982,,,,
sa1702983,1,98,8,8
sa1702984,,,,
sa1702985,,,,
sa1702986,,,,
sa1702987,,,,
sa1702988,,,,
sa1702989,2,98,4,1
sa1702990,,,,
sa1702991,,,,
sa1702992,,,,
sa1702993,,,,
sa1702994,,,,
sa1702995,2,98,2,3
sa1702996,,,,
sa1702997,2,98,4,1
sa1702998,,,,
sa1702999,2,98,1,1
sa1703000,,,,
sa1703001,,,,
sa1703002,1,98,8,8
sa1703003,,,,
sa1703004,,,,
sa1703005,1,98,9,8
sa1703006,,,,
sa1703007,9,98,8,7
sa1703008,,,,
sa1703009,,,,
sa1703010,,,,
sa1703011,3,4,4,8
sa1703012,4,98,1,7
sa1703013,1,9,8,7
sa1703014,9,4,8,7
sa1703015,3,4,9,9
sa1703016,,,,
sa1703017,,,,
sa1703018,,,,
sa1703019,,,,
sa1703020,,,,
sa1703021,,,,
sa1703022,,,,
sa1703023,,,,
sa1703024,,,,
sa1703025,,,,
sa1703026,1,4,9,9
sa1703027,1,98,8,8
sa1703028,2,98,2,3
sa1703029,1,9,8,7
sa1703030,2,98,4,3
sa1703031,2,98,1,1
sa1703032,,,,
sa1703033,9,9,9,7
sa1703034,1,98,8,8
sa1703035,2,98,4,1
sa1703036,2,98,2,3
sa1703037,2,98,4,9
sa1703038,,,,
sa1703039,2,98,1,1
sa1703040,2,98,1,1
sa1703041,,,,
sa1703042,3,98,8,1
sa1703043,,,,
sa1703044,1,99,8,7
sa1703045,,,,
sa1703046,,,,
sa1703047,,,,
sa1703048,,,,
sa1703049,,,,
sa1703050,,,,
sa1703051,2,98,4,2
sa1703052,,,,
sa1703053,,,,
sa1703054,1,98,8,8
sa1703055,,,,
sa1703056,,,,
sa1703057,,,,
sa1703058,,,,
sa1703059,,,,
sa1703060,,,,
sa1703061,,,,
sa1703062,,,,
sa1703063,3,4,1,9
sa1703064,1,98,4,9
sa1703065,2,98,9,7
sa1703066,2,98,1,8
sa1703067,2,98,1,1
sa1703068,3,98,1,7
sa1703069,9,98,8,9
sa1703070,,,,
sa1703071,,,,
sa1703072,,,,
sa1703073,,,,
sa1703074,,,,
sa1703075,,,,
sa1703076,,,,
sa1703077,1,98,8,7
sa1703078,2,98,2,3
sa1703079,1,98,8,8
sa1703080,3,3,4,3
sa1703081,1,9,8,8
sa1703082,2,98,2,9
sa1703083,2,98,1,3
sa1703084,2,98,1,3
sa1703085,,,,
sa1703086,,,,
sa1703087,9,4,8,8
sa1703088,9,4,1,7
sa1703089,1,98,9,9
sa1703090,,,,
sa1703091,,,,
sa1703092,,,,
sa1703093,,,,
sa1703094,1,98,8,8
sa1703095,,,,
sa1703096,,,,
sa1703097,,,,
sa1703098,,,,
sa1703099,,,,
sa1703100,1,5,8,8
sa1703101,9,98,9,9
sa1703102,2,98,9,9
sa1703103,4,98,8,7
sa1703104,2,98,2,1
sa1703105,3,7,2,7
sa1703106,,,,
sa1703107,2,98,4,9
sa1703108,2,98,4,3
sa1703109,2,98,2,1
