id,impact_evacuation,fa_operation,fa_presence
fa1700518,2,1,1
fa1700519,3,1,1
fa1700520,1,1,1
fa1700521,1,1,1
fa1700522,1,1,1
fa1700523,2,2,1
fa1700524,7,2,1
fa1700525,7,2,1
fa1700526,1,1,1
fa1700527,9,1,1
fa1700528,7,2,1
fa1700529,7,1,1
fa1700530,1,1,1
fa1700531,2,1,1
fa1700532,1,1,1
fa1700533,2,1,1
fa1700534,7,2,1
fa1700535,3,1,1
fa1700536,9,9,1
fa1700537,7,9,9
fa1700538,2,1,1
fa1700539,1,1,1
fa1700540,7,2,1
fa1700541,2,1,1
fa1700542,7,2,1
fa1700543,8,2,1
fa1700544,2,2,1
fa1700545,1,1,1
fa1700546,8,2,1
fa1700547,1,1,1
fa1700548,7,1,1
fa1700549,9,1,1
fa1700550,1,1,1
fa1700551,9,9,1
fa1700552,3,1,1
fa1700553,3,1,1
fa1700554,8,2,1
fa1700555,9,9,9
fa1700556,9,9,9
fa1700557,,,
fa1700558,,,
fa1700559,,,
fa1700560,,,
fa1700561,7,8,9
fa1700562,,,
fa1700563,,,
fa1700564,,,
fa1700565,8,8,8
fa1700566,,,
fa1700567,,,
fa1700568,,,
fa1700569,8,8,8
fa1700570,,,
fa1700571,8,8,8
fa1700572,,,
fa1700573,,,
fa1700574,8,8,8
fa1700575,8,8,2
fa1700576,,,
fa1700577,,,
fa1700578,,,
fa1700579,,,
fa1700580,,,
fa1700581,,,
fa1700582,8,9,8
fa1700583,,,
fa1700584,7,9,9
fa1700585,7,8,8
fa1700586,7,2,1
fa1700587,2,1,1
fa1700588,7,2,1
fa1700589,2,2,1
fa1700590,1,1,1
fa1700591,7,2,1
fa1700592,1,1,1
fa1700593,1,1,1
fa1700594,7,2,1
fa1700595,1,1,1
fa1700596,8,2,1
fa1700597,9,1,1
fa1700598,2,1,1
fa1700599,9,1,1
fa1700600,2,1,1
fa1700601,8,8,2
fa1700602,2,1,1
fa1700603,2,1,1
fa1700604,1,1,1
fa1700605,1,1,1
fa1700606,9,1,1
fa1700607,9,1,1
fa1700608,9,1,1
fa1700609,2,1,1
fa1700610,2,1,1
fa1700611,7,2,1
fa1700612,7,9,1
fa1700613,1,1,1
fa1700614,8,8,2
fa1700615,7,9,9
fa1700616,1,1,1
fa1700617,7,2,1
fa1700618,1,1,1
fa1700619,9,2,1
fa1700620,3,1,1
fa1700621,2,1,1
fa1700622,7,2,1
fa1700623,9,2,1
fa1700624,2,9,2
fa1700625,7,2,1
fa1700626,2,1,1
fa1700627,8,1,1
fa1700628,2,1,1
fa1700629,2,1,1
fa1700630,,,
fa1700631,8,8,8
fa1700632,7,9,9
fa1700633,,,
fa1700634,,,
fa1700635,9,9,9
fa1700636,8,8,8
fa1700637,,,
fa1700638,,,
fa1700639,,,
fa1700640,,,
fa1700641,,,
fa1700642,7,8,2
fa1700643,3,1,1
fa1700644,7,2,1
fa1700645,2,1,1
fa1700646,7,1,1
fa1700647,9,9,1
fa1700648,2,1,1
fa1700649,7,9,8
fa1700650,7,2,1
fa1700651,,,
fa1700652,,,
fa1700653,2,1,1
fa1700654,1,1,1
fa1700655,7,8,2
fa1700656,1,1,1
fa1700657,2,1,1
fa1700658,1,1,1
fa1700659,3,1,1
fa1700660,,,
fa1700661,1,1,1
fa1700662,9,2,1
fa1700663,7,2,1
fa1700664,1,1,1
fa1700665,1,9,1
fa1700666,7,8,2
fa1700667,2,1,1
fa1700668,,,
fa1700669,,,
fa1700670,1,1,1
fa1700671,1,1,1
fa1700672,3,1,1
fa1700673,7,1,1
fa1700674,,,
fa1700675,3,1,1
fa1700676,,,
fa1700677,,,
fa1700678,9,9,9
fa1700679,,,
fa1700680,,,
fa1700681,,,
fa1700682,,,
fa1700683,7,9,1
fa1700684,,,
fa1700685,8,9,1
fa1700686,1,1,1
fa1700687,1,1,1
fa1700688,1,1,1
fa1700689,2,1,1
fa1700690,7,2,1
fa1700691,1,1,1
fa1700692,7,2,1
fa1700693,8,2,1
fa1700694,7,2,1
fa1700695,9,9,1
fa1700696,2,8,8
fa1700697,,,
fa1700698,,,
fa1700699,2,1,1
fa1700700,7,2,1
fa1700701,9,9,1
fa1700702,7,2,1
fa1700703,9,2,1
fa1700704,7,1,1
fa1700705,7,9,1
fa1700706,1,1,1
fa1700707,,,
fa1700708,9,8,9
fa1700709,9,1,1
fa1700710,1,1,1
fa1700711,2,1,1
fa1700712,9,2,1
fa1700713,7,9,1
fa1700714,,,
fa1700715,,,
fa1700716,,,
fa1700717,,,
fa1700718,8,8,8
fa1700719,,,
fa1700720,,,
fa1700721,,,
fa1700722,,,
fa1700723,8,8,2
fa1700724,9,8,9
fa1700725,9,9,9
fa1700726,,,
fa1700727,,,
fa1700728,7,2,1
fa1700729,,,
fa1700730,8,8,8
fa1700731,,,
fa1700732,,,
fa1700733,8,8,2
fa1700734,8,8,8
fa1700735,,,
fa1700736,,,
fa1700737,9,9,9
fa1700738,1,1,1
fa1700739,3,1,1
fa1700740,7,2,1
fa1700741,1,1,1
fa1700742,9,2,1
fa1700743,2,1,1
fa1700744,8,8,8
fa1700745,8,2,1
fa1700746,7,2,1
fa1700747,7,2,1
fa1700748,7,8,2
fa1700749,1,1,1
fa1700750,7,2,1
fa1700751,2,1,1
fa1700752,3,1,1
fa1700753,7,2,1
fa1700754,9,2,1
fa1700755,9,2,1
fa1700756,9,9,1
fa1700757,3,2,1
fa1700758,8,2,1
fa1700759,7,2,1
fa1700760,9,2,1
fa1700761,2,1,1
fa1700762,1,1,1
fa1700763,2,1,1
fa1700764,7,1,1
fa1700765,2,1,1
fa1700766,2,1,1
fa1700767,9,9,1
fa1700768,9,9,1
fa1700769,7,9,1
fa1700770,8,1,1
fa1700771,7,2,1
fa1700772,7,2,1
fa1700773,8,1,1
fa1700774,7,2,1
fa1700775,7,2,1
fa1700776,8,8,2
fa1700777,7,9,1
fa1700778,2,1,1
fa1700779,3,1,1
fa1700780,7,1,1
fa1700781,7,2,1
fa1700782,7,9,1
fa1700783,7,1,1
fa1700784,2,1,1
fa1700785,7,8,2
fa1700786,2,1,1
fa1700787,7,2,1
fa1700788,,,
fa1700789,8,8,8
fa1700790,,,
fa1700791,,,
fa1700792,,,
fa1700793,,,
fa1700794,,,
fa1700795,,,
fa1700796,8,8,9
fa1700797,,,
fa1700798,8,8,9
fa1700799,,,
fa1700800,,,
fa1700801,,,
fa1700802,,,
fa1700803,,,
fa1700804,,,
fa1700805,,,
fa1700806,,,
fa1700807,,,
fa1700808,,,
fa1700809,,,
fa1700810,,,
fa1700811,,,
fa1700812,,,
fa1700813,,,
fa1700814,,,
fa1700815,,,
fa1700816,,,
fa1700817,3,1,1
fa1700818,7,2,1
fa1700819,7,1,1
fa1700820,2,1,1
fa1700821,1,2,1
fa1700822,7,2,1
fa1700823,,,
fa1700824,,,
fa1700825,,,
fa1700826,,,
fa1700827,8,8,8
fa1700828,7,2,1
fa1700829,8,8,8
fa1700830,7,2,1
fa1700831,1,1,1
fa1700832,8,8,2
fa1700833,1,1,1
fa1700834,7,1,1
fa1700835,,,
fa1700836,8,8,8
fa1700837,,,
fa1700838,,,
fa1700839,,,
fa1700840,,,
fa1700841,1,9,8
fa1700842,,,
fa1700843,,,
fa1700844,,,
fa1700845,,,
fa1700846,,,
fa1700847,8,8,2
fa1700848,,,
fa1700849,,,
fa1700850,8,8,2
fa1700851,,,
fa1700852,8,8,8
fa1700853,,,
fa1700854,,,
fa1700855,,,
fa1700856,,,
fa1700857,1,2,1
fa1700858,,,
fa1700859,,,
fa1700860,8,8,9
fa1700861,,,
fa1700862,,,
fa1700863,,,
fa1700864,9,9,9
fa1700865,,,
fa1700866,,,
fa1700867,1,1,1
fa1700868,1,1,1
fa1700869,7,9,1
fa1700870,2,1,1
fa1700871,9,2,2
fa1700872,7,2,1
fa1700873,2,1,1
fa1700874,3,2,1
fa1700875,1,1,1
fa1700876,7,2,1
fa1700877,1,1,1
fa1700878,2,1,1
fa1700879,1,1,1
fa1700880,2,1,1
fa1700881,9,9,1
fa1700882,1,1,1
fa1700883,7,2,1
fa1700884,7,9,1
fa1700885,,,
fa1700886,2,1,1
fa1700887,7,2,1
fa1700888,2,1,1
fa1700889,7,1,1
fa1700890,1,1,1
fa1700891,7,2,1
fa1700892,8,8,8
fa1700893,7,9,1
fa1700894,7,2,1
fa1700895,2,1,1
fa1700896,7,2,1
fa1700897,7,2,1
fa1700898,2,1,1
fa1700899,7,2,1
fa1700900,7,2,1
fa1700901,9,2,1
fa1700902,1,1,1
fa1700903,7,1,1
fa1700904,1,1,1
fa1700905,7,2,1
fa1700906,9,2,1
fa1700907,3,1,1
fa1700908,7,1,1
fa1700909,9,9,1
fa1700910,1,9,1
fa1700911,8,1,1
fa1700912,7,2,1
fa1700913,9,1,1
fa1700914,,,
fa1700915,,,
fa1700916,,,
fa1700917,,,
fa1700918,,,
fa1700919,7,8,8
fa1700920,8,8,8
fa1700921,8,8,8
fa1700922,7,2,1
fa1700923,2,1,1
fa1700924,1,1,1
fa1700925,9,9,1
fa1700926,9,1,1
fa1700927,9,2,1
fa1700928,8,8,2
fa1700929,8,8,2
fa1700930,1,1,1
fa1700931,9,2,1
fa1700932,7,2,1
fa1700933,8,9,1
fa1700934,,,
fa1700935,,,
fa1700936,,,
fa1700937,,,
fa1700938,,,
fa1700939,,,
fa1700940,,,
fa1700941,8,8,2
fa1700942,,,
fa1700943,7,8,8
fa1700944,1,1,1
fa1700945,1,2,9
fa1700946,9,1,1
fa1700947,1,1,1
fa1700948,7,2,1
fa1700949,7,2,1
fa1700950,7,2,1
fa1700951,9,2,1
fa1700952,2,1,1
fa1700953,7,2,1
fa1700954,7,2,1
fa1700955,,,
fa1700956,,,
fa1700957,,,
fa1700958,8,8,8
fa1700959,8,8,8
fa1700960,,,
fa1700961,,,
fa1700962,7,9,1
fa1700963,2,1,1
fa1700964,1,1,1
fa1700965,8,8,8
fa1700966,1,1,1
fa1700967,1,1,1
fa1700968,8,8,8
fa1700969,8,8,8
fa1700970,,,
fa1700971,9,8,8
fa1700972,8,8,2
fa1700973,,,
fa1700974,,,
fa1700975,,,
fa1700976,7,2,1
fa1700977,,,
fa1700978,8,8,8
fa1700979,,,
fa1700980,,,
fa1700981,1,1,1
fa1700982,7,2,1
fa1700983,8,2,1
fa1700984,9,2,1
fa1700985,9,2,1
fa1700986,7,9,9
fa1700987,8,8,8
fa1700988,9,2,1
fa1700989,7,2,1
fa1700990,8,2,1
fa1700991,9,8,2
fa1700992,7,2,1
fa1700993,3,1,1
fa1700994,7,1,1
fa1700995,1,1,1
fa1700996,1,1,1
fa1700997,2,1,1
fa1700998,7,2,1
fa1700999,9,1,1
fa1701000,2,1,1
fa1701001,8,2,1
fa1701002,2,1,1
fa1701003,8,8,8
fa1701004,7,2,1
fa1701005,7,1,1
fa1701006,1,1,1
fa1701007,2,1,1
fa1701008,9,2,1
fa1701009,9,9,1
fa1701010,7,2,1
fa1701011,2,1,1
fa1701012,3,1,1
fa1701013,2,1,1
fa1701014,1,8,2
fa1701015,9,2,1
fa1701016,9,2,1
fa1701017,7,2,1
fa1701018,7,8,8
fa1701019,9,9,1
fa1701020,9,9,1
fa1701021,1,1,1
fa1701022,,,
fa1701023,,,
fa1701024,8,8,2
fa1701025,9,9,9
fa1701026,9,8,8
fa1701027,9,1,1
fa1701028,9,9,9
fa1701029,,,
fa1701030,,,
fa1701031,8,9,9
fa1701032,8,9,9
fa1701033,,,
fa1701034,8,8,2
fa1701035,9,2,9
fa1701036,7,9,1
fa1701037,7,2,1
fa1701038,7,2,1
fa1701039,1,9,1
fa1701040,9,2,1
fa1701041,7,2,1
fa1701042,1,2,1
fa1701043,7,1,1
fa1701044,9,2,1
fa1701045,2,1,1
fa1701046,7,2,1
fa1701047,,,
fa1701048,9,9,1
fa1701049,9,8,9
fa1701050,,,
fa1701051,1,9,8
fa1701052,,,
fa1701053,8,8,8
fa1701054,9,9,1
fa1701055,7,2,1
fa1701056,7,2,1
fa1701057,3,1,1
fa1701058,9,1,1
fa1701059,7,2,1
fa1701060,2,1,1
fa1701061,7,2,1
fa1701062,7,9,1
fa1701063,9,9,1
fa1701064,9,1,1
fa1701065,1,1,1
fa1701066,9,8,2
fa1701067,7,2,1
fa1701068,2,1,1
fa1701069,2,1,1
fa1701070,7,1,8
fa1701071,3,1,1
fa1701072,7,2,1
fa1701073,2,1,1
fa1701074,1,1,1
fa1701075,7,2,1
fa1701076,8,2,1
fa1701077,7,2,1
fa1701078,7,2,1
fa1701079,7,2,1
fa1701080,7,1,1
fa1701081,1,1,1
fa1701082,7,2,1
fa1701083,9,1,1
fa1701084,2,1,1
fa1701085,3,1,1
fa1701086,3,1,1
fa1701087,7,2,1
fa1701088,8,9,1
fa1701089,2,1,1
fa1701090,9,2,1
fa1701091,2,1,1
fa1701092,2,1,1
fa1701093,9,1,1
fa1701094,7,2,1
fa1701095,7,2,1
fa1701096,9,2,1
fa1701097,1,1,1
fa1701098,2,1,1
fa1701099,2,1,1
fa1701100,7,9,1
fa1701101,7,2,1
fa1701102,1,1,1
fa1701103,7,2,1
fa1701104,3,1,1
fa1701105,,,
fa1701106,,,
fa1701107,9,9,9
fa1701108,,,
fa1701109,,,
fa1701110,,,
fa1701111,8,8,2
fa1701112,,,
fa1701113,8,8,8
fa1701114,1,1,1
fa1701115,8,8,8
fa1701116,7,9,1
fa1701117,8,8,2
fa1701118,,,
fa1701119,7,8,8
fa1701120,,,
fa1701121,,,
fa1701122,1,1,1
fa1701123,3,1,1
fa1701124,1,1,1
fa1701125,2,1,1
fa1701126,9,2,1
fa1701127,3,9,1
fa1701128,1,1,1
fa1701129,7,2,1
fa1701130,1,1,1
fa1701131,1,9,1
fa1701132,7,2,1
fa1701133,8,8,2
fa1701134,7,2,1
fa1701135,,,
fa1701136,7,9,9
fa1701137,7,8,2
fa1701138,,,
fa1701139,9,1,1
fa1701140,,,
fa1701141,1,1,9
fa1701142,,,
fa1701143,7,2,1
fa1701144,,,
fa1701145,,,
fa1701146,7,8,8
fa1701147,3,1,1
fa1701148,2,1,1
fa1701149,7,2,1
fa1701150,,,
fa1701151,2,1,1
fa1701152,8,2,1
fa1701153,9,2,1
fa1701154,3,2,1
fa1701155,2,1,1
fa1701156,7,2,1
fa1701157,2,1,1
fa1701158,,,
fa1701159,8,8,8
fa1701160,7,2,1
fa1701161,,,
fa1701162,8,8,2
fa1701163,2,1,1
fa1701164,2,1,1
fa1701165,7,2,1
fa1701166,7,2,1
fa1701167,1,1,1
fa1701168,3,1,1
fa1701169,7,2,1
fa1701170,7,2,1
fa1701171,1,1,1
fa1701172,7,2,1
fa1701173,7,2,1
fa1701174,7,2,1
fa1701175,9,2,1
fa1701176,2,1,1
fa1701177,9,1,1
fa1701178,1,1,1
fa1701179,8,8,8
fa1701180,7,2,1
fa1701181,2,1,1
fa1701182,8,8,8
fa1701183,2,1,1
fa1701184,2,1,1
fa1701185,9,9,9
fa1701186,1,1,1
fa1701187,8,1,1
fa1701188,,,
fa1701189,,,
fa1701190,,,
fa1701191,7,2,1
fa1701192,8,8,8
fa1701193,,,
fa1701194,,,
fa1701195,8,8,8
fa1701196,9,9,9
fa1701197,,,
fa1701198,,,
fa1701199,,,
fa1701200,,,
fa1701201,,,
fa1701202,,,
fa1701203,,,
fa1701204,7,8,2
fa1701205,,,
fa1701206,,,
fa1701207,,,
fa1701208,7,9,1
fa1701209,7,8,8
fa1701210,7,2,1
fa1701211,7,8,2
fa1701212,,,
fa1701213,1,1,1
fa1701214,3,2,1
fa1701215,,,
fa1701216,,,
fa1701217,2,1,1
fa1701218,7,9,1
fa1701219,,,
fa1701220,,,
fa1701221,,,
fa1701222,2,1,1
fa1701223,3,1,1
fa1701224,7,2,1
fa1701225,3,1,1
fa1701226,2,1,1
fa1701227,,,
fa1701228,7,9,1
fa1701229,,,
fa1701230,,,
fa1701231,,,
fa1701232,1,1,1
fa1701233,7,1,1
fa1701234,3,1,1
fa1701235,8,8,2
fa1701236,8,8,2
fa1701237,,,
fa1701238,8,8,2
fa1701239,9,9,1
fa1701240,3,1,1
fa1701241,,,
fa1701242,7,8,8
fa1701243,7,9,1
fa1701244,8,8,8
fa1701245,,,
fa1701246,,,
fa1701247,,,
fa1701248,8,8,2
fa1701249,3,1,1
fa1701250,,,
fa1701251,8,8,8
fa1701252,,,
fa1701253,7,8,2
fa1701254,8,8,2
fa1701255,8,8,2
fa1701256,8,8,8
fa1701257,1,8,2
fa1701258,8,8,8
fa1701259,3,1,1
fa1701260,,,
fa1701261,9,1,1
fa1701262,1,1,1
fa1701263,8,8,8
fa1701264,2,1,1
fa1701265,7,9,1
fa1701266,2,1,1
fa1701267,9,9,9
fa1701268,8,8,2
fa1701269,8,8,2
fa1701270,,,
fa1701271,,,
fa1701272,,,
fa1701273,,,
fa1701274,,,
fa1701275,,,
fa1701276,,,
fa1701277,1,1,1
fa1701278,,,
fa1701279,9,1,1
fa1701280,,,
fa1701281,,,
fa1701282,9,8,8
fa1701283,1,1,1
fa1701284,,,
fa1701285,1,1,1
fa1701286,,,
fa1701287,8,8,2
fa1701288,1,1,1
fa1701289,8,8,8
fa1701290,7,8,8
fa1701291,9,9,9
fa1701292,1,1,1
fa1701293,8,8,2
fa1701294,7,2,1
fa1701295,8,8,9
fa1701296,8,8,2
fa1701297,8,8,8
fa1701298,,,
fa1701299,,,
fa1701300,1,1,1
fa1701301,2,1,1
fa1701302,9,1,1
fa1701303,1,1,1
fa1701304,3,1,1
fa1701305,7,9,1
fa1701306,9,1,1
fa1701307,,,
fa1701308,2,1,1
fa1701309,8,8,8
fa1701310,9,2,1
fa1701311,9,9,9
fa1701312,3,1,1
fa1701313,,,
fa1701314,7,8,9
fa1701315,8,8,2
fa1701316,9,8,9
fa1701317,,,
fa1701318,,,
fa1701319,1,1,1
fa1701320,3,1,1
fa1701321,,,
fa1701322,1,1,1
fa1701323,3,1,1
fa1701324,7,9,1
fa1701325,7,8,8
fa1701326,7,2,1
fa1701327,2,1,1
fa1701328,8,8,8
fa1701329,,,
fa1701330,9,9,1
fa1701331,,,
fa1701332,9,9,1
fa1701333,8,8,2
fa1701334,8,8,2
fa1701335,9,9,9
fa1701336,1,1,1
fa1701337,,,
fa1701338,,,
fa1701339,,,
fa1701340,,,
fa1701341,,,
fa1701342,,,
fa1701343,1,8,9
fa1701344,,,
fa1701345,1,1,1
fa1701346,3,1,1
fa1701347,8,8,2
fa1701348,,,
fa1701349,3,1,1
fa1701350,2,1,1
fa1701351,8,8,8
fa1701352,1,1,1
fa1701353,,,
fa1701354,7,8,8
fa1701355,9,8,9
fa1701356,8,8,8
fa1701357,,,
fa1701358,,,
fa1701359,7,2,1
fa1701360,,,
fa1701361,,,
fa1701362,1,1,1
fa1701363,8,8,2
fa1701364,7,2,1
fa1701365,1,1,1
fa1701366,7,8,2
fa1701367,7,1,1
fa1701368,8,8,8
fa1701369,7,1,1
fa1701370,7,2,1
fa1701371,1,1,1
fa1701372,9,1,1
fa1701373,8,8,2
fa1701374,9,2,1
fa1701375,7,8,8
fa1701376,1,8,8
fa1701377,8,8,8
fa1701378,8,8,8
fa1701379,1,1,1
fa1701380,7,9,9
fa1701381,7,1,1
fa1701382,7,8,2
fa1701383,7,9,9
fa1701384,,,
fa1701385,7,8,2
fa1701386,9,9,9
fa1701387,7,9,9
fa1701388,9,8,2
fa1701389,8,8,2
fa1701390,8,8,8
fa1701391,7,2,1
fa1701392,,,
fa1701393,2,1,1
fa1701394,2,1,1
fa1701395,,,
fa1701396,,,
fa1701397,2,1,1
fa1701398,,,
fa1701399,7,2,1
fa1701400,8,8,2
fa1701401,7,9,9
fa1701402,8,2,1
fa1701403,,,
fa1701404,7,9,1
fa1701405,9,9,9
fa1701406,7,8,2
fa1701407,8,8,2
fa1701408,,,
fa1701409,7,2,1
fa1701410,1,1,1
fa1701411,1,9,1
fa1701412,2,1,1
fa1701413,7,8,8
fa1701414,7,2,1
fa1701415,8,8,2
fa1701416,8,8,2
fa1701417,2,1,1
fa1701418,1,1,1
fa1701419,1,1,1
fa1701420,1,1,1
fa1701421,8,8,2
fa1701422,8,8,2
fa1701423,,,
fa1701424,8,8,8
fa1701425,8,2,2
fa1701426,7,2,1
fa1701427,,,
fa1701428,1,1,1
fa1701429,8,8,8
fa1701430,8,8,2
fa1701431,,,
fa1701432,,,
fa1701433,,,
fa1701434,8,9,9
fa1701435,2,9,1
fa1701436,3,2,1
fa1701437,1,1,1
fa1701438,7,8,8
fa1701439,8,8,2
fa1701440,8,8,8
fa1701441,1,1,1
fa1701442,1,1,1
fa1701443,8,8,2
fa1701444,7,8,8
fa1701445,7,1,1
fa1701446,7,9,1
fa1701447,8,8,8
fa1701448,3,1,1
fa1701449,8,9,9
fa1701450,,,
fa1701451,3,1,1
fa1701452,3,9,1
fa1701453,7,9,1
fa1701454,7,8,8
fa1701455,7,9,1
fa1701456,1,1,1
fa1701457,,,
fa1701458,1,1,1
fa1701459,,,
fa1701460,9,9,1
fa1701461,1,8,8
fa1701462,3,1,1
fa1701463,,,
fa1701464,,,
fa1701465,,,
fa1701466,,,
fa1701467,,,
fa1701468,,,
fa1701469,,,
fa1701470,,,
fa1701471,,,
fa1701472,,,
fa1701473,7,2,1
fa1701474,7,2,1
fa1701475,7,2,1
fa1701476,1,1,1
fa1701477,7,9,1
fa1701478,1,1,1
fa1701479,,,
fa1701480,7,9,9
fa1701481,,,
fa1701482,,,
fa1701483,,,
fa1701484,,,
fa1701485,,,
fa1701486,,,
fa1701487,,,
fa1701488,8,8,8
fa1701489,9,9,1
fa1701490,1,1,1
fa1701491,1,1,1
fa1701492,8,8,2
fa1701493,7,2,1
fa1701494,8,8,8
fa1701495,,,
fa1701496,7,9,1
fa1701497,,,
fa1701498,,,
fa1701499,,,
fa1701500,8,8,8
fa1701501,,,
fa1701502,1,9,1
fa1701503,,,
fa1701504,8,1,1
fa1701505,7,9,9
fa1701506,1,1,1
fa1701507,8,8,8
fa1701508,3,1,1
fa1701509,8,1,1
fa1701510,8,8,9
fa1701511,2,1,1
fa1701512,,,
fa1701513,2,1,1
fa1701514,8,8,2
fa1701515,2,1,1
fa1701516,2,1,1
fa1701517,,,
fa1701518,7,9,1
fa1701519,2,1,1
fa1701520,3,9,9
fa1701521,3,1,1
fa1701522,8,9,9
fa1701523,9,1,1
fa1701524,7,1,1
fa1701525,1,1,1
fa1701526,1,1,1
fa1701527,,,
fa1701528,8,8,2
fa1701529,8,8,2
fa1701530,7,8,2
fa1701531,1,1,1
fa1701532,,,
fa1701533,8,8,2
fa1701534,,,
fa1701535,9,1,9
fa1701536,,,
fa1701537,7,2,1
fa1701538,,,
fa1701539,9,1,1
fa1701540,7,1,1
fa1701541,7,8,8
fa1701542,7,2,1
fa1701543,9,1,1
fa1701544,8,8,9
fa1701545,3,1,1
fa1701546,2,1,1
fa1701547,4,1,1
fa1701548,1,1,1
fa1701549,,,
fa1701550,,,
fa1701551,,,
fa1701552,7,2,1
fa1701553,,,
fa1701554,8,8,8
fa1701555,,,
fa1701556,,,
fa1701557,,,
fa1701558,,,
fa1701559,,,
fa1701560,,,
fa1701561,,,
fa1701562,1,1,1
fa1701563,,,
fa1701564,8,8,8
fa1701565,1,1,1
fa1701566,,,
fa1701567,9,9,9
fa1701568,7,9,9
fa1701569,8,8,2
fa1701570,3,1,1
fa1701571,7,9,1
fa1701572,,,
fa1701573,7,8,9
fa1701574,7,2,1
fa1701575,7,9,1
fa1701576,8,8,2
fa1701577,8,8,2
fa1701578,7,8,1
fa1701579,2,1,1
fa1701580,7,2,1
fa1701581,7,8,2
fa1701582,7,2,9
fa1701583,,,
fa1701584,,,
fa1701585,2,1,1
fa1701586,,,
fa1701587,8,8,2
fa1701588,,,
fa1701589,8,8,8
fa1701590,7,2,1
fa1701591,1,1,1
fa1701592,8,9,8
fa1701593,2,1,1
fa1701594,7,9,1
fa1701595,1,1,1
fa1701596,1,1,1
fa1701597,7,2,1
fa1701598,,,
fa1701599,,,
fa1701600,,,
fa1701601,,,
fa1701602,,,
fa1701603,8,8,2
fa1701604,,,
fa1701605,3,2,1
fa1701606,8,2,2
fa1701607,7,2,1
fa1701608,,,
fa1701609,7,8,9
fa1701610,1,1,1
fa1701611,,,
fa1701612,8,8,2
fa1701613,,,
fa1701614,,,
fa1701615,,,
fa1701616,,,
fa1701617,,,
fa1701618,,,
fa1701619,,,
fa1701620,,,
fa1701621,1,1,1
fa1701622,8,8,8
fa1701623,7,8,2
fa1701624,2,1,1
fa1701625,8,8,8
fa1701626,2,1,1
fa1701627,8,8,1
fa1701628,,,
fa1701629,8,1,1
fa1701630,8,8,8
fa1701631,,,
fa1701632,7,8,1
fa1701633,8,8,2
fa1701634,1,1,1
fa1701635,3,1,1
fa1701636,1,1,1
fa1701637,7,8,8
fa1701638,8,8,8
fa1701639,7,2,8
fa1701640,7,8,8
fa1701641,8,8,2
fa1701642,,,
fa1701643,7,2,1
fa1701644,7,8,2
fa1701645,7,2,1
fa1701646,8,8,8
fa1701647,8,8,8
fa1701648,,,
fa1701649,,,
fa1701650,,,
fa1701651,8,2,8
fa1701652,,,
fa1701653,,,
fa1701654,7,8,8
fa1701655,2,9,1
fa1701656,,,
fa1701657,2,1,1
fa1701658,,,
fa1701659,,,
fa1701660,,,
fa1701661,,,
fa1701662,,,
fa1701663,,,
fa1701664,,,
fa1701665,,,
fa1701666,,,
fa1701667,,,
fa1701668,8,8,2
fa1701669,,,
fa1701670,1,1,1
fa1701671,7,2,1
fa1701672,8,8,8
fa1701673,8,8,8
fa1701674,2,1,1
fa1701675,9,9,9
fa1701676,3,1,1
fa1701677,,,
fa1701678,,,
fa1701679,,,
fa1701680,7,2,1
fa1701681,,,
fa1701682,,,
fa1701683,,,
fa1701684,,,
fa1701685,,,
fa1701686,,,
fa1701687,2,1,1
fa1701688,8,8,2
fa1701689,8,8,2
fa1701690,7,8,8
fa1701691,1,1,1
fa1701692,3,1,1
fa1701693,1,1,1
fa1701694,1,1,1
fa1701695,3,1,1
fa1701696,1,1,1
fa1701697,,,
fa1701698,,,
fa1701699,,,
fa1701700,,,
fa1701701,,,
fa1701702,,,
fa1701703,,,
fa1701704,,,
fa1701705,8,2,2
fa1701706,,,
fa1701707,8,2,1
fa1701708,,,
fa1701709,7,1,1
fa1701710,8,8,2
fa1701711,7,2,1
fa1701712,7,8,9
fa1701713,2,1,1
fa1701714,3,2,1
fa1701715,,,
fa1701716,2,1,1
fa1701717,8,8,8
fa1701718,7,2,1
fa1701719,1,1,1
fa1701720,8,8,8
fa1701721,2,1,1
fa1701722,7,9,8
fa1701723,,,
fa1701724,7,2,1
fa1701725,8,8,2
fa1701726,2,1,1
fa1701727,8,8,8
fa1701728,9,2,1
fa1701729,9,9,9
fa1701730,9,1,1
fa1701731,3,1,1
fa1701732,1,1,1
fa1701733,9,9,9
fa1701734,2,1,1
fa1701735,2,1,1
fa1701736,,,
fa1701737,,,
fa1701738,,,
fa1701739,,,
fa1701740,,,
fa1701741,8,8,8
fa1701742,,,
fa1701743,,,
fa1701744,7,8,9
fa1701745,7,2,9
fa1701746,,,
fa1701747,,,
fa1701748,1,1,1
fa1701749,,,
fa1701750,9,1,1
fa1701751,9,1,1
fa1701752,9,2,1
fa1701753,9,2,9
fa1701754,,,
fa1701755,,,
fa1701756,,,
fa1701757,,,
fa1701758,9,8,8
fa1701759,8,8,9
fa1701760,2,1,1
fa1701761,2,1,1
fa1701762,1,1,1
fa1701763,7,9,1
fa1701764,9,2,9
fa1701765,,,
fa1701766,8,8,2
fa1701767,8,8,2
fa1701768,8,8,8
fa1701769,9,9,9
fa1701770,8,8,2
fa1701771,,,
fa1701772,,,
fa1701773,,,
fa1701774,,,
fa1701775,,,
